0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,target
997,2053,2531,3528,4280,3135,1072,2289,2880,3832,4751,3643,1322,2587,3260,4314,5394,4162,1388,2694,3384,4416,5741,4546,1396,2649,3354,4424,5708,4458,1362,2765,3519,4375,5783,4474,1319,2605,3321,4186,5509,4301,1317,2432,3022,4047,5473,4274,0
321,500,440,1898,1326,823,313,558,531,2033,1655,1044,591,1066,1185,3095,3016,2312,621,949,1008,3646,2672,1777,562,904,1004,3454,2683,1839,647,983,1180,3436,2894,1957,463,739,836,2718,2253,1473,337,516,502,2248,1617,976,2
183,276,270,2043,969,466,197,281,283,1961,1066,550,350,487,497,2181,1510,842,271,428,438,2208,1450,758,292,436,452,2328,1416,720,228,395,416,2285,1324,646,232,370,368,2218,1225,587,214,354,321,2259,1076,503,0
253,517,423,3468,1769,895,267,524,393,3588,1658,833,318,698,642,3800,1888,1045,359,663,681,3501,2050,1134,574,853,1084,3006,3217,2099,530,820,1066,2919,3213,2013,492,697,898,2274,2939,2036,467,617,644,2133,2239,1501,0
751,1104,1288,2450,2486,1983,869,1184,1333,2401,2538,2067,958,1392,1673,2822,3167,2605,984,1520,1825,2966,3326,2794,1022,1410,1652,3044,3059,2500,815,1291,1601,2894,3197,2453,935,1222,1491,2548,2854,2290,828,1227,1414,2574,2636,2145,1
429,712,776,2913,2632,1661,404,727,721,3055,2570,1625,509,844,935,3154,2748,1770,567,982,1234,3218,3342,2414,566,932,1033,3997,2968,1950,473,736,806,3825,2641,1596,500,719,792,3391,2412,1527,481,702,694,3386,2257,1418,2
661,1155,1546,2785,3471,2847,716,1153,1451,2836,3365,2768,901,1411,1863,2988,4161,3591,1129,1527,1960,3103,4286,3698,862,1324,1629,3451,3735,2943,705,1108,1536,3399,3437,2725,737,1156,1539,3121,3349,2716,3395,3599,3924,5750,5668,4481,2
321,407,448,2058,1367,787,352,426,477,1976,1486,894,447,500,544,2113,1565,916,562,763,931,2573,2561,1578,640,828,1084,2611,2949,1824,586,828,1021,2517,2729,1624,565,728,883,2438,2513,1495,492,698,783,2601,2348,1367,3
447,742,743,3521,2535,1421,488,822,839,3331,2666,1608,576,956,985,3527,2838,1799,473,828,784,3791,2476,1358,670,975,1029,3609,2632,1564,594,1051,1344,3317,3281,2006,583,870,1080,2628,3192,2074,375,1855,1985,3973,3574,2585,2
623,828,937,2448,2178,1569,613,858,997,2512,2231,1648,1238,1484,1558,3073,2365,1825,904,1218,1485,2718,3296,2841,870,1186,1407,2800,3297,2697,726,1084,1296,3012,2929,2302,700,1023,1196,2839,2732,2161,1570,1690,1819,3170,2923,2393,1
2008,2693,3146,3763,4176,3597,2105,2826,3329,4071,4548,3929,1930,2519,2912,3581,3750,3417,2138,2813,3321,4017,4336,4103,1925,2451,2771,3304,3308,2943,2289,3011,3516,4152,4575,4287,2199,2906,3447,4052,4485,4229,1548,1772,1861,2173,1852,1600,5
371,712,756,2560,2510,1552,366,700,730,2628,2585,1609,504,803,908,2716,2712,1735,498,821,931,2730,2700,1690,657,976,1284,2630,3209,2098,670,1026,1400,2744,3333,2135,625,936,1212,2269,3184,2094,569,817,992,1930,2902,2005,4
311,475,478,2000,1186,806,317,461,485,2016,1165,817,470,723,813,2313,1807,1276,452,708,829,2307,1919,1356,606,853,965,2519,2151,1551,533,801,934,2337,2013,1461,771,1126,1374,2587,3033,2172,594,900,1064,2520,2290,1580,1
321,518,605,1955,1976,1244,326,544,648,1977,2203,1420,316,510,609,1570,1714,1144,562,865,1121,2271,2916,1974,630,936,1253,2236,3150,2210,645,972,1337,2321,3258,2167,632,964,1307,2295,3204,2093,616,907,1184,2045,2912,1954,2
153,249,296,943,1038,596,191,305,393,1240,1238,741,328,503,593,1770,1835,1103,360,563,688,1895,2041,1209,413,606,783,1841,2241,1348,357,558,771,1783,2187,1251,357,545,713,1675,2011,1151,286,439,545,1396,1541,891,0
247,449,534,2117,1999,1186,248,404,482,2080,1803,1068,286,528,524,2361,2020,1173,343,586,598,2455,2042,1148,370,604,691,2288,2192,1280,342,601,743,2205,2228,1283,369,611,769,2205,2212,1280,368,587,689,2057,2166,1281,2
370,607,717,1856,2138,1427,372,635,762,1814,2221,1478,441,748,907,1954,2480,1782,507,802,985,1961,2559,1805,529,804,985,1883,2706,1919,537,858,1070,1921,2693,1906,539,807,1033,1974,2701,1832,519,762,940,1878,2471,1693,3
135,281,273,1964,1173,564,139,311,321,2026,1292,681,195,361,350,1758,1290,701,271,486,464,2110,1572,851,276,481,489,2065,1628,921,234,457,504,2158,1790,929,270,504,554,2210,1745,875,281,470,467,2142,1539,772,0
211,404,486,1923,1534,869,223,432,517,1951,1606,945,315,560,653,2084,1943,1202,353,599,708,2131,1888,1158,391,637,794,2159,2024,1232,389,669,891,2265,2166,1282,397,687,902,2329,2080,1203,353,602,718,2105,1860,1076,0
72,233,205,2130,682,307,97,268,253,2093,819,397,184,374,358,1929,1023,545,164,357,337,1843,1058,556,170,357,323,1856,1021,516,131,333,307,1957,944,454,153,377,356,2132,925,441,150,363,314,2217,824,393,0
71,243,226,1815,729,363,84,243,225,1772,755,389,206,414,397,1917,1093,618,186,430,409,1944,1121,639,187,402,381,1903,1115,617,151,384,380,1900,1106,624,173,387,365,1928,989,519,156,350,302,1981,826,400,3
21,132,169,1188,628,309,50,178,235,1356,797,421,178,358,495,1826,1344,777,198,388,474,1748,1465,852,189,399,485,1735,1547,875,159,369,452,1692,1442,786,189,365,416,1574,1263,664,159,317,325,1355,989,518,3
138,342,303,2509,1104,544,151,348,336,2365,1179,624,283,561,551,2218,1400,840,281,518,516,2131,1318,768,290,547,556,2181,1366,815,244,518,564,2214,1327,765,255,479,474,2189,1248,686,213,424,380,2211,1107,565,0
284,536,723,2366,2240,1346,312,614,849,2359,2578,1664,354,684,793,2722,2701,1743,322,675,715,3323,2368,1444,284,678,692,3315,2303,1354,259,668,717,3051,2201,1282,270,639,699,2820,2148,1258,252,556,633,2608,2022,1193,0
41,133,126,1788,436,176,38,132,133,1808,517,220,181,322,325,2092,986,504,134,294,266,2259,961,446,153,309,276,2352,991,445,109,260,243,2237,922,408,120,265,247,2066,798,345,103,229,187,1991,566,233,0
187,397,451,2033,1753,983,153,375,423,2048,1833,1027,372,672,586,2973,2151,1174,277,637,548,3403,2091,1072,247,637,647,3105,2346,1259,334,607,654,3074,2289,1233,331,553,612,2624,2192,1232,281,448,458,2025,1776,1006,3
522,729,891,2332,2429,1649,449,722,876,2437,2570,1801,576,971,1065,3095,2732,1874,450,830,912,3136,2366,1531,593,862,1024,2768,2947,1960,603,924,1185,2851,3012,1937,595,943,1172,2629,2975,1957,445,765,853,2352,2462,1581,2
253,428,458,2681,2115,1132,236,438,470,2541,2119,1157,1088,1373,1217,4023,2375,1528,241,637,404,4871,2172,976,261,635,500,4598,2441,1198,520,951,1340,3512,3718,2168,494,791,1113,3232,3392,2017,389,622,708,2954,2708,1551,3
105,221,272,1545,1024,530,120,248,305,1600,1220,674,823,954,1024,2432,1917,1345,274,436,511,1948,1791,1013,267,473,568,2050,1886,1098,246,490,607,2097,1800,1030,267,436,480,2023,1511,786,189,359,360,1859,1230,666,0
311,707,616,4047,1989,1023,280,658,501,4273,1940,979,588,995,1013,4230,2361,1557,362,696,665,4137,2082,1139,478,863,989,3738,2747,1581,665,1078,1311,3416,3227,2088,611,1116,1415,2785,3153,2165,621,889,1034,2839,2654,1727,4
291,465,540,1875,1944,1107,316,517,614,2031,2055,1224,384,629,674,2442,2179,1277,336,627,690,2706,2168,1252,424,640,717,2482,2286,1306,416,693,774,2666,2525,1440,422,686,874,2389,2391,1384,371,577,684,1898,2269,1307,0
292,518,547,2435,2257,1280,302,551,580,2534,2272,1338,370,693,722,2649,2155,1288,479,761,917,2439,2820,1805,516,820,1073,2264,3135,2094,549,867,1099,2262,3357,2162,483,748,1017,2097,3153,1964,577,785,982,1898,3103,2101,3
250,402,494,1808,1931,1063,316,497,584,1858,2076,1259,327,583,629,2263,2085,1230,385,633,685,2324,2320,1383,343,604,640,2388,2386,1367,350,570,668,2246,2485,1403,416,634,792,2023,2506,1483,338,539,599,2086,2178,1226,3
755,1170,1530,2199,3133,2544,836,1243,1592,2366,3287,2740,866,1315,1626,2848,3313,2700,885,1344,1711,2949,3483,2723,937,1442,1943,2898,3833,3074,947,1506,2017,2840,3895,3075,837,1262,1641,2453,3566,2775,870,1250,1615,2368,3344,2683,4
240,435,506,1635,1795,1106,290,470,526,1779,1839,1126,328,594,630,2111,1945,1192,391,649,700,2319,2183,1318,407,670,822,2035,2481,1570,413,681,882,2059,2488,1497,412,645,833,1761,2417,1477,399,575,687,1449,2036,1284,3
170,348,387,1690,1082,647,226,448,527,1752,1263,849,311,604,696,2042,1511,1019,386,675,786,2028,1664,1080,329,588,685,1989,1568,1001,323,642,795,2127,1702,1051,308,642,776,2097,1663,1015,270,545,615,1962,1345,807,2
544,893,1030,2578,1819,1262,640,906,1014,2700,1964,1456,653,1086,1206,3034,2422,1789,716,1136,1318,2995,2640,1840,721,1127,1397,2911,2758,2005,767,1165,1527,2768,2922,2119,702,1007,1262,2308,2547,1901,793,1189,1456,2525,2879,2213,3
213,508,533,3338,1843,1025,241,544,557,3344,1828,1020,352,690,772,2740,2250,1429,292,656,562,3874,1992,1087,268,602,545,3668,2076,1117,360,747,924,3233,2591,1539,380,709,837,3223,2456,1486,315,602,656,2812,2204,1272,0
21,126,109,1599,423,153,64,161,170,1552,526,240,156,280,296,1818,824,403,138,286,296,1849,934,443,131,291,295,1849,962,446,95,269,266,1939,841,361,109,288,270,1993,805,345,94,237,195,1868,592,239,0
53,152,172,1572,796,364,64,168,188,1571,841,399,393,645,669,2376,1586,1022,161,316,317,1880,1131,561,164,321,322,1896,1179,580,115,278,293,1838,1105,536,157,302,296,1761,1069,501,128,252,229,1648,871,400,3
213,421,468,2097,1714,965,238,450,503,2084,1805,1047,378,593,593,2287,1946,1178,332,584,610,2340,1990,1183,349,547,573,2429,2020,1155,288,509,554,2354,2062,1190,314,560,621,2201,2097,1226,316,494,515,2225,1749,975,0
285,551,534,2359,1694,1043,286,604,516,2880,1798,1086,378,704,653,3501,1852,1102,333,699,721,3238,2158,1378,597,936,1226,3503,2966,1834,505,861,1170,3109,2994,1933,517,865,1127,2731,2984,2017,396,649,755,2069,2379,1687,2
293,517,569,3031,2409,1301,311,571,591,3193,2356,1269,367,802,723,4282,2639,1648,371,609,485,4741,2455,1276,300,580,419,4904,2277,1046,291,721,642,4373,2386,1245,366,641,649,4043,2240,1135,256,504,395,3691,2161,1071,0
363,548,624,1503,1974,1357,378,576,658,1620,2053,1444,456,706,805,1841,2184,1522,450,700,793,1967,2241,1518,472,711,832,1735,2329,1610,474,719,891,1684,2426,1615,446,658,816,1591,2333,1568,424,667,767,1402,2260,1592,3
175,289,328,1676,1192,666,186,317,358,1703,1322,761,239,476,360,2865,1513,815,244,424,380,2814,1486,755,248,420,384,2808,1511,751,191,390,339,2796,1502,744,195,365,321,2553,1338,665,170,327,260,2436,1134,508,0
127,201,190,1419,763,379,161,227,235,1541,947,477,328,486,480,2231,1444,825,310,495,478,2763,1615,873,304,476,462,2884,1602,833,261,498,499,2716,1559,818,213,369,357,2319,1217,618,149,287,254,2001,928,462,0
121,210,201,1395,750,370,120,210,221,1420,854,426,385,584,584,1946,1368,822,210,355,360,1893,1301,661,250,421,517,2162,1653,834,249,423,564,2210,1736,871,220,392,501,2059,1619,822,203,332,353,2074,1245,606,0
75,117,111,648,362,183,65,131,126,782,465,236,170,354,324,1711,966,518,250,430,369,2292,1315,686,169,343,282,2320,1265,603,160,324,285,2085,1168,535,106,252,219,1621,877,409,92,195,148,1244,514,230,0
559,897,1143,2385,3016,2278,575,931,1183,2548,3129,2467,576,941,1170,2876,3097,2327,708,1088,1512,2803,3601,2642,759,1162,1652,2586,3872,2988,818,1288,1836,2802,3969,2968,799,1247,1761,2773,3928,2904,853,1273,1741,2604,3878,2952,4
583,882,1097,1947,2707,2063,629,965,1217,1994,2833,2254,870,1334,1674,2699,3594,2941,845,1260,1545,2680,3513,2702,910,1382,1732,2937,3835,2906,954,1450,1874,3103,3703,2760,871,1295,1692,3058,3456,2519,824,1266,1577,2902,3408,2469,1
526,766,935,2552,2564,1753,545,818,1001,2494,2701,1937,512,867,1051,2630,2597,1929,568,986,1230,2879,2806,2026,639,968,1236,2863,3015,2144,622,1028,1294,2823,2836,2030,652,857,1046,2506,2948,2310,562,751,943,2536,2928,2093,1
80,183,160,1402,667,336,86,187,187,1530,814,416,212,436,405,2139,1223,654,224,425,404,2124,1381,740,190,391,405,2061,1418,749,168,342,367,1914,1206,604,119,293,284,1713,1028,513,131,272,249,1759,838,427,0
137,273,289,1825,1172,601,141,276,287,1724,1257,668,222,414,411,2012,1476,799,294,511,490,2196,1660,948,233,453,459,2204,1629,889,222,428,420,2070,1634,852,175,371,359,1928,1446,765,202,356,349,1920,1309,662,3
294,622,534,3532,2325,1252,272,586,459,3644,2273,1187,282,662,513,3862,2331,1229,293,675,498,4112,2219,1139,306,661,576,3635,2364,1246,346,626,745,2978,2724,1497,309,587,672,2479,2600,1603,297,572,504,3270,2372,1245,4
512,889,1019,3125,2737,1720,436,798,835,3392,2773,1648,312,734,550,4225,2150,1163,704,1209,1403,3410,3190,2286,557,967,1046,3382,3045,1970,236,554,386,4023,1896,859,235,560,340,4310,1775,780,345,622,603,3140,2093,1149,2
282,392,493,1494,1605,950,269,397,487,1568,1686,994,272,432,518,1693,1710,966,330,517,600,2077,2039,1200,324,475,573,2127,1912,1095,311,469,576,1998,1824,1036,275,396,466,1773,1609,921,321,414,470,1741,1646,936,0
126,191,178,1972,640,287,116,185,192,1729,765,368,182,303,289,2229,1077,529,176,321,290,2580,1120,533,179,324,275,2858,1112,505,144,305,258,2631,1094,484,129,260,218,2350,972,432,149,244,211,2294,771,340,0
224,361,396,1959,1391,755,248,371,423,2036,1564,876,313,518,505,2529,1721,952,276,505,419,3223,1654,837,244,489,421,3374,1695,850,272,484,473,2776,1703,881,253,417,418,2242,1534,823,267,389,389,1971,1389,748,0
682,996,1115,1858,1986,1487,695,877,986,1818,1939,1446,578,888,867,2674,1858,1272,638,1064,1040,3429,2343,1634,638,932,914,3190,2248,1470,666,917,876,3150,2034,1268,585,821,764,2964,1882,1210,496,754,727,2551,1713,1068,2
121,212,171,2425,631,273,128,232,197,2572,710,308,306,497,477,3085,1246,737,270,433,393,3275,1140,589,240,395,342,3443,1115,554,474,625,642,3900,1542,966,166,323,284,2891,953,465,1259,1316,1320,3553,1990,1389,0
188,287,201,1991,788,456,163,274,205,2054,882,484,342,605,549,2577,1358,891,274,480,368,2755,1306,684,345,533,496,2755,1470,802,262,491,393,2333,1459,780,342,521,471,2240,1408,828,229,423,351,1955,1181,649,0
118,221,228,1349,844,458,148,246,235,1445,1221,655,306,465,481,2119,1683,1023,567,793,790,2623,1797,1168,478,702,694,2693,1860,1133,435,925,1030,2572,2268,1488,398,624,681,2073,1829,1158,212,386,382,1628,1145,661,5
507,839,1012,2270,2757,1971,511,816,1001,2232,2817,2017,549,866,988,2507,2811,2018,586,947,1093,2716,2789,1939,610,960,1193,2606,3057,2197,645,1020,1335,2509,3259,2268,609,968,1220,2108,3116,2303,663,988,1204,2181,3077,2249,5
290,451,532,2323,1912,1154,280,441,494,2349,2045,1184,348,706,513,4274,2297,1195,350,657,458,4720,2121,1009,227,529,335,4917,2121,931,239,500,377,4497,2123,973,203,452,325,4065,1977,920,235,454,370,3349,1742,817,0
259,395,443,2077,1473,883,258,432,453,1961,1681,1055,1355,1523,1483,3607,2310,1720,312,638,496,3501,1724,948,381,668,631,3644,2353,1250,357,679,747,3396,2519,1418,285,540,506,2930,2249,1304,273,444,374,2612,1655,876,2
102,168,170,1369,606,296,114,199,196,1441,705,350,246,370,365,1935,1121,607,220,356,355,1996,1190,624,236,368,394,2037,1253,652,226,374,393,2072,1275,638,189,334,340,1822,1080,547,172,277,249,1785,877,415,0
190,329,363,1876,1277,761,168,310,330,1827,1246,734,467,640,672,2632,1697,1069,265,473,490,2516,1723,946,322,561,612,2608,1910,1074,307,470,587,2340,1711,1009,225,416,477,2187,1492,1004,209,345,332,1797,1267,717,0
41,86,63,691,155,76,42,110,78,808,327,157,170,319,315,1680,915,507,213,434,377,2409,1261,667,166,389,353,2585,1227,614,186,317,261,2319,1031,495,109,228,180,1688,739,347,98,162,121,1264,391,169,0
138,266,235,1945,865,424,130,266,251,1908,896,453,256,433,407,2156,1168,615,199,384,315,2185,1162,576,188,375,293,2251,1142,549,169,383,323,2237,1056,510,148,354,296,2004,1096,544,177,340,277,1993,979,484,0
202,324,377,2171,1548,806,214,334,396,2104,1716,921,313,494,540,2207,1679,934,306,485,503,2500,1900,997,293,475,480,2668,1912,970,248,438,482,2490,1806,905,211,384,388,2378,1637,831,216,361,345,2553,1429,686,0
659,907,1131,2962,2697,1590,832,1123,1391,2950,3075,1939,774,1189,1248,3398,3527,2216,988,1221,1301,3676,2963,1846,836,1200,1347,3833,2839,1713,943,1337,1531,3704,3181,1978,847,1493,1746,3614,3063,1987,864,1239,1539,3533,2706,1644,4
136,248,249,2291,899,429,137,242,267,2182,984,481,172,335,371,2162,1329,691,214,395,404,2278,1350,714,214,383,403,2461,1350,689,196,380,418,2300,1349,690,153,330,341,2187,1161,598,176,301,292,2259,965,453,3
296,634,620,3502,2520,1421,341,646,630,3388,2615,1476,342,733,617,3876,2419,1317,318,710,629,4060,2479,1463,378,761,759,3927,2843,1600,415,775,924,3355,3106,1840,371,656,753,2509,2909,1922,312,594,572,3029,2577,1481,2
79,163,142,1654,448,171,94,172,162,1695,560,228,135,247,254,1909,868,400,151,296,249,2362,1025,451,156,306,232,2710,1010,421,132,293,227,2651,896,363,116,257,189,2426,744,295,99,234,177,2211,606,228,0
95,155,140,1217,504,218,109,177,166,1289,590,268,156,262,260,1637,927,438,181,288,279,1864,1051,500,208,312,294,1937,1012,467,169,285,278,1795,963,451,150,237,221,1614,802,359,143,227,188,1649,675,288,0
147,276,227,1812,683,333,175,281,236,1792,759,380,374,482,501,2044,1189,674,245,423,396,1893,1133,613,241,407,380,1877,1035,550,240,409,399,1824,1025,532,235,394,370,1782,984,508,187,342,289,1749,797,401,0
191,272,288,1819,1087,542,193,271,299,1753,1183,604,198,309,340,1603,1188,640,242,397,385,2104,1474,785,258,396,411,2198,1460,741,216,361,360,2019,1418,714,196,334,323,1908,1283,652,231,363,340,1957,1198,591,0
72,131,108,1613,431,162,109,162,171,1652,579,261,200,304,320,1896,947,497,186,342,352,2242,1109,564,214,363,397,2425,1174,578,139,292,308,2283,1006,468,147,262,249,2048,777,343,119,207,164,1905,522,210,0
513,829,829,3297,3190,2014,498,818,767,3358,3154,2001,604,909,888,3457,3064,1906,551,869,909,3305,3107,1937,700,997,1254,2748,3883,2678,687,987,1279,2552,3920,2727,720,977,1230,2345,3826,2801,688,926,1110,2323,3629,2649,2
343,573,612,2259,1806,1060,273,553,536,2504,1864,1133,478,810,775,3139,2268,1390,408,733,678,3428,2382,1393,499,755,703,3453,2357,1407,386,711,684,3374,2242,1269,-62,461,427,2901,2191,1324,398,591,517,2819,1782,1014,4
329,607,525,3318,2015,1047,384,688,609,3467,2267,1226,368,690,525,3957,1904,966,401,713,606,3973,2053,1011,570,962,1037,3845,2746,1523,481,803,892,3593,2821,1597,567,862,988,2988,2618,1585,748,977,908,3074,2271,1353,4
201,553,422,3517,1815,858,236,578,465,3541,1847,931,385,812,611,4590,1890,1008,374,866,649,4406,2045,1026,255,771,533,4324,2026,980,315,768,529,3912,2086,1034,405,832,733,3521,2071,1130,325,649,492,3421,2025,973,3
461,592,745,1943,2743,1650,465,628,797,1975,2915,1827,562,850,836,2878,2655,1589,416,785,587,4225,2486,1247,409,775,642,4140,2501,1289,443,783,631,3993,2438,1186,503,751,706,3191,2401,1249,371,544,588,2187,2007,1078,0
304,769,482,4648,2006,932,389,798,578,4200,2182,1095,397,837,660,4299,1961,1056,472,781,747,3874,2451,1282,654,972,1171,2986,3438,2132,677,995,1278,2888,3650,2233,682,932,1152,2344,3463,2382,638,833,1047,2300,3668,2508,4
807,1102,1380,2212,2904,2529,912,1262,1551,2261,3016,2702,1016,1285,1550,2361,2938,2578,1076,1437,1774,2788,3482,3054,1090,1385,1728,2792,3638,3123,1137,1518,1827,2646,3514,3018,1009,1275,1578,2525,3285,2825,957,1247,1580,2468,3249,2812,1
496,792,966,2299,2570,1905,619,934,1050,2396,3156,2320,606,799,1008,2295,3530,2653,708,914,1177,2569,3941,3009,710,952,1219,2668,4247,3148,760,999,1297,2722,4396,3182,813,1011,1250,2587,3806,2801,724,854,1094,2436,3932,2937,0
283,503,546,2264,2171,1276,276,529,549,2344,2263,1341,325,589,580,2595,2213,1271,471,684,831,2356,2879,1779,474,709,908,2264,3334,2146,468,765,1016,2397,3387,2088,492,738,974,2257,3282,2019,461,657,813,1960,2835,1751,0
348,592,676,2208,2377,1432,353,631,711,2321,2556,1591,403,678,767,2305,2688,1698,530,821,1022,2384,3049,1940,587,887,1211,2218,3352,2217,590,921,1306,2294,3471,2218,564,860,1190,2102,3404,2191,624,860,1135,1916,3335,2248,0
219,363,342,1565,1474,831,216,386,358,1638,1607,926,325,528,522,1864,1760,1064,365,551,589,1723,2029,1242,351,531,592,1518,2248,1438,316,517,645,1560,2328,1453,370,567,692,1538,2271,1424,360,507,558,1476,1864,1157,3
201,409,413,1748,1411,809,253,448,451,1805,1621,993,316,589,596,2127,2001,1253,386,609,672,1989,2277,1416,446,685,814,1955,2557,1718,457,736,973,2042,2622,1673,451,688,892,1843,2409,1544,380,585,702,1734,2083,1301,0
232,376,428,1043,1112,764,302,448,489,1230,1341,891,403,640,728,1639,1721,1207,447,702,824,1699,1905,1316,471,711,858,1583,2077,1461,441,703,905,1548,2034,1411,449,682,842,1500,1959,1323,397,603,745,1407,1667,1143,2
177,322,330,1764,1412,700,240,409,426,1814,1538,831,250,425,444,1826,1586,870,268,450,470,1808,1712,951,285,468,522,1740,1867,1081,248,479,576,1755,1958,1141,257,469,545,1720,1880,1040,239,412,419,1767,1635,858,3
168,341,376,1678,1321,778,189,368,419,1824,1431,854,287,506,582,1872,1725,1098,334,559,630,1912,1841,1173,323,546,629,1875,1958,1232,310,555,677,1915,1920,1194,334,563,652,1875,1826,1113,272,492,527,1766,1619,989,0
159,300,223,1845,842,393,184,321,252,1811,912,449,210,391,322,1806,1135,576,251,426,357,1868,1215,618,240,416,348,1874,1180,599,459,584,535,1815,1108,632,230,439,373,1832,1156,590,404,915,902,2644,1815,1056,0
157,309,331,2312,991,536,149,315,317,2135,998,599,252,437,428,2160,1234,725,303,552,649,2268,1813,1044,291,527,663,2152,1795,997,269,510,605,2115,1612,954,284,532,611,2245,1562,915,337,586,664,2333,1634,951,0
27,152,102,1768,377,139,40,177,125,1841,446,184,123,296,252,1993,741,357,107,304,234,2067,753,341,104,310,232,2124,763,338,88,300,234,2074,714,302,106,326,252,2084,662,283,77,284,188,2049,494,196,0
173,351,438,2488,1626,854,211,396,490,2392,1706,926,239,443,551,2103,1867,1085,319,504,603,2065,1895,1096,296,513,608,2086,1974,1142,297,544,661,2348,1938,1055,322,543,642,2370,1829,974,287,507,566,2411,1809,961,0
111,341,316,2312,1086,591,150,368,359,2172,1116,620,221,416,405,2019,1192,695,264,530,527,2116,1284,780,268,477,436,2021,1189,674,223,452,430,2030,1239,701,223,501,469,2107,1254,699,214,423,369,2152,1092,584,3
59,233,191,2263,716,328,60,227,196,2116,771,366,139,307,282,1820,837,419,159,342,317,1907,977,486,152,340,300,1917,939,453,106,301,272,1914,910,439,142,314,283,1867,890,431,144,315,262,1984,803,380,0
104,224,214,1274,660,354,113,224,232,1376,817,459,853,1029,1009,2466,1865,1293,163,420,273,2683,1221,562,182,411,280,2685,1170,525,126,352,234,2507,1078,478,149,353,249,2332,1017,458,131,308,218,1876,756,354,0
297,603,600,3440,2319,1246,278,610,559,3569,2292,1228,425,716,715,2943,2023,1174,470,775,902,3343,2851,1658,440,746,853,3093,2778,1622,446,762,962,2928,3068,1820,459,739,913,2703,3081,1863,406,660,703,2570,2647,1697,0
597,782,810,2461,1590,1294,598,769,798,2543,1696,1305,645,797,814,2631,1931,1490,506,896,872,2738,1960,1467,636,837,841,2745,1935,1464,655,875,1004,2456,2059,1654,691,1002,1070,2311,1960,1614,648,762,837,2476,1723,1363,1
94,205,156,1492,591,315,95,210,171,1580,697,377,197,373,342,2037,1101,619,197,406,366,2145,1159,618,240,440,413,2050,1276,699,201,405,426,1992,1238,684,197,385,391,1826,1128,662,174,284,247,1550,724,416,0
331,580,710,2465,2420,1446,326,586,698,2473,2540,1557,684,904,947,3035,2270,1476,325,592,581,3059,2087,1122,327,554,584,2899,2051,1083,335,596,704,2782,2395,1316,343,601,691,2599,2472,1388,280,479,487,2358,1799,998,4
336,555,553,2500,1767,1144,359,623,627,2516,1971,1361,485,881,885,2834,2183,1456,574,914,953,2903,2304,1470,532,859,934,2834,2398,1539,535,886,1027,2814,2514,1662,541,810,902,2419,2416,1664,434,664,727,2303,1969,1261,5
348,549,668,2181,2425,1481,375,573,705,2138,2621,1678,443,869,890,2907,2504,1692,411,696,664,3457,2455,1373,386,696,718,3508,2472,1411,369,713,803,3085,2598,1509,401,625,720,2653,2610,1521,311,550,566,2476,2022,1147,4
364,681,754,2683,2200,1469,366,695,749,2816,2340,1652,1049,1275,1357,2805,2577,1919,475,866,829,3581,2531,1664,324,690,649,3793,2149,1247,376,755,748,3265,2463,1555,447,751,848,3182,2526,1734,344,565,505,2922,1760,990,4
174,313,394,1620,1606,941,146,312,375,1705,1705,995,492,739,602,3056,1650,915,205,489,401,3535,1831,915,206,481,446,3370,1982,1017,267,548,596,3265,2099,1057,189,412,444,2596,1858,1040,242,414,357,2789,1563,733,0
188,327,379,1670,1438,867,187,347,405,1750,1677,1025,341,605,624,2358,1883,1167,269,520,483,2850,2143,1223,284,514,499,2835,2156,1248,257,529,607,2493,2265,1317,232,426,475,2154,1917,1156,230,422,402,2289,1540,833,1
288,563,622,2760,2295,1350,271,574,587,3000,2294,1316,283,594,593,2794,2081,1240,503,946,922,4065,2648,1606,461,830,960,3590,3050,1901,433,776,928,3417,2954,1771,360,638,719,3088,2527,1596,320,594,565,3083,2152,1202,2
180,303,338,1760,1300,714,171,299,332,1809,1376,753,217,451,421,2478,1602,854,286,537,450,2990,1519,796,166,373,270,3132,1361,630,163,384,285,2914,1332,585,132,330,250,2564,1229,559,155,309,225,2419,983,422,0
61,123,110,1316,387,159,71,138,140,1366,489,212,158,294,311,1700,917,489,176,310,328,1724,1039,566,179,328,359,1832,1085,582,167,316,334,1793,997,503,128,253,266,1650,855,417,99,211,199,1541,641,290,0
148,222,240,1344,1058,595,167,260,270,1548,1190,646,185,415,311,2836,1463,734,198,486,369,3372,1664,815,189,429,319,3340,1643,777,196,399,329,3051,1589,755,139,307,240,2617,1392,666,157,306,237,2346,1155,541,2
445,674,705,2648,2244,1435,429,625,641,2669,2296,1419,355,676,490,3885,1909,964,432,742,565,4354,1988,984,456,733,611,4172,2056,1016,276,598,492,3897,2026,1024,336,612,520,3374,2064,1107,422,710,664,3070,1921,1144,0
593,877,1156,1746,2338,1607,898,1323,1653,2429,3462,2726,677,1104,1129,3252,2758,1755,837,1299,1495,3352,3590,2477,858,1369,1755,3227,3795,2685,775,1127,1477,2925,3594,2419,549,834,991,2305,2711,2063,369,672,652,2318,2214,1476,2
