0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,target
95,188,152,2031,590,258,148,185,178,1854,597,272,174,410,388,2329,1142,615,273,396,386,2534,1196,593,232,380,410,2586,1311,661,188,318,314,2504,1132,538,179,285,257,2432,900,417,201,337,285,2573,841,401,0
339,496,553,2212,1685,1106,391,516,560,2190,1974,1241,471,591,666,2297,2154,1355,536,648,736,2573,2440,1545,439,683,776,2660,2651,1710,423,609,704,2495,2300,1391,388,577,664,2329,2159,1359,399,529,587,2187,1882,1192,0
400,515,545,1686,1784,1077,453,575,623,1773,2051,1301,527,708,776,1933,2649,1698,568,791,887,2040,2720,1773,628,826,938,2164,2807,1832,578,760,876,2048,2649,1655,574,754,870,1913,2573,1688,482,688,761,1851,2279,1421,0
381,735,750,3282,2702,1570,412,787,774,3523,2851,1683,378,731,729,3512,2246,1313,457,924,1088,3600,2702,1505,627,1001,1392,2750,3907,2485,712,1184,1708,3187,4330,2657,719,1132,1615,3066,4423,2723,800,1094,1513,2719,4261,2818,4
411,765,917,2757,2571,1658,437,822,943,2976,2795,1912,473,841,947,2977,2530,1698,611,1031,1339,3159,3423,2276,714,1132,1536,2851,3915,2718,798,1270,1751,3083,4008,2714,704,1102,1526,2781,3772,2514,733,1066,1426,2492,3491,2475,2
161,306,317,1832,1403,723,190,362,377,1929,1567,840,309,534,551,2131,1772,1021,355,608,672,2422,2142,1172,351,589,683,2112,2378,1348,308,528,661,2127,2339,1269,326,512,607,1901,2215,1216,312,476,533,1649,2017,1132,0
407,712,833,2907,2662,1573,600,932,1232,2820,3340,2130,641,1022,1344,2835,3641,2459,662,943,1192,2765,3367,2156,702,1037,1318,2937,3484,2299,777,1033,1299,3056,3277,2061,613,902,1095,2951,3007,1800,521,852,1021,2854,2796,1683,0
416,722,682,3229,1927,1113,389,726,649,3388,1969,1216,718,1089,1345,2638,2997,2349,788,1192,1464,2803,3423,2744,777,1141,1374,2785,3270,2530,558,1113,1314,2982,3262,2484,651,998,1193,2801,3091,2283,540,834,994,2514,2538,1835,2
212,420,383,1903,1452,723,220,418,381,1903,1494,795,295,549,525,2096,1642,941,323,548,584,1859,1836,1082,321,560,629,1788,2010,1213,301,568,676,1784,2065,1203,347,592,711,1786,2065,1221,326,530,585,1666,1865,1070,3
525,873,1194,2407,2546,1923,507,912,1215,2549,2506,1915,509,833,1042,2497,2408,1868,713,1154,1514,2782,3111,2468,711,1060,1457,2715,3087,2398,692,1175,1638,2603,3082,2382,640,1036,1336,2490,2781,2186,587,964,1277,2250,2602,1987,1
147,280,260,1748,1278,622,144,282,275,1798,1366,696,269,494,497,2064,1574,889,269,557,533,2461,1767,946,248,485,429,2344,1638,861,243,515,543,2388,1824,991,268,544,571,2239,1776,941,253,455,421,2134,1548,799,0
134,293,272,1916,1198,591,147,317,302,1975,1316,669,261,510,467,2287,1508,837,236,455,383,2293,1524,764,248,456,438,2229,1631,858,231,445,470,2173,1682,849,269,476,493,2114,1636,819,243,422,415,1915,1442,753,0
440,679,745,2302,1805,1290,420,682,741,2424,1886,1337,457,731,805,2636,1882,1309,569,876,998,2945,2131,1458,493,876,963,3126,2210,1450,454,823,998,2797,2389,1594,502,753,900,2516,2087,1429,419,655,716,2375,1813,1229,2
162,263,325,1103,1185,684,194,316,371,1236,1439,861,279,468,484,1926,1857,1043,285,493,485,2227,1906,1011,282,472,465,2219,1869,962,230,459,467,2195,1828,920,242,445,473,1899,1661,868,214,356,368,1606,1365,720,0
86,202,195,1589,601,295,141,269,268,1711,805,416,241,402,457,2019,1235,666,237,405,463,1864,1272,666,237,404,459,1935,1309,677,172,367,408,1907,1198,619,200,387,397,1913,1072,531,162,318,302,1812,764,374,1
60,143,141,1374,595,261,131,221,229,1484,757,373,333,535,568,2212,1553,914,202,375,403,1877,1244,643,213,380,405,1869,1297,668,191,382,421,1973,1199,585,196,365,389,1861,1098,548,170,288,290,1694,854,399,0
213,351,408,1808,1401,766,271,430,477,1926,1578,897,307,519,480,2480,1648,883,261,506,449,2854,1704,866,278,498,444,2845,1654,835,235,477,428,2972,1708,820,263,453,430,2452,1565,780,235,382,327,2216,1296,617,0
178,328,284,2718,1035,478,236,448,416,2800,1200,595,287,529,521,2818,1506,829,250,462,415,3038,1337,672,293,479,455,3001,1371,688,258,466,478,2645,1452,772,266,478,449,2715,1337,674,212,413,361,2900,1190,569,3
175,297,295,1840,1227,624,201,341,353,1862,1334,699,238,407,357,2247,1326,665,206,373,284,2787,1350,608,241,394,308,2868,1380,617,209,393,318,2572,1322,585,218,401,326,2495,1330,609,214,376,302,2532,1208,538,0
64,134,128,1248,535,228,106,179,192,1447,736,359,159,304,309,1836,1116,583,164,324,323,2064,1190,622,181,348,371,2159,1249,637,180,314,315,2071,1239,598,143,260,281,1805,946,452,117,212,186,1709,731,323,0
128,177,190,1233,818,419,135,212,235,1314,879,478,222,378,339,2138,1272,668,233,384,392,2386,1489,756,246,402,446,2436,1602,799,191,352,352,2574,1421,684,159,288,287,2057,1282,640,173,267,253,1755,1014,480,0
63,85,85,1081,341,133,67,134,139,1377,497,231,171,328,307,2222,1051,546,169,313,289,2531,1159,553,188,325,296,2758,1201,558,170,337,301,2551,1251,570,132,228,200,1956,947,432,95,165,128,1417,577,234,0
105,187,162,2027,682,279,123,212,198,1944,822,360,214,337,334,2116,1099,562,192,335,314,2358,1178,571,210,358,373,2558,1258,609,211,348,387,2274,1212,573,153,288,287,2071,1107,529,143,271,231,2166,882,396,0
179,268,340,2082,1302,641,176,296,366,1983,1508,785,251,439,440,2351,1565,831,231,430,393,2835,1538,759,294,465,429,2817,1553,773,230,426,384,2777,1445,686,211,393,349,2524,1380,656,211,343,310,2351,1188,522,0
148,218,211,1823,791,366,154,230,242,1673,887,422,261,441,477,1979,1236,675,289,417,438,2114,1401,747,275,392,415,2136,1327,671,179,352,395,2032,1309,646,176,298,304,1839,1129,548,176,281,272,1814,902,420,0
163,267,290,1990,1093,538,203,276,302,1921,1230,614,335,450,505,2031,1633,907,430,621,756,2246,2171,1255,414,546,687,2243,2104,1161,356,549,715,2181,2134,1151,333,507,625,1986,1987,1112,345,449,502,1967,1730,917,0
126,187,176,1861,635,266,142,209,219,1791,774,355,223,325,319,1926,986,498,217,345,338,2133,1082,545,243,368,390,2202,1145,581,207,342,354,2282,1120,536,198,324,337,2170,1139,557,259,362,342,2374,1078,502,0
138,219,205,2612,870,370,151,223,226,2371,929,413,162,274,263,2257,978,477,192,311,289,2391,1073,526,237,348,324,2408,1072,526,168,309,296,2273,1014,489,160,275,245,2300,922,421,167,273,228,2678,885,378,0
198,411,283,2790,1307,619,243,525,369,3213,1477,741,447,785,668,4077,2040,1208,378,725,697,3499,2234,1264,474,763,883,3009,2664,1694,419,679,753,2758,2463,1540,426,675,775,2467,2444,1559,369,579,628,2199,2020,1304,2
549,913,1050,2610,2719,1879,502,826,958,2366,2447,1745,452,653,748,1905,1933,1243,650,977,1155,2886,2929,1983,696,1039,1288,2803,3140,2180,724,1053,1274,2791,3082,2050,724,1018,1194,2540,2866,1970,941,1344,1523,2728,2653,1969,4
265,415,370,2111,1150,640,295,448,417,2201,1273,714,419,602,642,2331,1809,1038,390,538,567,2207,1907,1083,352,536,574,2189,2022,1161,4350,4528,4677,5480,4634,3569,2414,2552,2613,3692,3190,2610,545,611,567,2003,1364,766,0
166,311,290,1507,1384,727,168,332,340,1761,1391,768,313,540,528,2199,1752,1028,362,581,639,2059,2012,1191,345,553,688,1809,2230,1393,321,525,664,1711,2327,1380,336,504,650,1691,2109,1227,312,450,494,1405,1645,999,3
382,616,729,1742,1724,1234,423,681,776,1750,1940,1378,418,712,781,1731,1777,1276,519,825,1012,1851,2235,1606,517,810,1025,1740,2288,1677,486,804,1024,1759,2289,1610,501,773,1008,1753,2241,1560,501,729,943,1659,2013,1438,2
185,353,341,2132,1260,687,185,389,378,2070,1392,783,243,433,397,1990,1357,750,250,483,467,2012,1411,811,285,499,502,1979,1545,866,239,454,450,2031,1612,860,278,496,504,2103,1528,790,266,469,453,2069,1362,732,2
205,368,356,2128,1366,728,180,394,451,2123,1406,820,341,631,640,2036,1645,1018,323,585,644,1972,1806,1107,339,555,634,1878,1819,1094,285,522,629,1899,1865,1134,331,545,649,1899,1872,1111,260,467,490,1775,1642,941,0
84,240,224,1551,953,502,101,275,280,1489,1074,608,175,350,358,1627,1282,735,231,425,427,1754,1474,855,219,431,434,1778,1545,896,190,412,438,1804,1460,802,207,422,439,1806,1417,765,176,382,362,1716,1223,650,0
98,284,287,1904,892,475,124,325,325,1907,1044,605,245,476,510,2092,1357,815,231,515,534,2125,1369,814,234,484,500,2119,1348,806,185,501,521,2159,1424,844,206,477,468,2185,1247,739,192,430,392,2147,1070,623,0
14,168,120,1702,485,200,35,197,148,1741,573,252,74,250,217,1691,759,362,125,300,259,1699,846,418,132,304,261,1732,868,416,79,273,246,1740,863,405,129,327,279,1841,819,373,110,285,232,1817,698,313,0
45,147,130,1083,473,248,78,197,193,1169,604,348,182,332,358,1438,987,584,253,433,473,1639,1153,699,238,409,436,1560,1231,736,180,352,413,1550,1132,623,185,376,390,1565,1074,596,133,283,264,1359,706,372,0
39,147,118,1268,458,208,64,200,187,1450,644,330,153,347,339,1718,1048,607,190,434,423,1997,1199,694,206,415,384,1942,1196,680,157,400,403,1911,1211,670,178,398,390,1856,1057,561,136,307,267,1684,780,388,0
371,656,896,1661,2279,1565,420,718,979,1719,2488,1790,506,816,1060,1973,2548,1837,533,858,1089,2077,2503,1761,530,861,1106,2017,2569,1790,481,816,1087,1929,2613,1807,505,791,1032,1780,2524,1785,449,747,956,1723,2373,1658,3
539,758,971,2042,3397,2243,523,766,939,2135,3373,2221,560,809,898,2593,3097,1989,440,711,818,2627,2909,1736,471,707,884,2249,3070,1909,453,689,920,2224,3127,1908,475,681,902,2095,3114,1925,476,645,808,1841,2953,1926,3
81,171,187,1519,805,416,84,189,204,1608,942,506,224,456,428,2713,1402,770,226,409,412,2855,1659,881,229,407,402,3033,1544,772,168,343,338,2834,1378,697,175,331,304,2520,1150,555,133,259,212,2250,860,402,0
124,241,264,2173,1001,475,122,243,267,2035,1119,554,303,466,574,2189,1836,1087,334,461,577,2236,1909,1103,334,463,564,2453,1889,1011,279,510,627,2774,2035,1116,269,494,569,2653,1794,978,227,369,409,2365,1352,674,0
279,530,495,2513,1738,1043,285,580,547,2617,1989,1247,411,773,714,2969,1915,1160,543,878,993,3213,2700,1767,448,740,778,3243,2496,1513,513,816,1010,2890,3077,1969,451,720,884,2445,2724,1852,295,540,445,2612,1681,914,2
180,298,379,1649,1483,846,196,355,450,1680,1835,1085,391,536,644,2059,2004,1185,316,587,620,2434,2206,1246,304,588,591,2746,2167,1147,251,497,494,2539,1879,960,236,466,450,2413,1771,916,204,376,374,2230,1285,622,1
167,309,368,1808,1492,826,163,311,360,1981,1630,906,601,766,738,3464,2059,1169,194,451,333,3695,1748,809,203,454,344,3790,1737,797,187,401,383,3260,1778,825,133,312,278,2859,1523,713,170,312,256,2489,1145,509,4
420,599,735,1903,2343,1678,441,634,771,1963,2482,1849,1343,1472,1473,2878,2088,1581,461,824,801,3163,2537,1687,421,748,830,2920,2740,1849,445,777,908,2696,2802,1848,384,662,783,2267,2659,1844,404,611,670,2169,2324,1526,3
275,480,509,2561,1998,1133,271,480,464,2822,1958,1089,171,423,384,2276,1349,805,373,645,526,4282,2081,1099,316,550,454,4470,1992,986,258,576,529,3976,2159,1118,281,522,518,3493,2088,1109,227,372,285,3273,1450,637,2
107,196,209,1321,895,462,114,215,243,1502,1112,583,164,429,302,3045,1430,659,278,590,428,3670,1691,861,172,426,258,3652,1545,663,153,384,279,2899,1473,639,129,328,254,2465,1357,613,126,264,202,2068,1033,471,3
72,96,95,812,257,103,66,118,127,1043,381,175,134,267,284,1539,871,440,160,306,305,1753,1047,523,179,299,282,1711,1060,534,158,347,358,1762,1055,541,137,241,229,1432,844,428,90,161,132,1075,525,241,0
182,299,343,1430,1207,717,169,295,361,1466,1463,884,142,461,256,3370,1428,668,185,463,301,4015,1705,780,176,408,254,3910,1589,692,180,412,313,3418,1438,666,138,342,259,2881,1353,637,177,310,228,2469,1157,502,0
361,669,618,3436,2211,1308,445,759,789,3241,2434,1608,400,792,773,3664,2404,1489,347,712,601,4106,2134,1152,425,809,829,3759,2623,1526,480,820,974,3265,2812,1783,418,714,828,2732,2644,1816,471,699,724,2663,2317,1437,3
375,563,554,2785,2213,1275,364,569,550,2888,2391,1387,410,654,626,2946,2573,1493,469,732,739,3033,2790,1632,418,664,621,3294,2713,1513,396,625,610,3174,2621,1414,370,572,577,2681,2552,1528,365,542,485,2833,2074,1149,2
113,222,230,2077,1066,525,147,294,307,2136,1234,687,225,404,395,2390,1436,792,257,464,530,2449,1700,923,302,454,552,2212,1980,1122,269,492,644,2177,1870,1159,307,464,514,2090,1913,1087,248,402,492,1991,1396,811,0
221,436,326,2561,1456,713,275,486,360,2725,1527,777,352,607,534,2856,1870,1026,363,666,618,2953,2071,1108,415,696,769,2685,2413,1402,417,673,757,2452,2410,1413,501,689,750,2193,2312,1423,393,594,603,2129,2055,1257,2
216,369,336,2393,1528,749,299,461,446,2482,1647,870,352,683,628,3082,2013,1124,303,586,495,3476,1890,925,303,554,491,3289,1987,960,302,541,470,3203,2000,920,270,507,432,2939,1749,804,229,461,363,2754,1597,719,0
276,572,510,2925,2015,1055,338,564,462,3272,1815,955,319,605,543,2821,1803,1041,491,848,863,3264,2371,1332,540,911,1099,3058,2720,1624,579,885,1081,2928,2600,1517,571,834,989,2604,2719,1605,522,812,954,2321,2521,1606,4
198,284,245,2063,720,355,145,263,207,2311,1009,479,186,379,307,2513,925,475,279,449,330,3326,1311,624,285,644,539,3362,1460,776,338,428,384,2731,1259,610,283,504,487,2576,1278,699,273,436,389,2311,989,504,0
-2000,-957,-828,1972,1953,1353,287,468,526,2402,2045,1432,763,954,1049,2783,2464,1930,301,1223,1495,2818,3446,2746,1014,1014,1342,2659,3341,2645,875,1342,1493,2693,3428,2620,-102,546,619,1971,2710,2113,-44,400,642,1746,2733,2034,1
279,431,419,1563,953,630,254,401,371,1525,1127,688,320,524,478,1990,1296,781,399,589,561,2189,1511,917,385,609,578,2220,1541,925,890,1057,1039,2790,2102,1434,388,591,599,1883,1380,864,320,465,454,1601,1096,707,0
343,568,588,2927,2364,1326,327,568,575,2772,2403,1373,374,649,752,2419,2395,1477,383,726,598,4196,2358,1317,364,639,570,3562,2031,1116,440,793,1010,3094,3225,2119,432,709,791,2685,2686,1890,430,656,527,3199,2016,1096,4
281,384,347,1929,1101,656,307,496,484,2253,1351,808,354,662,557,2890,1606,909,238,541,435,3086,1521,883,398,606,574,3323,1724,975,405,552,533,2815,1572,872,411,516,486,2416,1391,806,236,446,390,2360,1249,678,1
174,232,233,1776,756,373,195,267,270,1649,945,490,241,396,377,2121,1398,734,236,419,363,2753,1297,664,268,456,391,2839,1486,735,234,413,346,2547,1400,651,182,345,282,2252,1183,545,150,276,224,2136,831,385,0
471,645,813,2015,2654,1868,463,673,789,2170,2644,1883,386,722,608,3603,2169,1263,426,788,749,3640,2371,1430,396,666,546,4284,1989,1078,392,680,555,4601,2098,1100,373,563,384,4956,1866,807,848,954,743,5029,2153,1021,2
179,275,246,1879,904,456,230,299,273,1703,859,432,204,343,265,2252,999,475,106,165,114,934,364,152,226,361,264,2422,1032,459,162,314,227,2321,971,420,174,311,218,2200,914,398,169,306,216,2158,861,377,0
960,1393,1768,2452,2861,2372,1011,1417,1817,2497,3046,2647,1092,1611,2057,2962,3296,2800,1218,1773,2254,3107,3641,3065,1308,1802,2333,3163,3804,3281,1273,1784,2314,3092,3728,3128,1133,1618,2060,2874,3424,2914,980,1409,1863,2580,3084,2532,1
232,565,515,2774,1594,984,374,667,642,2606,1680,1076,948,1215,1165,3212,2168,1472,679,1033,1226,2828,2496,1625,651,1063,1353,2946,2889,1970,709,1132,1444,2922,2770,1797,613,931,1144,2549,2523,1684,572,864,993,2280,2097,1392,1
399,876,851,3577,2297,1451,379,839,798,3584,2228,1402,554,1000,1145,3078,2615,1797,825,1364,1671,3187,3576,2671,984,1609,1973,3447,3923,2888,1032,1747,2139,3472,3942,2846,1011,1612,2018,3321,3775,2689,545,965,1236,2502,2631,1588,4
340,605,655,2355,2345,1341,335,534,581,2123,2220,1299,284,542,565,1936,1524,950,388,720,792,2612,2417,1424,633,1103,1448,2813,3404,2230,663,1131,1482,2845,3454,2194,660,1025,1416,2676,3171,1971,521,872,1074,2316,2791,1736,3
143,249,192,1971,1016,449,174,301,239,2076,1133,525,236,480,391,2587,1470,761,223,488,352,3042,1494,674,237,471,373,3028,1584,727,233,459,376,2941,1571,705,224,453,379,2561,1550,706,183,371,292,2279,1234,551,0
286,625,456,3203,1863,974,294,518,537,3077,1751,926,442,709,636,2872,1909,1168,399,648,525,2953,2090,1238,422,629,571,2896,2034,1152,386,602,570,2850,2123,1150,290,778,806,2879,2043,1201,365,704,653,2860,1888,1051,3
180,287,263,1783,946,468,230,362,337,1859,1100,583,303,503,427,2284,1338,701,279,449,374,2210,1348,664,256,475,395,2345,1410,696,2084,1987,2020,3363,2567,2020,265,412,382,1937,1269,662,2982,3102,3263,4405,3686,3066,0
195,285,324,1230,1121,657,226,310,365,1303,1244,751,482,714,941,1975,2372,1631,521,735,955,1973,2408,1660,514,735,890,2332,2169,1397,469,721,743,2623,1942,1179,405,640,672,2655,1675,985,335,540,558,2521,1441,806,0
179,344,334,1856,1218,659,224,417,409,2013,1461,855,340,599,632,2307,1701,1079,385,654,760,2494,2013,1201,382,648,803,2491,2198,1313,398,696,913,2479,2232,1402,384,675,831,2359,2025,1267,315,544,642,2034,1667,1005,0
162,299,279,2108,1192,597,251,431,429,2292,1324,739,358,574,505,3110,1846,1020,455,752,782,3412,2285,1348,465,802,918,3136,2430,1407,435,753,904,2918,2352,1310,497,801,1002,2595,2422,1470,284,475,526,1830,1354,745,0
299,537,553,2314,1714,981,336,585,581,2457,1920,1142,514,859,963,2895,2407,1649,558,874,1014,2996,2640,1740,606,1011,1239,3252,3058,2003,612,1099,1389,3400,3079,1955,532,852,1050,3060,2473,1525,436,746,882,2592,2035,1197,0
332,502,531,2498,1760,1043,380,567,614,2691,1982,1192,355,470,486,1795,1218,737,497,648,716,2836,2156,1280,421,659,763,2706,2381,1500,575,811,1008,2861,2657,1628,456,632,720,2553,2212,1317,447,716,762,2573,2144,1263,1
271,421,422,2391,1802,996,257,414,411,2315,1730,948,407,716,583,3898,2142,1161,297,614,472,4351,2297,1116,318,587,460,4099,2124,1032,241,531,423,4203,2011,919,325,579,536,3608,2205,1107,268,510,429,3249,1888,916,3
167,278,350,2029,1140,579,207,358,463,2097,1358,759,630,953,990,2423,1921,1328,406,704,872,2795,2165,1313,412,691,868,2875,2305,1378,392,685,887,2808,2221,1270,323,599,781,2525,1815,1008,416,616,652,2298,1438,812,0
468,788,1015,2278,2437,1555,602,1024,1299,2636,2590,1822,579,1062,1260,3196,2501,1698,679,1169,1374,3923,3035,1965,658,1159,1389,3787,2731,1708,618,1031,1381,3414,2715,1615,636,1085,1360,2953,3199,2196,642,960,1248,2581,2912,1997,2
277,440,409,2067,1646,959,282,465,434,2073,1734,1044,353,607,552,2416,1948,1167,345,609,562,2591,2130,1256,389,651,689,2416,2385,1477,394,596,710,2115,2346,1433,405,615,675,1882,2361,1504,388,575,587,1860,2171,1407,3
176,299,303,1860,1028,543,226,391,398,2075,1299,784,321,605,550,2845,1703,981,273,591,498,3139,1819,931,333,600,603,2897,2047,1135,304,543,611,2503,1872,1040,318,523,549,2253,1902,1092,274,441,424,2018,1621,963,0
152,285,251,2242,1072,512,183,308,279,2307,1251,610,340,527,437,2726,1411,730,275,482,406,2932,1502,756,253,479,430,2939,1614,823,244,436,380,2776,1487,685,282,479,457,2607,1658,851,268,441,404,2429,1423,747,0
352,487,560,1854,1961,1153,391,498,575,1858,2119,1259,567,778,882,2322,2647,1642,555,758,879,2467,2823,1726,574,786,940,2695,2819,1685,477,718,850,2599,2512,1450,427,600,672,2354,2112,1191,362,496,540,2149,1798,1018,0
745,1030,1065,3139,2668,1871,676,1154,1351,3440,2406,1749,807,1112,1292,2856,2857,1980,892,1293,1496,3312,3488,2526,970,1285,1539,3252,3448,2495,880,1234,1622,3157,3174,2204,790,1295,1546,2878,3163,2437,754,1165,1328,2601,2955,2265,5
360,568,633,2238,2073,1237,429,662,765,2456,2039,1320,574,837,949,2788,2112,1404,532,953,1113,3064,2562,1663,590,998,1184,3022,2616,1699,474,762,899,2647,2406,1490,559,829,999,2507,2420,1499,524,709,787,2326,2135,1364,3
303,604,598,2915,1883,1073,314,614,591,2759,2008,1172,253,638,465,3269,1705,949,351,644,583,3688,1941,988,359,620,603,3291,2104,1138,293,556,575,3008,2010,1073,394,648,721,2747,2210,1274,388,582,576,2347,1907,1165,0
203,334,350,2431,1425,713,247,384,395,2507,1597,811,256,529,422,2953,1597,808,248,525,357,3581,1672,727,260,525,380,3452,1692,747,241,504,401,3195,1768,779,268,499,437,2844,1737,798,212,400,327,2531,1464,657,3
260,393,363,2158,1322,731,253,430,374,2440,1409,781,279,524,376,3479,1358,703,256,464,314,3763,1370,632,303,526,429,3491,1650,800,294,517,452,3210,1661,815,359,537,508,2784,1677,906,293,436,357,2383,1362,731,0
113,173,163,1593,641,294,168,239,226,1685,820,412,238,418,342,2368,1159,617,226,379,289,2771,1168,543,219,391,315,2918,1209,557,200,352,264,2701,1182,497,207,363,312,2457,1111,518,173,293,232,1957,819,361,0
124,183,177,1841,638,277,145,190,186,1750,657,302,297,435,472,2141,1316,763,274,414,481,2244,1489,809,282,428,508,2406,1486,782,768,1193,1694,3773,3939,2366,551,901,1220,3039,3313,1895,494,646,782,2385,2518,1442,5
560,815,1050,2096,1984,1338,579,913,1095,2239,2238,1485,845,1276,1539,2844,2720,1909,893,1392,1683,3189,3151,2142,832,1359,1691,3077,3197,2154,959,1348,1772,2945,3088,2006,818,1325,1682,2622,3171,2296,757,1183,1477,2406,3001,2155,3
529,936,1060,2718,2477,1702,488,956,1009,3069,2512,1737,833,1271,1622,2663,3184,2575,1053,1620,2119,3189,4231,3497,764,1318,1591,3484,3467,2612,683,1206,1465,3379,3159,2264,763,1226,1629,2860,3576,2733,695,1048,1231,2722,3088,2304,2
221,347,331,2227,1418,716,251,408,418,2249,1637,856,354,563,552,2599,1827,1026,259,516,490,2913,1978,998,295,574,605,2935,2130,1093,364,558,590,2794,2277,1144,337,502,518,2364,1830,952,234,440,412,2117,1602,825,0
238,436,382,2451,1330,661,309,544,472,3065,1658,893,325,728,578,3967,1995,1136,286,619,435,4412,1823,842,319,648,551,3992,1959,967,352,621,555,3305,1932,975,341,589,536,2937,1899,1012,422,673,757,2475,2227,1348,3
103,212,162,1678,673,313,118,215,172,1541,709,347,121,250,232,1223,650,350,211,390,364,1952,1204,619,192,392,362,1984,1203,623,1006,1131,1141,2718,2115,1372,176,385,351,1875,1058,531,145,324,275,1737,856,413,0
575,760,833,2206,1754,1320,619,901,939,2325,1848,1361,648,1005,1133,2472,2316,1749,634,977,1062,2446,2458,1824,697,940,1083,2468,2405,1794,4152,4347,4485,5069,4422,3662,2186,2368,2448,3532,3214,2511,1249,1425,1494,2217,1946,1521,3
150,277,289,1735,1206,611,224,346,378,1870,1452,784,443,655,748,2473,2366,1340,454,705,835,2495,2577,1430,426,670,773,2509,2571,1413,391,650,767,2602,2411,1259,376,620,716,2438,2245,1169,307,520,568,2239,1902,983,5
358,583,684,1919,2040,1288,359,618,715,1953,2158,1433,460,770,915,2159,2301,1526,522,919,1140,2099,2723,1873,550,801,1051,1886,2769,1913,512,938,1238,2086,3025,2072,532,865,1122,1965,2897,1925,504,766,963,1753,2676,1798,0
282,417,470,1789,1131,711,358,575,680,2052,1582,1089,462,757,878,2369,2014,1401,536,851,1034,2464,2313,1601,478,869,1010,2424,2439,1700,462,875,1039,2419,2330,1559,475,763,934,2284,2001,1335,307,564,655,1967,1449,939,0
110,201,210,1693,839,409,125,222,243,1712,987,505,181,383,424,1846,1381,783,236,403,418,1844,1466,795,254,406,456,1719,1468,794,193,335,380,1716,1412,716,274,435,476,1833,1594,845,172,326,352,1696,1330,685,0
277,469,524,2230,1861,1135,265,460,518,2126,1830,1138,320,513,581,1925,1819,1188,344,539,604,1918,1807,1135,341,528,590,1937,1903,1177,303,545,651,1988,2065,1260,365,571,679,1909,2016,1251,337,544,600,2105,2009,1208,0
218,399,400,1694,1548,831,201,391,388,1698,1614,901,309,507,507,1832,1719,1007,265,471,482,1878,1755,1011,296,514,544,1840,1900,1145,261,505,587,1760,2003,1196,304,503,580,1591,1993,1204,288,474,473,1664,1799,1037,0
119,255,266,1579,857,463,155,308,342,1648,1032,626,277,492,522,1887,1346,845,302,464,512,1933,1423,902,267,506,548,1935,1491,899,186,474,518,1888,1376,779,238,466,486,2000,1299,751,218,441,423,1865,1097,580,0
275,462,508,1862,1324,784,293,533,591,1907,1475,900,449,738,858,1996,1813,1206,321,672,740,2238,1829,1121,360,700,767,2323,1769,1087,362,688,784,2243,1756,1041,342,609,710,2180,1678,995,315,517,578,1977,1443,874,2
52,146,130,1403,506,225,84,176,178,1534,691,321,136,287,279,1920,1020,485,174,356,311,2232,1219,561,180,360,317,2357,1194,537,128,329,304,2356,1111,484,159,332,305,2124,964,424,120,247,209,1751,658,283,0
64,137,110,1077,389,180,104,193,174,1246,528,272,161,289,248,1684,771,379,179,330,311,2003,967,503,183,390,378,1955,1012,559,127,292,285,1862,947,478,195,323,292,1827,741,347,85,222,155,1392,491,244,0
67,166,183,2010,686,295,74,188,213,1954,802,375,243,388,469,2280,1370,746,225,386,480,2105,1393,775,229,399,485,2142,1428,763,199,387,463,2301,1347,655,205,380,434,2227,1212,579,125,278,302,1987,896,409,0
331,624,618,2616,1899,1145,355,709,664,2944,2031,1239,572,899,948,2874,2294,1469,591,937,1018,3549,2737,1809,588,936,970,3576,2727,1734,573,901,1011,3387,2753,1707,511,807,876,3132,2557,1649,480,750,829,2586,2450,1673,4
65,141,135,1453,599,266,100,177,181,1497,723,351,228,390,382,1916,1218,673,168,306,295,1938,1146,561,194,328,330,2016,1171,574,152,297,321,1952,1183,568,175,295,293,1740,1047,497,105,213,193,1600,764,355,0
130,203,205,1318,728,390,201,320,356,1488,1091,620,245,401,362,2197,1382,770,258,505,459,2611,1656,902,300,524,486,2748,1686,882,302,493,477,2634,1565,813,249,429,435,2215,1388,758,220,310,274,1899,914,464,0
159,258,325,1848,1284,664,185,277,363,1846,1455,784,282,458,485,2374,1729,941,236,477,418,2770,1778,863,241,490,427,2954,1770,837,243,471,440,3122,1739,788,194,458,438,2798,1512,714,168,312,302,2227,1214,535,0
403,553,781,1842,2799,1778,418,555,776,1791,2861,1839,547,746,955,2131,3227,2124,535,754,960,2361,3276,2093,804,1373,2096,3137,4423,3512,781,1340,2001,2998,4209,3299,716,1220,1866,2810,3925,3118,641,1033,1533,2480,3437,2629,5
175,286,306,2025,1143,579,193,306,331,2090,1322,699,465,707,811,2356,2453,1541,531,842,1040,2662,2582,1841,629,917,1133,2592,2705,1902,654,1054,1265,2594,2606,1838,596,833,963,2352,2362,1626,511,736,848,2159,2004,1347,5
149,282,289,1370,900,526,172,350,338,1560,1068,667,295,516,557,1965,1307,827,379,674,769,2075,1743,1170,332,577,646,1995,1442,920,271,488,534,1846,1374,846,340,608,694,1919,1503,951,201,387,387,1640,1003,566,3
