Dataset,Classifier,Metric,NO OVERSAMPLING,SMOTE,K-MEANS SMOTE
PAGE BLOCKS 0 (3),DT,F1,0.6995704448122821,0.5872644100882976,0.7221571380838994
PAGE BLOCKS 0 (3),DT,GEOMETRIC MEAN SCORE,0.7817383671502087,0.8895392646121004,0.889002828461098
PAGE BLOCKS 0 (3),GBC,ROC AUC,0.986576059235144,0.9855567353911692,0.9869100976219418
PAGE BLOCKS 0 (3),GBC,F1,0.756836922460296,0.7383043136446694,0.7748154902891118
PAGE BLOCKS 0 (3),GBC,GEOMETRIC MEAN SCORE,0.842480046827947,0.9165861849257382,0.9228001202591694
GLASS (2),LR,ROC AUC,0.8104473506009818,0.8074054088369731,0.8105637379380396
GLASS (2),LR,F1,0.2572865845951617,0.4965182976062129,0.5226280456316605
GLASS (2),LR,GEOMETRIC MEAN SCORE,0.39883939260764745,0.7223694325725869,0.7454693761471696
GLASS (2),KNN,ROC AUC,0.7867519468427291,0.8111377391230743,0.7954571906212968
GLASS (2),KNN,F1,0.5124312979547373,0.5464977285676573,0.5365769426104621
GLASS (2),KNN,GEOMETRIC MEAN SCORE,0.6579637004155788,0.736404471511022,0.7284031127818443
GLASS (2),DT,ROC AUC,0.8036492720501099,0.8061648256306078,0.823853055696631
GLASS (2),DT,F1,0.5258904321328417,0.5946260265273944,0.673766238619287
GLASS (2),DT,GEOMETRIC MEAN SCORE,0.6634389543126367,0.7703967899481823,0.8102397259905566
GLASS (2),GBC,ROC AUC,0.9230415185373286,0.9104690409683427,0.9351643177585915
GLASS (2),GBC,F1,0.6341205349585238,0.6607752117528654,0.7097122329087353
GLASS (2),GBC,GEOMETRIC MEAN SCORE,0.7473629960934844,0.7739399281374935,0.8162301561761891
HEART,LR,ROC AUC,0.9003333333333332,0.9016666666666666,0.9006666666666666
HEART,LR,F1,0.8273716487571909,0.833682606875378,0.8273716487571909
HEART,LR,GEOMETRIC MEAN SCORE,0.8435685342580254,0.8493380919549745,0.8435685342580254
HEART,KNN,ROC AUC,0.6860833333333334,0.6881666666666666,0.6964999999999999
HEART,KNN,F1,0.6017094017094017,0.611449864498645,0.6139163905386855
HEART,KNN,GEOMETRIC MEAN SCORE,0.6434815743118425,0.644302137429792,0.646964595421512
HEART,DT,ROC AUC,0.7621249999999999,0.7842083333333334,0.7925833333333333
HEART,DT,F1,0.741683514718745,0.7398558014755198,0.741683514718745
HEART,DT,GEOMETRIC MEAN SCORE,0.7641275305758757,0.7645544684928138,0.7641275305758757
HEART,GBC,ROC AUC,0.8680416666666667,0.872375,0.8764166666666666
HEART,GBC,F1,0.7506721803486924,0.7642339679396766,0.7627669945149215
HEART,GBC,GEOMETRIC MEAN SCORE,0.7775599928807948,0.788784666292106,0.7878994170182326
IRIS (2),LR,ROC AUC,1.0,1.0,1.0
IRIS (2),LR,F1,1.0,1.0,1.0
IRIS (2),LR,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (2),KNN,ROC AUC,1.0,1.0,1.0
IRIS (2),KNN,F1,1.0,1.0,1.0
IRIS (2),KNN,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (2),DT,ROC AUC,1.0,1.0,1.0
IRIS (2),DT,F1,1.0,1.0,1.0
IRIS (2),DT,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (2),GBC,ROC AUC,1.0,1.0,1.0
IRIS (2),GBC,F1,1.0,1.0,1.0
IRIS (2),GBC,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS,LR,ROC AUC,1.0,1.0,1.0
IRIS,LR,F1,1.0,1.0,1.0
IRIS,LR,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS,KNN,ROC AUC,1.0,1.0,1.0
IRIS,KNN,F1,1.0,1.0,1.0
IRIS,KNN,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS,DT,ROC AUC,1.0,1.0,1.0
IRIS,DT,F1,1.0,1.0,1.0
IRIS,DT,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS,GBC,ROC AUC,1.0,1.0,1.0
IRIS,GBC,F1,1.0,1.0,1.0
IRIS,GBC,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
ECOLI,LR,ROC AUC,0.9342474136600019,0.9352669825551223,0.9367675060879148
ECOLI,LR,F1,0.34282756580893226,0.7131419456910341,0.7495618170868221
ECOLI,LR,GEOMETRIC MEAN SCORE,0.4579759734884029,0.8938119649255817,0.9114736182462373
ECOLI,KNN,ROC AUC,0.9480344669907281,0.9429024978007876,0.9480344669907281
ECOLI,KNN,F1,0.8672969187675069,0.7828199624812167,0.8672969187675069
ECOLI,KNN,GEOMETRIC MEAN SCORE,0.9269256081098317,0.919484785642551,0.9324081310331289
ECOLI,DT,ROC AUC,0.8806421604351582,0.9209255222868045,0.9333037024533591
ECOLI,DT,F1,0.7437280161140006,0.7915565977243244,0.8179263970650139
ECOLI,DT,GEOMETRIC MEAN SCORE,0.8441901365356803,0.8862929025289137,0.9151633181324821
ECOLI,GBC,ROC AUC,0.9517951441494852,0.9630642909770604,0.9628755717168042
ECOLI,GBC,F1,0.8023215551576894,0.8447702895918876,0.8711863533292106
ECOLI,GBC,GEOMETRIC MEAN SCORE,0.8773213188217315,0.897927945308584,0.9197312953660504
YEAST 1 (2),LR,ROC AUC,0.7619087882829017,0.7698901244010303,0.7729774833459044
YEAST 1 (2),LR,F1,0.044976087198309415,0.43528223887912154,0.4642122544983418
YEAST 1 (2),LR,GEOMETRIC MEAN SCORE,0.14711494755490206,0.6953688917211298,0.7076709315025902
YEAST 1 (2),KNN,ROC AUC,0.6982785590915608,0.7096945297054518,0.7111921026989452
YEAST 1 (2),KNN,F1,0.3252097581838219,0.40316180691807557,0.3962874243148875
YEAST 1 (2),KNN,GEOMETRIC MEAN SCORE,0.4954574994815458,0.6581244170393195,0.651619531771512
YEAST 1 (2),DT,ROC AUC,0.705022759065829,0.7217352636996064,0.7483014671156326
YEAST 1 (2),DT,F1,0.34343055629604297,0.4334559238876555,0.4602414937350782
YEAST 1 (2),DT,GEOMETRIC MEAN SCORE,0.5043571227395757,0.6763305446249044,0.6987103946453572
YEAST 1 (2),GBC,ROC AUC,0.7944477404821026,0.7673907776239656,0.7943964583647044
YEAST 1 (2),GBC,F1,0.36930203977559606,0.4478686636794813,0.4557523594700609
YEAST 1 (2),GBC,GEOMETRIC MEAN SCORE,0.5176388222812363,0.665899428958571,0.6826747637848274
IRIS (3),LR,ROC AUC,1.0,1.0,1.0
IRIS (3),LR,F1,1.0,1.0,1.0
IRIS (3),LR,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (3),KNN,ROC AUC,1.0,1.0,1.0
IRIS (3),KNN,F1,1.0,1.0,1.0
IRIS (3),KNN,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (3),DT,ROC AUC,1.0,1.0,1.0
IRIS (3),DT,F1,1.0,1.0,1.0
IRIS (3),DT,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (3),GBC,ROC AUC,1.0,1.0,1.0
IRIS (3),GBC,F1,1.0,1.0,1.0
IRIS (3),GBC,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
LED,LR,ROC AUC,0.9553092658606536,0.9516149866402157,0.9553092658606536
LED,LR,F1,0.7249360421369451,0.6218935330012707,0.7829642767566017
LED,LR,GEOMETRIC MEAN SCORE,0.8122757521002424,0.8834190819432204,0.9009789541610438
LED,KNN,ROC AUC,0.939525639701579,0.9287220561470328,0.939525639701579
LED,KNN,F1,0.6204386238032226,0.7358565204287941,0.6204386238032226
LED,KNN,GEOMETRIC MEAN SCORE,0.7560645117229375,0.9056594311075822,0.7637543627224723
LED,DT,ROC AUC,0.9198730007138587,0.9198730007138587,0.9276274447383861
LED,DT,F1,0.7936418359668925,0.7936418359668925,0.7936418359668925
LED,DT,GEOMETRIC MEAN SCORE,0.902178072839246,0.902178072839246,0.902178072839246
LED,GBC,ROC AUC,0.9470497726207459,0.9492591495512754,0.9523243386027214
LED,GBC,F1,0.7798481428278269,0.81596123857386,0.7798481428278269
LED,GBC,GEOMETRIC MEAN SCORE,0.8604287479396534,0.9044470616414254,0.8604287479396534
ECOLI (3),LR,ROC AUC,0.9301882861532853,0.9299046106111395,0.9311930866255198
ECOLI (3),LR,F1,0.0,0.525246885223434,0.5553558020515428
ECOLI (3),LR,GEOMETRIC MEAN SCORE,0.0,0.9172185408443752,0.9218414054685236
ECOLI (3),KNN,ROC AUC,0.9597121204793281,0.956935386462197,0.9597121204793281
ECOLI (3),KNN,F1,0.839334253786081,0.7504752676264304,0.839334253786081
ECOLI (3),KNN,GEOMETRIC MEAN SCORE,0.8930771460188626,0.9422855172083924,0.9494175498938341
ECOLI (3),DT,ROC AUC,0.8520579963019871,0.8364296131223655,0.8936687339328032
ECOLI (3),DT,F1,0.6856342715977267,0.6680239749176626,0.787023054464915
ECOLI (3),DT,GEOMETRIC MEAN SCORE,0.7922406345301496,0.8232454109643235,0.8769086499403107
ECOLI (3),GBC,ROC AUC,0.9190151281221361,0.9491028102170319,0.9629119805947328
ECOLI (3),GBC,F1,0.7100537889574434,0.6758997785160575,0.7484021515582977
ECOLI (3),GBC,GEOMETRIC MEAN SCORE,0.7934729298872447,0.8037611737210741,0.8413809605646667
GLASS (3),LR,ROC AUC,0.7905439121756486,0.7886370116909038,0.7927359566581124
GLASS (3),LR,F1,0.0,0.3638560075333587,0.4336816562952527
GLASS (3),LR,GEOMETRIC MEAN SCORE,0.0,0.6767973149253037,0.7382745165024944
GLASS (3),KNN,ROC AUC,0.7457673937838608,0.7815975192472198,0.7538405332192757
GLASS (3),KNN,F1,0.43877081002829504,0.42923814207334127,0.43877081002829504
GLASS (3),KNN,GEOMETRIC MEAN SCORE,0.6026027406556497,0.7143372840833104,0.6888662452061018
GLASS (3),DT,ROC AUC,0.6812713857998288,0.7024656045052753,0.7790178571428571
GLASS (3),DT,F1,0.3296348479511565,0.4033857097834406,0.44647727390793884
GLASS (3),DT,GEOMETRIC MEAN SCORE,0.5267194992032895,0.671612719324236,0.6863098262065833
GLASS (3),GBC,ROC AUC,0.8512795836897633,0.8537924151696608,0.871293128029655
GLASS (3),GBC,F1,0.34970059880239523,0.4979731014162151,0.49220141136308804
GLASS (3),GBC,GEOMETRIC MEAN SCORE,0.5331933719241512,0.6676388263758684,0.6498513606938134
HABERMAN (3),LR,ROC AUC,0.6770370370370371,0.6950617283950618,0.7358024691358025
HABERMAN (3),LR,F1,0.0,0.3422608216156603,0.40055555555555555
HABERMAN (3),LR,GEOMETRIC MEAN SCORE,0.0,0.6542713054305069,0.6625672947767681
HABERMAN (3),KNN,ROC AUC,0.6195061728395062,0.6369135802469135,0.6417283950617285
HABERMAN (3),KNN,F1,0.17777777777777776,0.25810879190385827,0.31520724231721675
HABERMAN (3),KNN,GEOMETRIC MEAN SCORE,0.2957027525092905,0.5749711756504001,0.5432682533341597
HABERMAN (3),DT,ROC AUC,0.6246913580246913,0.6612345679012346,0.6959259259259261
HABERMAN (3),DT,F1,0.14892514892514894,0.3248722254938312,0.4081501287383641
HABERMAN (3),DT,GEOMETRIC MEAN SCORE,0.3242522204533943,0.6606844393473862,0.6607786432903753
HABERMAN (3),GBC,ROC AUC,0.6762962962962964,0.6764197530864198,0.6940740740740741
HABERMAN (3),GBC,F1,0.18614718614718617,0.34449073165293803,0.3594774372073223
HABERMAN (3),GBC,GEOMETRIC MEAN SCORE,0.36658544599898024,0.6135613844142564,0.6189145630740971
MANDELON 2 (3),LR,ROC AUC,0.7853308501021103,0.7661652685764075,0.7937169829115752
MANDELON 2 (3),LR,F1,0.11060888519230218,0.11836531707939832,0.13408303981077294
MANDELON 2 (3),LR,GEOMETRIC MEAN SCORE,0.2687505246248263,0.44629249487618433,0.46590591138377785
MANDELON 2 (3),KNN,ROC AUC,0.49211898825207634,0.5044451272347876,0.5499721353216331
MANDELON 2 (3),KNN,F1,0.0,0.023797116246057085,0.01078491167853646
MANDELON 2 (3),KNN,GEOMETRIC MEAN SCORE,0.0,0.08115489475926252,0.19795212531738182
MANDELON 2 (3),DT,ROC AUC,0.7720912709385317,0.8280990735039657,0.8249944470255617
MANDELON 2 (3),DT,F1,0.6601709439593397,0.3933056319689714,0.6717188954390318
MANDELON 2 (3),DT,GEOMETRIC MEAN SCORE,0.7493788864314086,0.8201449389803253,0.8346546337555034
MANDELON 2 (3),GBC,ROC AUC,0.846055439583906,0.9239623821818246,0.9121293051293139
MANDELON 2 (3),GBC,F1,0.6124863430683442,0.8486268105883699,0.6753022279693892
MANDELON 2 (3),GBC,GEOMETRIC MEAN SCORE,0.748223683868481,0.8603741264129398,0.8076923184839255
NEW THYROID 2 (2),LR,ROC AUC,0.9989001692047377,1.0,1.0
NEW THYROID 2 (2),LR,F1,0.9633389734912577,0.9700046146746655,0.9633389734912577
NEW THYROID 2 (2),LR,GEOMETRIC MEAN SCORE,0.9651663320558098,0.9972388699633937,0.9944542396764536
NEW THYROID 2 (2),KNN,ROC AUC,0.9421319796954315,0.9844331641285955,0.9441624365482234
NEW THYROID 2 (2),KNN,F1,0.7846587704455725,0.8955024670760712,0.8954314720812183
NEW THYROID 2 (2),KNN,GEOMETRIC MEAN SCORE,0.8055613670788659,0.9491008845229397,0.932956958166751
NEW THYROID 2 (2),DT,ROC AUC,0.9637901861252115,0.9637901861252115,0.9665820642978005
NEW THYROID 2 (2),DT,F1,0.8887804243134192,0.8887804243134192,0.9145516074450084
NEW THYROID 2 (2),DT,GEOMETRIC MEAN SCORE,0.9624601805921884,0.9624601805921884,0.9652637895524349
NEW THYROID 2 (2),GBC,ROC AUC,0.9665820642978005,1.0,0.996510152284264
NEW THYROID 2 (2),GBC,F1,0.9145516074450084,0.8887804243134192,0.9145516074450084
NEW THYROID 2 (2),GBC,GEOMETRIC MEAN SCORE,0.9652637895524349,0.9624601805921884,0.9652637895524349
VEHICLE (2),LR,ROC AUC,0.9939117309386654,0.9936073001667022,0.9939117309386654
VEHICLE (2),LR,F1,0.9143031609956659,0.9097052968415278,0.9203234332539361
VEHICLE (2),LR,GEOMETRIC MEAN SCORE,0.9518438400380165,0.9615125951296428,0.9687307393402111
VEHICLE (2),KNN,ROC AUC,0.973817279451203,0.9706690334250501,0.973817279451203
VEHICLE (2),KNN,F1,0.739783764778271,0.7769723138791503,0.7776521495928385
VEHICLE (2),KNN,GEOMETRIC MEAN SCORE,0.8070028924448621,0.9253594042772154,0.9150309369320163
VEHICLE (2),DT,ROC AUC,0.9459042975109282,0.940301307204052,0.9452838447708375
VEHICLE (2),DT,F1,0.7815597290769222,0.7673391182980527,0.7785750557030617
VEHICLE (2),DT,GEOMETRIC MEAN SCORE,0.8671267404750738,0.8952369106103344,0.892986015260929
VEHICLE (2),GBC,ROC AUC,0.9898834868627249,0.9884313564495464,0.990491857704589
VEHICLE (2),GBC,F1,0.8472184809376431,0.8549065319307882,0.8819790165741523
VEHICLE (2),GBC,GEOMETRIC MEAN SCORE,0.889354563617899,0.930935251987812,0.942101010934743
LIBRAS,LR,ROC AUC,0.9211309523809524,0.9436383928571428,0.9428943452380952
LIBRAS,LR,F1,0.35555555555555557,0.7142214510635564,0.7535774410774411
LIBRAS,LR,GEOMETRIC MEAN SCORE,0.4023689270621825,0.8703549629198046,0.8675053676081252
LIBRAS,KNN,ROC AUC,0.8969494047619048,0.96484375,0.905877976190476
LIBRAS,KNN,F1,0.5185185185185185,0.6813672438672438,0.6913255360623782
LIBRAS,KNN,GEOMETRIC MEAN SCORE,0.6147130449799441,0.8882763459266776,0.8656805238947294
LIBRAS,DT,ROC AUC,0.6187686011904762,0.8043154761904763,0.8470052083333333
LIBRAS,DT,F1,0.34318459318459316,0.606674538911381,0.7460678210678211
LIBRAS,DT,GEOMETRIC MEAN SCORE,0.5076936894863154,0.7914663374221022,0.8051866657322673
LIBRAS,GBC,ROC AUC,0.9016927083333333,0.9683779761904762,0.9594494047619048
LIBRAS,GBC,F1,0.5865800865800865,0.7295528817587641,0.7714285714285715
LIBRAS,GBC,GEOMETRIC MEAN SCORE,0.6696790367337242,0.8099530874853138,0.8328903094340434
VEHICLE,LR,ROC AUC,0.993266733058076,0.9927858053144739,0.993266733058076
VEHICLE,LR,F1,0.935516765611313,0.9337423542202046,0.9381651879538828
VEHICLE,LR,GEOMETRIC MEAN SCORE,0.9623471265195832,0.9642716505161606,0.9651686522960368
VEHICLE,KNN,ROC AUC,0.9757073809459139,0.9777604467210438,0.9757073809459139
VEHICLE,KNN,F1,0.8791749151528254,0.8661458092215752,0.8791749151528254
VEHICLE,KNN,GEOMETRIC MEAN SCORE,0.9250344551981206,0.940200995136034,0.9434184787204773
VEHICLE,DT,ROC AUC,0.9512627435635838,0.9393063968933488,0.9586261171965598
VEHICLE,DT,F1,0.8514241498974584,0.8629300955454271,0.8725013246674733
VEHICLE,DT,GEOMETRIC MEAN SCORE,0.9120068303623329,0.9240101519886672,0.9352119250324553
VEHICLE,GBC,ROC AUC,0.9941267233439475,0.9938568123385625,0.9949538618329231
VEHICLE,GBC,F1,0.9128059347458802,0.9210434953781315,0.9341876754447542
VEHICLE,GBC,GEOMETRIC MEAN SCORE,0.944774018761453,0.9584284579245872,0.9651354411519324
YEAST 5,LR,ROC AUC,0.9868285521755872,0.986345522878963,0.9868285521755872
YEAST 5,LR,F1,0.0,0.4595295087902805,0.5356186866486824
YEAST 5,LR,GEOMETRIC MEAN SCORE,0.0,0.9632073231219953,0.9727089871808153
YEAST 5,KNN,ROC AUC,0.9825399499422409,0.9877103789629059,0.9828619360480041
YEAST 5,KNN,F1,0.6877462160481028,0.7265456615404843,0.7394230184625986
YEAST 5,KNN,GEOMETRIC MEAN SCORE,0.8095032347438619,0.9746626026637691,0.9779737043446736
YEAST 5,DT,ROC AUC,0.9424778490405596,0.9778309407489412,0.9635552540591709
YEAST 5,DT,F1,0.785701072881983,0.7364737878815076,0.785701072881983
YEAST 5,DT,GEOMETRIC MEAN SCORE,0.9100172959090653,0.9656215353404608,0.9632116745609463
YEAST 5,GBC,ROC AUC,0.9880635508920548,0.9921994328391734,0.9913375609677832
YEAST 5,GBC,F1,0.7245292013588025,0.79508565484928,0.7866731244384546
YEAST 5,GBC,GEOMETRIC MEAN SCORE,0.8531585526322015,0.9572509501847031,0.9339480519290826
HABERMAN (2),LR,ROC AUC,0.7376131038772548,0.760604326491119,0.7648705508328149
HABERMAN (2),LR,F1,0.11119496855345913,0.468232814933651,0.4816074639684371
HABERMAN (2),LR,GEOMETRIC MEAN SCORE,0.21559358259241135,0.7123067731967307,0.7250670535384264
HABERMAN (2),KNN,ROC AUC,0.645262976017693,0.6498845808279772,0.6736044647176722
HABERMAN (2),KNN,F1,0.3011680143755616,0.30700046139173237,0.4559933788951356
HABERMAN (2),KNN,GEOMETRIC MEAN SCORE,0.4772534023437914,0.5854874108265627,0.6554768326633345
HABERMAN (2),DT,ROC AUC,0.6345846983205474,0.7033177828460847,0.7035490358697906
HABERMAN (2),DT,F1,0.30342172312273513,0.40697330497292716,0.44219452411958826
HABERMAN (2),DT,GEOMETRIC MEAN SCORE,0.4975037905634704,0.6716488784545565,0.6675250158251567
HABERMAN (2),GBC,ROC AUC,0.6847403414195867,0.7234897366784159,0.7249616421314535
HABERMAN (2),GBC,F1,0.2721100445032918,0.3801623264790626,0.4082333870018299
HABERMAN (2),GBC,GEOMETRIC MEAN SCORE,0.45823266494982684,0.6174188794278928,0.6365914458530103
VOWEL,LR,ROC AUC,0.9849666793043839,0.990070923546324,0.9904978414327561
VOWEL,LR,F1,0.8014864581301164,0.7498079612856318,0.8014864581301164
VOWEL,LR,GEOMETRIC MEAN SCORE,0.8630754241797179,0.950120773027922,0.9601704624191016
VOWEL,KNN,ROC AUC,1.0,1.0,1.0
VOWEL,KNN,F1,1.0,1.0,1.0
VOWEL,KNN,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
VOWEL,DT,ROC AUC,0.9502684471179235,0.974379366782663,0.9672616097743717
VOWEL,DT,F1,0.8759941230065394,0.8945786238102036,0.8892694161604061
VOWEL,DT,GEOMETRIC MEAN SCORE,0.933075984057232,0.9732064920777995,0.9598234734378712
VOWEL,GBC,ROC AUC,0.9963806536859257,0.9993133431726988,0.9991462150036785
VOWEL,GBC,F1,0.9312817515622892,0.94672004919246,0.9472364304189962
VOWEL,GBC,GEOMETRIC MEAN SCORE,0.961142933362414,0.9893885889336016,0.9871913350742253
EUCALYPTUS (2),LR,ROC AUC,0.8278557166702005,0.8893298436254462,0.8899796864118388
EUCALYPTUS (2),LR,F1,0.07637028954358584,0.40514571878776845,0.4161308914605468
EUCALYPTUS (2),LR,GEOMETRIC MEAN SCORE,0.16444281514709994,0.8075826189598626,0.8209774491469729
EUCALYPTUS (2),KNN,ROC AUC,0.6712032666691162,0.7667364031954067,0.6748534727820674
EUCALYPTUS (2),KNN,F1,0.18149640543179196,0.3174720948964171,0.30088337914281027
EUCALYPTUS (2),KNN,GEOMETRIC MEAN SCORE,0.3394159706694305,0.6916005900182941,0.6346719293655514
EUCALYPTUS (2),DT,ROC AUC,0.8811009940362187,0.8594741154869106,0.8811009940362187
EUCALYPTUS (2),DT,F1,0.41461081949599515,0.3878054116955021,0.4701298220977498
EUCALYPTUS (2),DT,GEOMETRIC MEAN SCORE,0.613596032568654,0.7557686160640711,0.7737027682127307
EUCALYPTUS (2),GBC,ROC AUC,0.8986853339800869,0.8844316837566594,0.9036354388056704
EUCALYPTUS (2),GBC,F1,0.4718558902686222,0.447087154725178,0.5133232589493208
EUCALYPTUS (2),GBC,GEOMETRIC MEAN SCORE,0.6324641901869057,0.71411289775389,0.7009352878965689
YEAST 6,LR,ROC AUC,0.934508114156245,0.9406898218680416,0.9422684904747192
YEAST 6,LR,F1,0.0,0.28670855249008176,0.4082624019958388
YEAST 6,LR,GEOMETRIC MEAN SCORE,0.0,0.8777374147662576,0.8883977628395985
YEAST 6,KNN,ROC AUC,0.85161716823354,0.8819676809869298,0.8683186405668242
YEAST 6,KNN,F1,0.4516340970350404,0.3834262478576336,0.553951742176363
YEAST 6,KNN,GEOMETRIC MEAN SCORE,0.6242511124070348,0.8593654896479701,0.8001013133362176
YEAST 6,DT,ROC AUC,0.8077381681660657,0.8856458348870162,0.843627591986903
YEAST 6,DT,F1,0.4443763783386425,0.41796119643513113,0.5273817945813859
YEAST 6,DT,GEOMETRIC MEAN SCORE,0.6497470049434826,0.843868157761474,0.8405943586377347
YEAST 6,GBC,ROC AUC,0.8899600475211339,0.930479366964923,0.9378844176010325
YEAST 6,GBC,F1,0.4623325497030986,0.5541305039656008,0.5820047820553211
YEAST 6,GBC,GEOMETRIC MEAN SCORE,0.645309544526516,0.8169231770750798,0.7925016825373086
BREAST TISSUE,LR,ROC AUC,0.8750683620453924,0.8793666256494395,0.8936713836477987
BREAST TISSUE,LR,F1,0.6628930817610063,0.6846485973844464,0.7123923560716012
BREAST TISSUE,LR,GEOMETRIC MEAN SCORE,0.7336226491268174,0.747872655821797,0.7715619508126161
BREAST TISSUE,KNN,ROC AUC,0.763552775499043,0.7879836614711512,0.794982225868198
BREAST TISSUE,KNN,F1,0.6048016448959844,0.5931783342323356,0.637155297532656
BREAST TISSUE,KNN,GEOMETRIC MEAN SCORE,0.6950266568174346,0.6829452255889281,0.7217681111140808
BREAST TISSUE,DT,ROC AUC,0.8381357670221492,0.8285736259228876,0.8747265518184304
BREAST TISSUE,DT,F1,0.7139470347881037,0.6849245518668254,0.7629334989452101
BREAST TISSUE,DT,GEOMETRIC MEAN SCORE,0.7772330508772134,0.7572796814427908,0.8209394024058473
BREAST TISSUE,GBC,ROC AUC,0.8559697156138911,0.8627204675963905,0.8860490155865464
BREAST TISSUE,GBC,F1,0.7078206179928903,0.7025093481664725,0.7266709261479565
BREAST TISSUE,GBC,GEOMETRIC MEAN SCORE,0.7753313403883387,0.7737563157567444,0.7907588398251247
EUCALYPTUS (3),LR,ROC AUC,0.7553090967887239,0.880853299650779,0.8878391885125311
EUCALYPTUS (3),LR,F1,0.0,0.3000405763066418,0.32286091350496837
EUCALYPTUS (3),LR,GEOMETRIC MEAN SCORE,0.0,0.7832310735582342,0.7904887891916652
EUCALYPTUS (3),KNN,ROC AUC,0.6836843726216999,0.7095806597101487,0.6836843726216999
EUCALYPTUS (3),KNN,F1,0.04761904761904762,0.22489423307531542,0.25912659273317484
EUCALYPTUS (3),KNN,GEOMETRIC MEAN SCORE,0.09994696958751786,0.660475448301443,0.6206599356259965
EUCALYPTUS (3),DT,ROC AUC,0.7684689768296467,0.837562509189322,0.8224246259035624
EUCALYPTUS (3),DT,F1,0.25274725274725274,0.3400176823786399,0.395181109881887
EUCALYPTUS (3),DT,GEOMETRIC MEAN SCORE,0.5006319011103804,0.7409084330092194,0.74791725687796
EUCALYPTUS (3),GBC,ROC AUC,0.8621281553774648,0.8776530008703696,0.8681887221510841
EUCALYPTUS (3),GBC,F1,0.3095951343500363,0.33545512706518144,0.37396149339201246
EUCALYPTUS (3),GBC,GEOMETRIC MEAN SCORE,0.5215139722533463,0.6497531326512589,0.6279937631444086
MANDELON 2,LR,ROC AUC,0.7672341475450283,0.744712558598569,0.7744534912410559
MANDELON 2,LR,F1,0.2549863405167954,0.19850452335124513,0.2591311177447073
MANDELON 2,LR,GEOMETRIC MEAN SCORE,0.49663436507358694,0.5373263660097882,0.5693319604364208
MANDELON 2,KNN,ROC AUC,0.526345916604984,0.5015001233654084,0.5561830742659758
MANDELON 2,KNN,F1,0.0,0.0676546532235709,0.08139689057120249
MANDELON 2,KNN,GEOMETRIC MEAN SCORE,0.0,0.010730379666327509,0.379267355601342
MANDELON 2,DT,ROC AUC,0.8664199358499877,0.9121342215642734,0.8837725141870219
MANDELON 2,DT,F1,0.7014792877187151,0.8014312212782311,0.7125148838204045
MANDELON 2,DT,GEOMETRIC MEAN SCORE,0.7662837526449201,0.8994676927301637,0.8597821124688456
MANDELON 2,GBC,ROC AUC,0.9157044164816186,0.9360621761658032,0.9419639773007649
MANDELON 2,GBC,F1,0.6988768216838392,0.8884658592891621,0.8560181576199883
MANDELON 2,GBC,GEOMETRIC MEAN SCORE,0.765048959144418,0.9030743297526618,0.8805773190599773
WINE (2),LR,ROC AUC,0.9896510375383614,0.9896510375383614,0.991666158567567
WINE (2),LR,F1,0.8535322607582252,0.8859368331199315,0.8859368331199315
WINE (2),LR,GEOMETRIC MEAN SCORE,0.8929827390380208,0.9230101321629844,0.9234117348529521
WINE (2),KNN,ROC AUC,0.845754323923338,0.8241641769810785,0.8482826250431885
WINE (2),KNN,F1,0.6301875423664984,0.6127257718807014,0.6817973055725659
WINE (2),KNN,GEOMETRIC MEAN SCORE,0.7499622268730242,0.7570196267773489,0.7806619326981343
WINE (2),DT,ROC AUC,0.9343729040912139,0.9304432656545332,0.9419527264597687
WINE (2),DT,F1,0.9097374099670485,0.8977919692065437,0.9144659790097633
WINE (2),DT,GEOMETRIC MEAN SCORE,0.9310321779735304,0.9270228836243549,0.936841984446503
WINE (2),GBC,ROC AUC,0.9910686340263806,0.9714773489421378,0.9934455216145357
WINE (2),GBC,F1,0.9229288776135072,0.8681226489371008,0.9164734785524742
WINE (2),GBC,GEOMETRIC MEAN SCORE,0.9356606728308362,0.9028323637740636,0.9332954875664661
YEAST 4 (2),LR,ROC AUC,0.902647418328353,0.8920759808838086,0.902647418328353
YEAST 4 (2),LR,F1,0.0,0.18723568687054348,0.23569970196230294
YEAST 4 (2),LR,GEOMETRIC MEAN SCORE,0.0,0.8193292611089626,0.8693215729855251
YEAST 4 (2),KNN,ROC AUC,0.822143115094064,0.8710353360704404,0.8344884440356038
YEAST 4 (2),KNN,F1,0.11418773270625122,0.3304345492849795,0.3199471567527123
