Dataset,Oversampler,Classifier,Metric,Score
ECOLI (2),NO OVERSAMPLING,GBC,mean_test_roc_auc,0.9233183923547142
ECOLI (2),NO OVERSAMPLING,GBC,mean_test_f1,0.7162463343108504
ECOLI (2),NO OVERSAMPLING,GBC,mean_test_geometric_mean_score,0.8252013261884458
ECOLI (2),RANDOM OVERSAMPLING,LR,mean_test_roc_auc,0.9075061509871681
ECOLI (2),RANDOM OVERSAMPLING,LR,mean_test_f1,0.5095029687213074
ECOLI (2),RANDOM OVERSAMPLING,LR,mean_test_geometric_mean_score,0.8620460456891894
ECOLI (2),RANDOM OVERSAMPLING,KNN,mean_test_roc_auc,0.9413804801984371
ECOLI (2),RANDOM OVERSAMPLING,KNN,mean_test_f1,0.761368523949169
ECOLI (2),RANDOM OVERSAMPLING,KNN,mean_test_geometric_mean_score,0.9309728445807529
ECOLI (2),RANDOM OVERSAMPLING,DT,mean_test_roc_auc,0.8230954918180833
ECOLI (2),RANDOM OVERSAMPLING,DT,mean_test_f1,0.5329807446507162
ECOLI (2),RANDOM OVERSAMPLING,DT,mean_test_geometric_mean_score,0.7596943366444237
ECOLI (2),RANDOM OVERSAMPLING,GBC,mean_test_roc_auc,0.9200819847319053
ECOLI (2),RANDOM OVERSAMPLING,GBC,mean_test_f1,0.6098168498168497
ECOLI (2),RANDOM OVERSAMPLING,GBC,mean_test_geometric_mean_score,0.8088614382909368
ECOLI (2),K-MEANS RANDOM OVERSAMPLING,LR,mean_test_roc_auc,0.9100114490642071
ECOLI (2),K-MEANS RANDOM OVERSAMPLING,LR,mean_test_f1,0.5728445747800586
ECOLI (2),K-MEANS RANDOM OVERSAMPLING,LR,mean_test_geometric_mean_score,0.8887127340600152
ECOLI (2),K-MEANS RANDOM OVERSAMPLING,KNN,mean_test_roc_auc,0.947597843843193
ECOLI (2),K-MEANS RANDOM OVERSAMPLING,KNN,mean_test_f1,0.8111336405529953
ECOLI (2),K-MEANS RANDOM OVERSAMPLING,KNN,mean_test_geometric_mean_score,0.9379820186145745
ECOLI (2),K-MEANS RANDOM OVERSAMPLING,DT,mean_test_roc_auc,0.8348061586131881
ECOLI (2),K-MEANS RANDOM OVERSAMPLING,DT,mean_test_f1,0.6461381742196683
ECOLI (2),K-MEANS RANDOM OVERSAMPLING,DT,mean_test_geometric_mean_score,0.8151181853101239
ECOLI (2),K-MEANS RANDOM OVERSAMPLING,GBC,mean_test_roc_auc,0.9241708960974846
ECOLI (2),K-MEANS RANDOM OVERSAMPLING,GBC,mean_test_f1,0.7162463343108504
ECOLI (2),K-MEANS RANDOM OVERSAMPLING,GBC,mean_test_geometric_mean_score,0.8240162800427004
YEAST 3 (2),NO OVERSAMPLING,LR,mean_test_roc_auc,0.9630468758347298
YEAST 3 (2),NO OVERSAMPLING,LR,mean_test_f1,0.0
YEAST 3 (2),NO OVERSAMPLING,LR,mean_test_geometric_mean_score,0.0
YEAST 3 (2),NO OVERSAMPLING,KNN,mean_test_roc_auc,0.9205141111690429
YEAST 3 (2),NO OVERSAMPLING,KNN,mean_test_f1,0.6286868653851991
YEAST 3 (2),NO OVERSAMPLING,KNN,mean_test_geometric_mean_score,0.7324536030591153
YEAST 3 (2),NO OVERSAMPLING,DT,mean_test_roc_auc,0.9288137967690139
YEAST 3 (2),NO OVERSAMPLING,DT,mean_test_f1,0.6579742412378597
YEAST 3 (2),NO OVERSAMPLING,DT,mean_test_geometric_mean_score,0.8388117837981387
YEAST 3 (2),NO OVERSAMPLING,GBC,mean_test_roc_auc,0.9604120283252136
YEAST 3 (2),NO OVERSAMPLING,GBC,mean_test_f1,0.6793323909829206
YEAST 3 (2),NO OVERSAMPLING,GBC,mean_test_geometric_mean_score,0.8082591919158332
YEAST 3 (2),RANDOM OVERSAMPLING,LR,mean_test_roc_auc,0.9635517039493502
YEAST 3 (2),RANDOM OVERSAMPLING,LR,mean_test_f1,0.5163262543239602
YEAST 3 (2),RANDOM OVERSAMPLING,LR,mean_test_geometric_mean_score,0.8939531081428975
YEAST 3 (2),RANDOM OVERSAMPLING,KNN,mean_test_roc_auc,0.9166872387004342
YEAST 3 (2),RANDOM OVERSAMPLING,KNN,mean_test_f1,0.6586154987014822
YEAST 3 (2),RANDOM OVERSAMPLING,KNN,mean_test_geometric_mean_score,0.8918841131015586
YEAST 3 (2),RANDOM OVERSAMPLING,DT,mean_test_roc_auc,0.9322905703369837
YEAST 3 (2),RANDOM OVERSAMPLING,DT,mean_test_f1,0.6791219892790382
YEAST 3 (2),RANDOM OVERSAMPLING,DT,mean_test_geometric_mean_score,0.92165784618325
YEAST 3 (2),RANDOM OVERSAMPLING,GBC,mean_test_roc_auc,0.9610288940429556
YEAST 3 (2),RANDOM OVERSAMPLING,GBC,mean_test_f1,0.687820782060172
