Dataset,Classifier,Metric,NO OVERSAMPLING,BORDERLINE-SMOTE,K-MEANS BORDERLINE-SMOTE
WINE (2),GBC,F1,0.9229288776135072,0.8921065523576239,0.9229288776135072
WINE (2),GBC,GEOMETRIC MEAN SCORE,0.9356606728308362,0.924734380267164,0.9356606728308362
YEAST 4 (2),LR,ROC AUC,0.902647418328353,0.9078090081847172,0.902647418328353
YEAST 4 (2),LR,F1,0.0,0.22426180982495064,0.23212933967283567
YEAST 4 (2),LR,GEOMETRIC MEAN SCORE,0.0,0.8294520947642452,0.8694676783864937
YEAST 4 (2),KNN,ROC AUC,0.822143115094064,0.8576207423613993,0.8344884440356038
YEAST 4 (2),KNN,F1,0.11418773270625122,0.38032429390454076,0.310333067040027
YEAST 4 (2),KNN,GEOMETRIC MEAN SCORE,0.23471840728145796,0.7861001180261286,0.6527901310201488
YEAST 4 (2),DT,ROC AUC,0.8175606215020068,0.7775490206067184,0.8588598491882034
YEAST 4 (2),DT,F1,0.20523372375224228,0.30422765746980174,0.3337893171771018
YEAST 4 (2),DT,GEOMETRIC MEAN SCORE,0.31468645202807827,0.7401722013631401,0.8230236969457029
YEAST 4 (2),GBC,ROC AUC,0.8999717476314939,0.9172841077167282,0.9298332807076515
YEAST 4 (2),GBC,F1,0.34904631262655955,0.45901964976039045,0.4280070815794182
YEAST 4 (2),GBC,GEOMETRIC MEAN SCORE,0.5331768079142343,0.7375809520991607,0.7278217188705532
HEART (2),LR,ROC AUC,0.8793333333333333,0.8856666666666666,0.8986666666666667
HEART (2),LR,F1,0.7431754617109309,0.753060333060333,0.7693184062843506
HEART (2),LR,GEOMETRIC MEAN SCORE,0.8035738276853687,0.8335679522286634,0.8382599466220966
HEART (2),KNN,ROC AUC,0.6438333333333334,0.6708333333333334,0.6605833333333334
HEART (2),KNN,F1,0.4005847953216374,0.4819125881501297,0.4907269627471652
HEART (2),KNN,GEOMETRIC MEAN SCORE,0.5396429695765379,0.6196193957120688,0.6222108885857187
HEART (2),DT,ROC AUC,0.8214166666666667,0.83125,0.8369166666666668
HEART (2),DT,F1,0.7130245544879692,0.6737274406637399,0.7033606155393182
HEART (2),DT,GEOMETRIC MEAN SCORE,0.792841501537719,0.7679118320043292,0.7899565431199769
HEART (2),GBC,ROC AUC,0.8836666666666668,0.8846666666666667,0.8846666666666667
HEART (2),GBC,F1,0.7042039580059666,0.7459456133874739,0.7520706935341082
HEART (2),GBC,GEOMETRIC MEAN SCORE,0.7715940666111682,0.8116810363069318,0.8126986603598841
WINE (3),LR,ROC AUC,0.9810531135531135,0.9751053113553114,0.983919413919414
WINE (3),LR,F1,0.7848055790363483,0.779260576025282,0.8463003663003663
WINE (3),LR,GEOMETRIC MEAN SCORE,0.8451225340799952,0.8688572122447664,0.887121942319438
WINE (3),KNN,ROC AUC,0.7789819902319903,0.8167239010989011,0.7827434371184371
WINE (3),KNN,F1,0.5203155818540434,0.5550225447849106,0.5315233785822021
WINE (3),KNN,GEOMETRIC MEAN SCORE,0.6605143407549879,0.7795039810768976,0.7445133627645016
WINE (3),DT,ROC AUC,0.9166880341880341,0.8861858974358974,0.9213461538461538
WINE (3),DT,F1,0.8755586080586081,0.8265483234714004,0.8946520146520147
WINE (3),DT,GEOMETRIC MEAN SCORE,0.9119946948644875,0.8815579554272438,0.9164034170970343
WINE (3),GBC,ROC AUC,0.9982371794871796,0.9923611111111111,0.9976495726495727
WINE (3),GBC,F1,0.8936263736263736,0.8968498168498169,0.9086446886446886
WINE (3),GBC,GEOMETRIC MEAN SCORE,0.907259638877171,0.9162560639190356,0.9284207116524821
LIVER (3),LR,ROC AUC,0.6734674546986475,0.68422920450898,0.6997395947316205
LIVER (3),LR,F1,0.22560280221570544,0.40787569514105204,0.4470985604724991
LIVER (3),LR,GEOMETRIC MEAN SCORE,0.37327852174210896,0.6385603666007078,0.6628551842082702
LIVER (3),KNN,ROC AUC,0.6345842497556207,0.644482664800995,0.6615602055247953
LIVER (3),KNN,F1,0.27738269794721404,0.3872012716005998,0.4180010484233744
LIVER (3),KNN,GEOMETRIC MEAN SCORE,0.4338030073377885,0.6030925315475122,0.6247412060876761
LIVER (3),DT,ROC AUC,0.5831748971418567,0.61176559126107,0.627267461264061
LIVER (3),DT,F1,0.28608476519708653,0.353242287805528,0.3585246298991084
LIVER (3),DT,GEOMETRIC MEAN SCORE,0.4686420952609678,0.5717970950317979,0.5598135089102714
LIVER (3),GBC,ROC AUC,0.7004042858471572,0.7057764125669308,0.7271132652354065
LIVER (3),GBC,F1,0.32945751069874496,0.3646667780508809,0.35440026509096306
LIVER (3),GBC,GEOMETRIC MEAN SCORE,0.4834571417618021,0.5444245676985613,0.531533456491143
LIVER,LR,ROC AUC,0.7225547951271044,0.7157985473602652,0.7232230427813073
LIVER,LR,F1,0.5845529464782357,0.6299941365779701,0.626925207460507
LIVER,LR,GEOMETRIC MEAN SCORE,0.6493043579716353,0.6675927360442564,0.6790247765293025
LIVER,KNN,ROC AUC,0.6835694848603906,0.6704978901772496,0.6910817549543562
LIVER,KNN,F1,0.5941775044893074,0.5977809555841985,0.614869943999005
LIVER,KNN,GEOMETRIC MEAN SCORE,0.6560550277425641,0.642187743916686,0.6679522542598091
LIVER,DT,ROC AUC,0.6832250179288282,0.6963018744604798,0.69823922964364
LIVER,DT,F1,0.5709690599682274,0.6158865281258527,0.611871053183185
LIVER,DT,GEOMETRIC MEAN SCORE,0.6333928643050919,0.6601621066295743,0.657780922042605
LIVER,GBC,ROC AUC,0.7682579722251317,0.7599776612019358,0.7729848411942599
LIVER,GBC,F1,0.6693062559629275,0.6583949689109946,0.6697298469324855
LIVER,GBC,GEOMETRIC MEAN SCORE,0.7173193269296199,0.7048177339254338,0.7173573587983872
VOWEL (3),LR,ROC AUC,0.9593534723023104,0.9829619204820668,0.985634538499981
VOWEL (3),LR,F1,0.6111709770114943,0.5279611103196217,0.6975809698518493
VOWEL (3),LR,GEOMETRIC MEAN SCORE,0.6815443452600126,0.8918194172841798,0.9107690397905084
VOWEL (3),KNN,ROC AUC,0.945488085284281,0.9662571358551495,0.9482720779033561
VOWEL (3),KNN,F1,0.49824744221295947,0.9297054597701149,0.9042427315753889
VOWEL (3),KNN,GEOMETRIC MEAN SCORE,0.5760277537377502,0.962234635514847,0.9275014076439492
VOWEL (3),DT,ROC AUC,0.8785071827067235,0.9243314550657362,0.9127790371641102
VOWEL (3),DT,F1,0.7733684966727163,0.7161501354717247,0.807280649328697
VOWEL (3),DT,GEOMETRIC MEAN SCORE,0.8588717474745653,0.934133288912579,0.9082016182381316
VOWEL (3),GBC,ROC AUC,0.9931513209741283,0.9993875297927959,0.9970490115519164
VOWEL (3),GBC,F1,0.7909553189091728,0.8839226389240447,0.8453242004605835
VOWEL (3),GBC,GEOMETRIC MEAN SCORE,0.8343938345554863,0.995534423279187,0.9275030049125585
DERMATOLOGY,LR,ROC AUC,1.0,1.0,1.0
DERMATOLOGY,LR,F1,0.9746454662655779,0.9746454662655779,0.9746454662655779
DERMATOLOGY,LR,GEOMETRIC MEAN SCORE,0.9985252322510834,0.9985252322510834,0.9985252322510834
DERMATOLOGY,KNN,ROC AUC,0.9751765747456841,0.9739052895469751,0.9754218194916272
DERMATOLOGY,KNN,F1,0.9076063601203266,0.8908465835840137,0.9076063601203266
DERMATOLOGY,KNN,GEOMETRIC MEAN SCORE,0.9709019108491093,0.9695133159049056,0.9709019108491093
DERMATOLOGY,DT,ROC AUC,0.9590781534347066,0.9985168339348396,0.9985168339348396
DERMATOLOGY,DT,F1,0.9347970465288901,0.9776536312849162,0.9776536312849162
DERMATOLOGY,DT,GEOMETRIC MEAN SCORE,0.9573626319298281,0.9985135379939739,0.9985135379939739
DERMATOLOGY,GBC,ROC AUC,0.9985168339348396,0.9985168339348396,0.9985168339348396
DERMATOLOGY,GBC,F1,0.9776536312849162,0.9776536312849162,0.9776536312849162
DERMATOLOGY,GBC,GEOMETRIC MEAN SCORE,0.9985135379939739,0.9985135379939739,0.9985135379939739
WINE,LR,ROC AUC,0.9847846441947565,0.9865402621722846,0.9869303995006242
WINE,LR,F1,0.9222589410295954,0.9350737417017598,0.9330587896351281
WINE,LR,GEOMETRIC MEAN SCORE,0.933195415444482,0.9477980581840952,0.9455281216035702
WINE,KNN,ROC AUC,0.8701885162956243,0.8574810407797706,0.8723403296345407
WINE,KNN,F1,0.729085010016549,0.7361873066333778,0.7371470502297661
WINE,KNN,GEOMETRIC MEAN SCORE,0.7710170187973784,0.7740077950864174,0.7781022045868117
WINE,DT,ROC AUC,0.933248423942122,0.9332923325656595,0.9438126642938562
WINE,DT,F1,0.920831155634155,0.91920443797547,0.9314113969681536
WINE,DT,GEOMETRIC MEAN SCORE,0.9317752448863756,0.9322796912607793,0.9430306285973817
WINE,GBC,ROC AUC,0.9890761548064918,0.9858026360682687,0.9896540426950784
WINE,GBC,F1,0.9360921514194969,0.9206845077596699,0.9466083776258944
WINE,GBC,GEOMETRIC MEAN SCORE,0.9454339075793281,0.9308896280552379,0.9523439531468715
MANDELON 1 (2),LR,ROC AUC,0.8486157317150077,0.8421458017950567,0.8486157317150077
MANDELON 1 (2),LR,F1,0.07606873862918659,0.1372478278688395,0.17575249275252292
MANDELON 1 (2),LR,GEOMETRIC MEAN SCORE,0.16427080598343133,0.7512957331649419,0.7636855468800134
MANDELON 1 (2),KNN,ROC AUC,0.5246024228842581,0.577142338948722,0.5283452491821223
MANDELON 1 (2),KNN,F1,0.0,0.061497712630050994,0.05185373716806651
MANDELON 1 (2),KNN,GEOMETRIC MEAN SCORE,0.0,0.39773177337718113,0.20266841222727264
MANDELON 1 (2),DT,ROC AUC,0.771351364127788,0.6744846977327514,0.8075194208492926
MANDELON 1 (2),DT,F1,0.2638828872126149,0.13550513349051627,0.2687449797695225
MANDELON 1 (2),DT,GEOMETRIC MEAN SCORE,0.4498894124698053,0.6187778345632646,0.713872075264453
MANDELON 1 (2),GBC,ROC AUC,0.8321526491538511,0.815860494564808,0.8279358778129341
MANDELON 1 (2),GBC,F1,0.31901617862721565,0.27289926809707526,0.34076625674112954
MANDELON 1 (2),GBC,GEOMETRIC MEAN SCORE,0.4780844346194646,0.6475249272590673,0.6484765404691747
YEAST 5 (2),LR,ROC AUC,0.9858362240244934,0.9863279468764251,0.9877022465963129
YEAST 5 (2),LR,F1,0.0,0.3232429999625498,0.45453180262833853
YEAST 5 (2),LR,GEOMETRIC MEAN SCORE,0.0,0.9664283992662913,0.9767695093893052
YEAST 5 (2),KNN,ROC AUC,0.9697265243306626,0.989703490407791,0.9800511265552732
YEAST 5 (2),KNN,F1,0.40164413789584785,0.5287932896536828,0.5589708009608652
YEAST 5 (2),KNN,GEOMETRIC MEAN SCORE,0.5902757814013262,0.8932682968162537,0.8979958495844315
YEAST 5 (2),DT,ROC AUC,0.8777080381571234,0.8948205735782686,0.9417964424141749
YEAST 5 (2),DT,F1,0.4953127580861706,0.440078765084165,0.5633872425041819
YEAST 5 (2),DT,GEOMETRIC MEAN SCORE,0.758904477510528,0.7805917458174754,0.9376184665681996
YEAST 5 (2),GBC,ROC AUC,0.9798505594098104,0.9824551332160771,0.9870057325255683
YEAST 5 (2),GBC,F1,0.3524564224300685,0.5022880527039817,0.4992296918767507
YEAST 5 (2),GBC,GEOMETRIC MEAN SCORE,0.577026673786921,0.7303324023109066,0.7482790355606446
NEW THYROID 1 (2),LR,ROC AUC,1.0,1.0,1.0
NEW THYROID 1 (2),LR,F1,0.9329949238578681,0.9742288168684107,0.9742288168684107
NEW THYROID 1 (2),LR,GEOMETRIC MEAN SCORE,0.9385216971636037,0.9971963910397535,0.9971963910397535
NEW THYROID 1 (2),KNN,ROC AUC,0.8439932318104906,0.9494923857868021,0.8455583756345177
NEW THYROID 1 (2),KNN,F1,0.6425875309124041,0.8036803579950789,0.702909019914096
NEW THYROID 1 (2),KNN,GEOMETRIC MEAN SCORE,0.7166782756377709,0.9216158235569788,0.8155924224068262
NEW THYROID 1 (2),DT,ROC AUC,0.8230329949238577,0.9385786802030457,0.928849407783418
NEW THYROID 1 (2),DT,F1,0.6356494605225569,0.8851341551849166,0.8033961808073482
NEW THYROID 1 (2),DT,GEOMETRIC MEAN SCORE,0.8001961819606298,0.9328906174504644,0.9240940037611276
NEW THYROID 1 (2),GBC,ROC AUC,0.8967005076142134,0.9976734348561761,0.9963409475465312
NEW THYROID 1 (2),GBC,F1,0.7508785630613041,0.8851341551849166,0.8149423898154862
NEW THYROID 1 (2),GBC,GEOMETRIC MEAN SCORE,0.8547615662411563,0.9328906174504644,0.9244803403419484
YEAST 3 (3),LR,ROC AUC,0.9679957609490077,0.9701191038398831,0.9709813609190233
YEAST 3 (3),LR,F1,0.0,0.4581489049937751,0.5377913686959518
YEAST 3 (3),LR,GEOMETRIC MEAN SCORE,0.0,0.9183638383468111,0.9111949634983872
YEAST 3 (3),KNN,ROC AUC,0.9201778414947247,0.9353176524053147,0.9223118316748188
YEAST 3 (3),KNN,F1,0.5921689149560118,0.6066517987431799,0.6466820279657488
YEAST 3 (3),KNN,GEOMETRIC MEAN SCORE,0.7133898834929814,0.905203251799316,0.882690752914909
YEAST 3 (3),DT,ROC AUC,0.9281896591143344,0.9201268932366335,0.9317437379359457
YEAST 3 (3),DT,F1,0.620544850498339,0.6110347587232665,0.6384163444598903
YEAST 3 (3),DT,GEOMETRIC MEAN SCORE,0.7691753134023465,0.9127671201353059,0.9338896481406987
YEAST 3 (3),GBC,ROC AUC,0.9676166376192349,0.9675954892149699,0.9719169056052173
YEAST 3 (3),GBC,F1,0.6221126265955534,0.6148749271241921,0.6520639745756025
YEAST 3 (3),GBC,GEOMETRIC MEAN SCORE,0.7861808236319192,0.8951006813379518,0.8845587102145259
PIMA (3),LR,ROC AUC,0.7991858130611948,0.8268569407065471,0.8295198731700828
PIMA (3),LR,F1,0.2338171828752718,0.4910940556285317,0.4879588574312912
PIMA (3),LR,GEOMETRIC MEAN SCORE,0.36319380072715374,0.7561768080077851,0.7646583473705942
PIMA (3),KNN,ROC AUC,0.6967160302422624,0.7110288482065676,0.7031866512445595
PIMA (3),KNN,F1,0.2713973145498569,0.383726546909756,0.39490504350187594
PIMA (3),KNN,GEOMETRIC MEAN SCORE,0.4523604249463112,0.6655317274636687,0.6486408695582239
PIMA (3),DT,ROC AUC,0.7383691471528012,0.753791073609648,0.7520021091656547
PIMA (3),DT,F1,0.3873994179078924,0.4539073394332462,0.46153456164230966
PIMA (3),DT,GEOMETRIC MEAN SCORE,0.5250199685228717,0.7171653438932953,0.7229127411370444
PIMA (3),GBC,ROC AUC,0.8158147118970709,0.815002858106114,0.8329325218645117
PIMA (3),GBC,F1,0.42488336823529127,0.48787737407864373,0.4732621218350771
PIMA (3),GBC,GEOMETRIC MEAN SCORE,0.5792724917073777,0.7007896229236057,0.6844194433621665
LIVER (2),LR,ROC AUC,0.6824774855668183,0.6745608521563307,0.6828960977199563
LIVER (2),LR,F1,0.30147633833592086,0.48296489900440115,0.4778968689817043
LIVER (2),LR,GEOMETRIC MEAN SCORE,0.44096905900731187,0.6377335344510922,0.6317378524547007
LIVER (2),KNN,ROC AUC,0.6524757354603985,0.6165800031427089,0.653471498207492
LIVER (2),KNN,F1,0.3661715023847377,0.4244035447883269,0.41384652089286267
LIVER (2),KNN,GEOMETRIC MEAN SCORE,0.5075559419121406,0.5866477322626038,0.5768398757305275
LIVER (2),DT,ROC AUC,0.6790618161698194,0.642354321307899,0.6790618161698194
LIVER (2),DT,F1,0.4398865650342568,0.4621704710642457,0.4738625041664855
LIVER (2),DT,GEOMETRIC MEAN SCORE,0.5732311714851528,0.6154033965618415,0.6249491365409573
LIVER (2),GBC,ROC AUC,0.719461578304999,0.7011789939008167,0.7357999753072871
LIVER (2),GBC,F1,0.48482859963207253,0.43379368792971734,0.5245366884915599
LIVER (2),GBC,GEOMETRIC MEAN SCORE,0.6071698246024025,0.5830214120719955,0.6327202660762465
MANDELON 2 (2),LR,ROC AUC,0.8274351740376161,0.8225030892488601,0.82862248637163
MANDELON 2 (2),LR,F1,0.15265764564599335,0.19729869033755726,0.19409847884880393
MANDELON 2 (2),LR,GEOMETRIC MEAN SCORE,0.38807767202660004,0.49913551472617435,0.586176348579995
MANDELON 2 (2),KNN,ROC AUC,0.5129081310197519,0.594183161267001,0.5672557647889418
MANDELON 2 (2),KNN,F1,0.0,0.03763165259172662,0.03335529714907153
MANDELON 2 (2),KNN,GEOMETRIC MEAN SCORE,0.0,0.304053066284251,0.23029474970149172
MANDELON 2 (2),DT,ROC AUC,0.8052375846773303,0.8791001991072069,0.8750298243674415
MANDELON 2 (2),DT,F1,0.6601212297642332,0.552022972536356,0.6605750504111749
MANDELON 2 (2),DT,GEOMETRIC MEAN SCORE,0.738071284738756,0.8441348659818331,0.8632453290840283
MANDELON 2 (2),GBC,ROC AUC,0.8971657835964928,0.9194887634286071,0.9061382469618617
MANDELON 2 (2),GBC,F1,0.6459313420969341,0.7935664377387697,0.7899543903071918
MANDELON 2 (2),GBC,GEOMETRIC MEAN SCORE,0.762253235491312,0.8525287807714108,0.8525177371290558
LED (2),LR,ROC AUC,0.9677746819377647,0.9624375051383236,0.9677746819377647
LED (2),LR,F1,0.0,0.6553037579327813,0.5972877358490566
LED (2),LR,GEOMETRIC MEAN SCORE,0.0,0.8975423255943893,0.8316134562108066
LED (2),KNN,ROC AUC,0.9027093738438773,0.9043517747769969,0.9027093738438773
LED (2),KNN,F1,0.6960090640029597,0.6918596340766152,0.6960090640029597
LED (2),KNN,GEOMETRIC MEAN SCORE,0.9003922486086194,0.8227400050600953,0.9003922486086194
LED (2),DT,ROC AUC,0.9757808967402474,0.9725992146072264,0.9757808967402474
LED (2),DT,F1,0.7228109940374092,0.7631197418933269,0.7631197418933269
LED (2),DT,GEOMETRIC MEAN SCORE,0.9015407243664846,0.9049494304341817,0.9049494304341817
LED (2),GBC,ROC AUC,0.9739324490278292,0.9813225145928393,0.9741377250585769
LED (2),GBC,F1,0.6825022461814916,0.726841868823001,0.6825022461814916
LED (2),GBC,GEOMETRIC MEAN SCORE,0.8365231453718921,0.8729004136820482,0.8365231453718921
MANDELON 1,LR,ROC AUC,0.8545650179097317,0.8492207306350165,0.8545650179097317
MANDELON 1,LR,F1,0.13801623236990396,0.27996473592213156,0.32920694984525734
MANDELON 1,LR,GEOMETRIC MEAN SCORE,0.27529639169206005,0.7900359849262171,0.7849571282147171
MANDELON 1,KNN,ROC AUC,0.6446682117084698,0.6944122660549921,0.650130220138728
MANDELON 1,KNN,F1,0.06358589981447124,0.18948323133513884,0.18008281809541876
MANDELON 1,KNN,GEOMETRIC MEAN SCORE,0.15198945944753428,0.6175774820744215,0.49868017226479694
MANDELON 1,DT,ROC AUC,0.8091301905821557,0.8152569190815162,0.8140048210819187
MANDELON 1,DT,F1,0.47349912114912107,0.33511217707846025,0.4744312889812889
MANDELON 1,DT,GEOMETRIC MEAN SCORE,0.6084665534367645,0.7933870361593651,0.7887177476607856
MANDELON 1,GBC,ROC AUC,0.8484818797531793,0.8469629355845962,0.8469065766733672
MANDELON 1,GBC,F1,0.48312573855389074,0.45239744485016176,0.4917801493800414
MANDELON 1,GBC,GEOMETRIC MEAN SCORE,0.621883714331789,0.7576374454437582,0.7618441917586025
PIMA,LR,ROC AUC,0.826119291153767,0.828149622643639,0.830978978518662
PIMA,LR,F1,0.6246224516705662,0.6802828019762679,0.6855300425858193
PIMA,LR,GEOMETRIC MEAN SCORE,0.6967029422867107,0.7525542226512819,0.7579664007778024
PIMA,KNN,ROC AUC,0.7383466951244329,0.7281177263052053,0.7405313404594989
PIMA,KNN,F1,0.5713877687714363,0.6041763335238872,0.5943578448703928
PIMA,KNN,GEOMETRIC MEAN SCORE,0.663551877736168,0.6802617990884026,0.681609285371412
PIMA,DT,ROC AUC,0.766214464988386,0.752893415644809,0.8024403300566598
PIMA,DT,F1,0.5938932593962043,0.6439868531088824,0.6549179707293866
PIMA,DT,GEOMETRIC MEAN SCORE,0.6790494502427128,0.712017350700235,0.7120222881032056
PIMA,GBC,ROC AUC,0.8215903537722751,0.8203689351813654,0.8255337162984026
PIMA,GBC,F1,0.6056643413169964,0.6712739501578159,0.6699034668325028
PIMA,GBC,GEOMETRIC MEAN SCORE,0.6872077391846627,0.744501274667432,0.7444159929779994
PAGE BLOCKS 0,LR,ROC AUC,0.940606860369297,0.9507101682067067,0.9585139656424816
PAGE BLOCKS 0,LR,F1,0.6989433739464773,0.6714805543520753,0.7403648719242838
PAGE BLOCKS 0,LR,GEOMETRIC MEAN SCORE,0.7588488461174405,0.8838191827176795,0.8891772070932962
PAGE BLOCKS 0,KNN,ROC AUC,0.9410529379261983,0.9465836797034914,0.9413122136389352
PAGE BLOCKS 0,KNN,F1,0.7918246863929482,0.7876361125325957,0.8075746331145741
PAGE BLOCKS 0,KNN,GEOMETRIC MEAN SCORE,0.8531822440025351,0.9116859373844421,0.9170980073292262
PAGE BLOCKS 0,DT,ROC AUC,0.9335569009480709,0.9455118835392391,0.9474935879527884
PAGE BLOCKS 0,DT,F1,0.8476854090451416,0.7721039116639226,0.8462395607410427
PAGE BLOCKS 0,DT,GEOMETRIC MEAN SCORE,0.9051821824893265,0.9242224902883313,0.9362218391261276
PAGE BLOCKS 0,GBC,ROC AUC,0.9910014673217975,0.9901174929811815,0.9911883225471396
PAGE BLOCKS 0,GBC,F1,0.8708901344486188,0.8587326119865233,0.8829327454512238
PAGE BLOCKS 0,GBC,GEOMETRIC MEAN SCORE,0.9192599021817045,0.9492423392394871,0.9531861602425492
YEAST 1 (3),LR,ROC AUC,0.7552646732552072,0.7677206598483306,0.7696183929128686
YEAST 1 (3),LR,F1,0.0,0.3604871727562292,0.39610608925885027
YEAST 1 (3),LR,GEOMETRIC MEAN SCORE,0.0,0.7024836044079079,0.7127006981360406
YEAST 1 (3),KNN,ROC AUC,0.6886057720740636,0.7150625366894225,0.6970485271275539
YEAST 1 (3),KNN,F1,0.18333832962057506,0.35962073006092354,0.32527963637425705
YEAST 1 (3),KNN,GEOMETRIC MEAN SCORE,0.35543535552473715,0.6624025924750567,0.6346131431879358
YEAST 1 (3),DT,ROC AUC,0.6706370585064685,0.7241296244642637,0.7227781450716173
YEAST 1 (3),DT,F1,0.24000654334610763,0.37978956115295476,0.3573141084008334
YEAST 1 (3),DT,GEOMETRIC MEAN SCORE,0.4227768100927844,0.6850760371555057,0.671892723227696
YEAST 1 (3),GBC,ROC AUC,0.7439324430045334,0.7447881627159813,0.7536226823045167
YEAST 1 (3),GBC,F1,0.201126993983752,0.3843042292619919,0.38341838252839744
YEAST 1 (3),GBC,GEOMETRIC MEAN SCORE,0.361499402868535,0.6558658748705544,0.6799621808072993
