Dataset,Oversampler,Classifier,Metric,Score
VOWEL (3),SMOTE,LR,mean_test_f1,0.5371262542625438
VOWEL (3),SMOTE,LR,mean_test_geometric_mean_score,0.9339523011662202
VOWEL (3),SMOTE,KNN,mean_test_roc_auc,0.9998144157088121
VOWEL (3),SMOTE,KNN,mean_test_f1,0.9767176071055381
VOWEL (3),SMOTE,KNN,mean_test_geometric_mean_score,0.9867331661310853
VOWEL (3),SMOTE,DT,mean_test_roc_auc,0.9546813907796258
VOWEL (3),SMOTE,DT,mean_test_f1,0.6912962259596386
VOWEL (3),SMOTE,DT,mean_test_geometric_mean_score,0.9298808780198149
VOWEL (3),SMOTE,GBC,mean_test_roc_auc,0.9991338619369706
VOWEL (3),SMOTE,GBC,mean_test_f1,0.8535736772805738
VOWEL (3),SMOTE,GBC,mean_test_geometric_mean_score,0.971451314644859
VOWEL (3),G-SMOTE,LR,mean_test_roc_auc,0.9892965790149618
VOWEL (3),G-SMOTE,LR,mean_test_f1,0.5660930925606783
VOWEL (3),G-SMOTE,LR,mean_test_geometric_mean_score,0.9623213766309897
VOWEL (3),G-SMOTE,KNN,mean_test_roc_auc,0.9984843670847692
VOWEL (3),G-SMOTE,KNN,mean_test_f1,0.981876959247649
VOWEL (3),G-SMOTE,KNN,mean_test_geometric_mean_score,0.9826305192860197
VOWEL (3),G-SMOTE,DT,mean_test_roc_auc,0.9949889231361974
VOWEL (3),G-SMOTE,DT,mean_test_f1,0.859941934333415
VOWEL (3),G-SMOTE,DT,mean_test_geometric_mean_score,0.993285703211646
VOWEL (3),G-SMOTE,GBC,mean_test_roc_auc,1.0
VOWEL (3),G-SMOTE,GBC,mean_test_f1,0.9837030785306647
