Dataset,Classifier,Metric,NO OVERSAMPLING,RANDOM OVERSAMPLING,SMOTE,G-SOMO
PAGE BLOCKS 1 3,LR,ROC AUC,0.9899027205171274,0.9839299574998728,0.9857276238102508,0.9841284610882068
PAGE BLOCKS 1 3,LR,F1,0.7318149717514125,0.6842173457762644,0.6652139958959802,0.7695091807909604
PAGE BLOCKS 1 3,LR,GEOMETRIC MEAN SCORE,0.8146278534452794,0.9553108385627831,0.9530343890964771,0.9736946852526882
PAGE BLOCKS 1 3,KNN,ROC AUC,0.9647726115946456,0.9631422736295617,0.9874546686517025,0.980352996004479
PAGE BLOCKS 1 3,KNN,F1,0.6939785905441569,0.686516044751122,0.6946921369590862,0.7331276099238517
PAGE BLOCKS 1 3,KNN,GEOMETRIC MEAN SCORE,0.8291932929769188,0.8978663117765533,0.9609103027558938,0.918634793140588
PAGE BLOCKS 1 3,DT,ROC AUC,0.9538581749122003,0.9893838754008245,0.9977525194686211,0.9940691485977504
PAGE BLOCKS 1 3,DT,F1,0.9268867374484733,0.9561775200713649,0.9649866190900982,0.955204926157201
PAGE BLOCKS 1 3,DT,GEOMETRIC MEAN SCORE,0.9526629652375327,0.9891596859016728,0.997748710168642,0.9855063982830324
PAGE BLOCKS 1 3,GBC,ROC AUC,0.9995005598819159,0.9986265396752685,0.9986265396752685,0.9998751399704789
PAGE BLOCKS 1 3,GBC,F1,0.9667372881355932,0.9649866190900982,0.9649866190900982,0.9649866190900982
PAGE BLOCKS 1 3,GBC,GEOMETRIC MEAN SCORE,0.9977448748885748,0.997748710168642,0.997748710168642,0.997748710168642
YEAST 4,LR,ROC AUC,0.8841996418050918,0.8866422378326754,0.890788156778302,0.8876684673322173
YEAST 4,LR,F1,0.0,0.2761641352622729,0.2778343257608099,0.3720019988549945
YEAST 4,LR,GEOMETRIC MEAN SCORE,0.0,0.8250602896093648,0.8099787812364958,0.8311129455535076
YEAST 4,KNN,ROC AUC,0.7795461534068682,0.7761801848992926,0.8641989591212276,0.859263241438375
YEAST 4,KNN,F1,0.18662838392124692,0.3138935951739187,0.33446033387550367,0.41266639872723815
YEAST 4,KNN,GEOMETRIC MEAN SCORE,0.3344306041198851,0.6744068036387252,0.8199517564790274,0.7326998188574712
YEAST 4,DT,ROC AUC,0.8437273802698171,0.8208821848609875,0.8684892805707698,0.8944621000876973
YEAST 4,DT,F1,0.28019202393373666,0.2619643401878678,0.27774127326359843,0.3864855660012126
YEAST 4,DT,GEOMETRIC MEAN SCORE,0.4969314809562494,0.7831749458422417,0.7730765108229962,0.7474705269014047
YEAST 4,GBC,ROC AUC,0.9071152434151128,0.9059769624844476,0.9129141495371011,0.9281023006167889
YEAST 4,GBC,F1,0.30034141958670263,0.3482822426430544,0.3925091216882519,0.41581078191133997
YEAST 4,GBC,GEOMETRIC MEAN SCORE,0.47157069282831704,0.6561151910880735,0.7441358281780202,0.6474374688793904
VEHICLE (3),LR,ROC AUC,0.994450157884223,0.9935018298382237,0.9940638294180484,0.9956793724671835
VEHICLE (3),LR,F1,0.8788472956990073,0.8686863956748163,0.8840635661921956,0.8985843585259035
VEHICLE (3),LR,GEOMETRIC MEAN SCORE,0.9312505291606927,0.9471182439520104,0.9492899787551878,0.9551406912836207
VEHICLE (3),KNN,ROC AUC,0.9338934233997674,0.9327510401974671,0.954474100381705,0.9447991959287583
VEHICLE (3),KNN,F1,0.6279787852368498,0.6744994588273782,0.6885585622996007,0.6805582495890166
VEHICLE (3),KNN,GEOMETRIC MEAN SCORE,0.7197330623707314,0.8880673834206559,0.9311021793865698,0.8278655581126468
VEHICLE (3),DT,ROC AUC,0.9514186778468882,0.903255756022888,0.9376492577799698,0.9427580723134231
VEHICLE (3),DT,F1,0.7475916871490798,0.6766458266450806,0.7477836960191498,0.7490448656708794
VEHICLE (3),DT,GEOMETRIC MEAN SCORE,0.8416901707437361,0.8630763911069703,0.8968196320246343,0.8849215190055735
VEHICLE (3),GBC,ROC AUC,0.9882667430691666,0.9912879872361591,0.9915685415644645,0.9924821551786718
VEHICLE (3),GBC,F1,0.7763486470769335,0.7762752611736596,0.8211652934608361,0.8515594423934314
VEHICLE (3),GBC,GEOMETRIC MEAN SCORE,0.8357125356973061,0.8647807147810491,0.9090475739370124,0.9159508434005881
PAGE BLOCKS 0 (3),LR,ROC AUC,0.9164934419560623,0.9406180313081283,0.9369157185677606,0.8860921439927403
PAGE BLOCKS 0 (3),LR,F1,0.38326504065073247,0.43198892553298307,0.43870057336327595,0.5403709620912929
PAGE BLOCKS 0 (3),LR,GEOMETRIC MEAN SCORE,0.5112276860690089,0.8866567855330434,0.8867456087485355,0.791656113331237
PAGE BLOCKS 0 (3),KNN,ROC AUC,0.8696235095587469,0.8700527535634672,0.905016015405765,0.8797587616781237
PAGE BLOCKS 0 (3),KNN,F1,0.6094033017298002,0.6406215462516794,0.5843542322782549,0.6389439983963043
PAGE BLOCKS 0 (3),KNN,GEOMETRIC MEAN SCORE,0.7015555344069543,0.8399948235108272,0.8601781327004349,0.7447080527623559
PAGE BLOCKS 0 (3),DT,ROC AUC,0.8763418885194884,0.9231026073940511,0.921853343553316,0.8859150447575772
PAGE BLOCKS 0 (3),DT,F1,0.7113590119894269,0.55625039107592,0.5732691059739492,0.7196966180218494
PAGE BLOCKS 0 (3),DT,GEOMETRIC MEAN SCORE,0.801310804702359,0.8813229750574184,0.8948959414148625,0.8410043054425734
PAGE BLOCKS 0 (3),GBC,ROC AUC,0.9820063444113207,0.9826152898008493,0.9858588120984553,0.9857390081155779
PAGE BLOCKS 0 (3),GBC,F1,0.735027588471036,0.7370190890520345,0.7153969366093162,0.7525855559248289
PAGE BLOCKS 0 (3),GBC,GEOMETRIC MEAN SCORE,0.8269797686482776,0.8916572235354239,0.9031009896508235,0.8540484017332448
GLASS (2),LR,ROC AUC,0.8001206196038598,0.7993693922464872,0.8026123666835957,0.8118757406466905
GLASS (2),LR,F1,0.18994413407821228,0.48359492991810604,0.5061339229231026,0.5378121044177682
GLASS (2),LR,GEOMETRIC MEAN SCORE,0.27591700249559226,0.7089499915798368,0.7291543976601909,0.7497768591778284
GLASS (2),KNN,ROC AUC,0.8337777213475538,0.8491196885051634,0.8675035974267817,0.8767246487218554
GLASS (2),KNN,F1,0.5072119311313666,0.6329082163106312,0.6219071186555918,0.6244632956722038
GLASS (2),KNN,GEOMETRIC MEAN SCORE,0.667038932495163,0.8167324548827596,0.8138596286381362,0.7931279959290343
GLASS (2),DT,ROC AUC,0.8102092855933638,0.794018219908583,0.8036942398848823,0.841316446588793
GLASS (2),DT,F1,0.5457980979428636,0.6196268164578702,0.6071531857383301,0.6337169690473485
GLASS (2),DT,GEOMETRIC MEAN SCORE,0.7188487286682965,0.7901369098466597,0.7877389917793429,0.7911342759517572
GLASS (2),GBC,ROC AUC,0.9146880819366853,0.8962089470120196,0.9092813610970036,0.9299718554257661
GLASS (2),GBC,F1,0.6476797686799861,0.694221002461226,0.6559580876863271,0.7386578929935743
GLASS (2),GBC,GEOMETRIC MEAN SCORE,0.7669450734851178,0.807577470736065,0.808645559053656,0.8359572255126515
HEART,LR,ROC AUC,0.9045000000000001,0.9051666666666667,0.9049166666666667,0.9079166666666667
HEART,LR,F1,0.8228067198370947,0.8085430594862121,0.8165800351214576,0.8349997746339209
HEART,LR,GEOMETRIC MEAN SCORE,0.837500248274438,0.8237407474472809,0.8309008424167765,0.8502651021610327
HEART,KNN,ROC AUC,0.6765,0.6694583333333333,0.6870416666666668,0.6900416666666667
HEART,KNN,F1,0.5944714727996462,0.6045805548108336,0.5991578268375917,0.614244401155523
HEART,KNN,GEOMETRIC MEAN SCORE,0.6394192636798481,0.6414718819919969,0.6377182640987256,0.6535905465102034
HEART,DT,ROC AUC,0.81825,0.794125,0.8369583333333334,0.8452083333333333
HEART,DT,F1,0.7741591741591741,0.7305832349096879,0.798214898581321,0.7944832398418897
HEART,DT,GEOMETRIC MEAN SCORE,0.7985645833940644,0.751569742333263,0.8193007301383842,0.815777495271882
HEART,GBC,ROC AUC,0.8916666666666666,0.8907499999999999,0.8926666666666667,0.8971666666666667
HEART,GBC,F1,0.7890209001876725,0.7653764800650826,0.7797457607961271,0.8016295339133308
HEART,GBC,GEOMETRIC MEAN SCORE,0.8101403777298293,0.7876484332484761,0.8007856748227775,0.8182895593391022
IRIS (2),LR,ROC AUC,1.0,1.0,1.0,1.0
IRIS (2),LR,F1,1.0,1.0,1.0,1.0
IRIS (2),LR,GEOMETRIC MEAN SCORE,1.0,1.0,1.0,1.0
IRIS (2),KNN,ROC AUC,1.0,1.0,1.0,1.0
IRIS (2),KNN,F1,1.0,1.0,1.0,1.0
IRIS (2),KNN,GEOMETRIC MEAN SCORE,1.0,1.0,1.0,1.0
IRIS (2),DT,ROC AUC,1.0,1.0,1.0,1.0
IRIS (2),DT,F1,1.0,1.0,1.0,1.0
IRIS (2),DT,GEOMETRIC MEAN SCORE,1.0,1.0,1.0,1.0
IRIS (2),GBC,ROC AUC,1.0,1.0,1.0,1.0
IRIS (2),GBC,F1,1.0,1.0,1.0,1.0
IRIS (2),GBC,GEOMETRIC MEAN SCORE,1.0,1.0,1.0,1.0
IRIS,LR,ROC AUC,1.0,1.0,1.0,1.0
IRIS,LR,F1,1.0,1.0,1.0,1.0
IRIS,LR,GEOMETRIC MEAN SCORE,1.0,1.0,1.0,1.0
IRIS,KNN,ROC AUC,1.0,1.0,1.0,1.0
IRIS,KNN,F1,1.0,1.0,1.0,1.0
IRIS,KNN,GEOMETRIC MEAN SCORE,1.0,1.0,1.0,1.0
IRIS,DT,ROC AUC,1.0,1.0,1.0,1.0
IRIS,DT,F1,1.0,1.0,1.0,1.0
IRIS,DT,GEOMETRIC MEAN SCORE,1.0,1.0,1.0,1.0
IRIS,GBC,ROC AUC,1.0,1.0,1.0,1.0
IRIS,GBC,F1,1.0,1.0,1.0,1.0
IRIS,GBC,GEOMETRIC MEAN SCORE,1.0,1.0,1.0,1.0
ECOLI,LR,ROC AUC,0.9358153893634099,0.9358314782924493,0.9357192195653923,0.937680670439135
ECOLI,LR,F1,0.2868494287667219,0.7058680077382122,0.7059921563444989,0.7570434487051084
ECOLI,LR,GEOMETRIC MEAN SCORE,0.4114465164988662,0.8871904677698375,0.8872877423025426,0.9008665545436088
ECOLI,KNN,ROC AUC,0.9475666115643717,0.9385225520779421,0.9455049915325094,0.9503835758827606
ECOLI,KNN,F1,0.8751907350451805,0.8164998142113988,0.8297493369171496,0.8907191756968862
ECOLI,KNN,GEOMETRIC MEAN SCORE,0.925954440972688,0.9258936499035928,0.9295411023216178,0.9457171543824966
ECOLI,DT,ROC AUC,0.8882786379451619,0.8923896223445207,0.9023083055077201,0.9141920969115529
ECOLI,DT,F1,0.7851460944455418,0.8091460570119107,0.8085898607527302,0.8451085336994035
ECOLI,DT,GEOMETRIC MEAN SCORE,0.8544505923979104,0.8969506268789357,0.8966413384098819,0.9094487023733974
ECOLI,GBC,ROC AUC,0.9649582167071133,0.9653656809246034,0.9683636228225271,0.9725647469389648
ECOLI,GBC,F1,0.8041873346560846,0.8000668959308666,0.8241368917994027,0.859641804954305
ECOLI,GBC,GEOMETRIC MEAN SCORE,0.8638252403245343,0.8832972513778816,0.9078406486567758,0.9237135271268555
YEAST 1 (2),LR,ROC AUC,0.7626812593796829,0.7724907564322054,0.7707834176479085,0.7724768201915215
YEAST 1 (2),LR,F1,0.03476669322134048,0.4374117361447499,0.4384714128114505,0.46678062497855827
YEAST 1 (2),LR,GEOMETRIC MEAN SCORE,0.10743468474538052,0.6979931848751121,0.7016205763581351,0.6786857384651579
YEAST 1 (2),KNN,ROC AUC,0.7013478876651608,0.6918175236895304,0.6994967955839816,0.7422913343670475
YEAST 1 (2),KNN,F1,0.34552136916740395,0.388712525205313,0.3998510424001887,0.43068552655014436
YEAST 1 (2),KNN,GEOMETRIC MEAN SCORE,0.5154964746263122,0.6429679943305637,0.653730160881916,0.6173999311184768
YEAST 1 (2),DT,ROC AUC,0.6992616391407063,0.7215137821088463,0.7271343453129426,0.7337173525777518
YEAST 1 (2),DT,F1,0.36719685253729495,0.43233557503995496,0.4371013787383666,0.43976736376885933
YEAST 1 (2),DT,GEOMETRIC MEAN SCORE,0.5383001955913044,0.6708604246908476,0.673949518072446,0.6562109888939036
YEAST 1 (2),GBC,ROC AUC,0.7669994722365586,0.7653402620007931,0.7568841909119686,0.7909416959918005
YEAST 1 (2),GBC,F1,0.350540377329878,0.42718669334121817,0.4281282853409139,0.47861229904792113
YEAST 1 (2),GBC,GEOMETRIC MEAN SCORE,0.49139207030391574,0.6573031813949617,0.6320430512647475,0.6475934428487744
IRIS (3),LR,ROC AUC,1.0,1.0,1.0,1.0
IRIS (3),LR,F1,1.0,1.0,1.0,1.0
IRIS (3),LR,GEOMETRIC MEAN SCORE,1.0,1.0,1.0,1.0
IRIS (3),KNN,ROC AUC,1.0,1.0,1.0,1.0
IRIS (3),KNN,F1,1.0,1.0,1.0,1.0
IRIS (3),KNN,GEOMETRIC MEAN SCORE,1.0,1.0,1.0,1.0
IRIS (3),DT,ROC AUC,1.0,1.0,1.0,1.0
IRIS (3),DT,F1,1.0,1.0,1.0,1.0
IRIS (3),DT,GEOMETRIC MEAN SCORE,1.0,1.0,1.0,1.0
IRIS (3),GBC,ROC AUC,1.0,1.0,1.0,1.0
IRIS (3),GBC,F1,1.0,1.0,1.0,1.0
IRIS (3),GBC,GEOMETRIC MEAN SCORE,1.0,1.0,1.0,1.0
LED,LR,ROC AUC,0.9577588985469744,0.9536398319046707,0.9558346157818339,0.9623754530656006
LED,LR,F1,0.7266927792003854,0.5709173665351748,0.6009291501955158,0.782989780890458
LED,LR,GEOMETRIC MEAN SCORE,0.8151002651445652,0.8665178083683678,0.8723046761035484,0.9049680180277122
LED,KNN,ROC AUC,0.9151394369559289,0.9082092356342124,0.9247493172569525,0.9348719996285061
LED,KNN,F1,0.4952763146894072,0.5409040245018487,0.7145241431203134,0.710989022170392
LED,KNN,GEOMETRIC MEAN SCORE,0.6068391892000831,0.85936410807044,0.9057130363602722,0.8499414839031875
LED,DT,ROC AUC,0.9157416061097511,0.9225522824746035,0.9314112825582087,0.9422697815789702
LED,DT,F1,0.7627054594097483,0.604545377378678,0.7957937656357521,0.7957937656357521
LED,DT,GEOMETRIC MEAN SCORE,0.8851176668120131,0.8504186058486511,0.9032986114147991,0.9082724227351835
LED,GBC,ROC AUC,0.9463899074707735,0.9456938244997599,0.9559143479505982,0.9605165742282329
LED,GBC,F1,0.7494179998037097,0.652291823426135,0.8060304853650618,0.8155235283903455
LED,GBC,GEOMETRIC MEAN SCORE,0.8456488214105169,0.8412864507943719,0.8916097881384514,0.9055292175225462
ECOLI (3),LR,ROC AUC,0.9334650331915886,0.9278052255825116,0.9301433941112058,0.9352251856757182
ECOLI (3),LR,F1,0.0,0.49036685544702296,0.5012699749978995,0.6229967568422718
ECOLI (3),LR,GEOMETRIC MEAN SCORE,0.0,0.8982428636777006,0.9008394146595526,0.9085440904437028
ECOLI (3),KNN,ROC AUC,0.958590315472005,0.9544305469264452,0.9570796114482147,0.9607423122377939
ECOLI (3),KNN,F1,0.7741886020955788,0.7305410536307545,0.7593023255813953,0.8494103902741776
ECOLI (3),KNN,GEOMETRIC MEAN SCORE,0.8624051599631266,0.9208788665164224,0.9496495428840276,0.9574960751979429
ECOLI (3),DT,ROC AUC,0.7631525932594971,0.8405763294927077,0.8199169373210364,0.9197592571235115
ECOLI (3),DT,F1,0.5680475854894459,0.6554817275747506,0.6613363380805239,0.7675878938337409
ECOLI (3),DT,GEOMETRIC MEAN SCORE,0.721063992951771,0.8201164334472943,0.7976800455871389,0.906545680238705
ECOLI (3),GBC,ROC AUC,0.8511442510283624,0.9098662973614144,0.9482611774364165,0.9567024934925141
ECOLI (3),GBC,F1,0.7835548172757474,0.6914205395932971,0.6822836078650032,0.781498899771325
ECOLI (3),GBC,GEOMETRIC MEAN SCORE,0.8263321517265448,0.8112802296453583,0.8116436326424394,0.900880446797613
GLASS (3),LR,ROC AUC,0.7881558311947534,0.7845024237239806,0.7883251354433991,0.7890290846877674
GLASS (3),LR,F1,0.0,0.3500907973872074,0.3544021666770596,0.3782192129644231
GLASS (3),LR,GEOMETRIC MEAN SCORE,0.0,0.6582455077177042,0.6617801581388205,0.648428315031572
GLASS (3),KNN,ROC AUC,0.7994546621043626,0.8193568220701455,0.8546344810379243,0.8298804177359567
GLASS (3),KNN,F1,0.45675036481658526,0.5420045749004201,0.534107332898766,0.546773120425815
GLASS (3),KNN,GEOMETRIC MEAN SCORE,0.6523246059945883,0.7843225376173387,0.7955987684877603,0.7515031881334449
GLASS (3),DT,ROC AUC,0.7525440191046479,0.7662442971200457,0.8211122398061022,0.8001987097234103
GLASS (3),DT,F1,0.38811726392416407,0.5133001204069594,0.5247458705776853,0.5327237166533806
GLASS (3),DT,GEOMETRIC MEAN SCORE,0.6039162837329679,0.7297498558505076,0.7892470246711812,0.7512815464656983
GLASS (3),GBC,ROC AUC,0.8715693612774451,0.8902730253778158,0.8931244653550043,0.9197230538922155
GLASS (3),GBC,F1,0.49224278715296677,0.539881774911715,0.6383497195495489,0.6333830077401756
GLASS (3),GBC,GEOMETRIC MEAN SCORE,0.6010297466352195,0.6738927078146153,0.7977238867582125,0.7650975307195257
HABERMAN (3),LR,ROC AUC,0.7417283950617284,0.731111111111111,0.7372839506172839,0.7644444444444445
HABERMAN (3),LR,F1,0.05555555555555555,0.3782828282828283,0.3693189964157706,0.40096745359903263
HABERMAN (3),LR,GEOMETRIC MEAN SCORE,0.10961961916258325,0.676342995469279,0.6714286994475205,0.6566088997009607
HABERMAN (3),KNN,ROC AUC,0.6911111111111112,0.6692592592592592,0.7376543209876543,0.7464197530864197
HABERMAN (3),KNN,F1,0.17676767676767677,0.28901962235295564,0.3642130470087459,0.408972073677956
HABERMAN (3),KNN,GEOMETRIC MEAN SCORE,0.26675445942626047,0.5878832773198817,0.6932065363137703,0.6404299218351017
HABERMAN (3),DT,ROC AUC,0.5893827160493827,0.6541975308641976,0.7143209876543208,0.6807407407407406
HABERMAN (3),DT,F1,0.21777319114780413,0.32740953597275435,0.36861326646272885,0.41027445580548294
HABERMAN (3),DT,GEOMETRIC MEAN SCORE,0.42511733146605857,0.6067688813567058,0.6851203471400127,0.6531502937294364
HABERMAN (3),GBC,ROC AUC,0.5903703703703703,0.5792592592592593,0.6795061728395062,0.665679012345679
HABERMAN (3),GBC,F1,0.17857142857142858,0.2513219136671149,0.3971351455561982,0.3700007780890133
HABERMAN (3),GBC,GEOMETRIC MEAN SCORE,0.36802178200423735,0.48108512657531527,0.6513679330537772,0.5835394094183493
MANDELON 2 (3),LR,ROC AUC,0.822435128665566,0.805506404475175,0.8065992030510413,0.8279269346455769
MANDELON 2 (3),LR,F1,0.17171889543903196,0.15508042745487893,0.15479850715013938,0.18740852903370472
MANDELON 2 (3),LR,GEOMETRIC MEAN SCORE,0.41221074116003453,0.5162692118865226,0.5162564503623395,0.47808655363699915
MANDELON 2 (3),KNN,ROC AUC,0.5095195143176982,0.5083355679199107,0.5155863860626102,0.5355583954543044
MANDELON 2 (3),KNN,F1,0.0,0.0,0.02373323665750947,0.023816786069345793
MANDELON 2 (3),KNN,GEOMETRIC MEAN SCORE,0.0,0.0,0.07229422455580606,0.15926341894488166
MANDELON 2 (3),DT,ROC AUC,0.8291991237687668,0.8426379307942642,0.8751076627296144,0.8509145916360015
MANDELON 2 (3),DT,F1,0.7067555883009342,0.49249178359246615,0.38230415572499543,0.7054890561806314
MANDELON 2 (3),DT,GEOMETRIC MEAN SCORE,0.7701745589472946,0.8225617818544497,0.8181726809951596,0.7960515865300247
MANDELON 2 (3),GBC,ROC AUC,0.8455483143607824,0.929977493372602,0.9456288700011842,0.9216781262911168
MANDELON 2 (3),GBC,F1,0.6777548560524325,0.756404592254242,0.8653497431654428,0.7752763856692699
MANDELON 2 (3),GBC,GEOMETRIC MEAN SCORE,0.7698361209842818,0.826099396942443,0.8745148307101492,0.8068973124704418
NEW THYROID 2 (2),LR,ROC AUC,0.9990693739424704,1.0,0.9995346869712352,1.0
NEW THYROID 2 (2),LR,F1,0.9695431472081218,0.9442334315430762,0.9311171062440098,1.0
NEW THYROID 2 (2),LR,GEOMETRIC MEAN SCORE,0.970809549875981,0.9944352610031474,0.9798187964793179,1.0
NEW THYROID 2 (2),KNN,ROC AUC,0.931218274111675,0.934010152284264,0.982994923857868,0.9488578680203046
NEW THYROID 2 (2),KNN,F1,0.7611312545322698,0.8438807385507893,0.8621870796997699,0.8502398616611814
NEW THYROID 2 (2),KNN,GEOMETRIC MEAN SCORE,0.78806022969029,0.9171936539697434,0.9524411504026007,0.8965714447264244
NEW THYROID 2 (2),DT,ROC AUC,0.9614213197969542,0.9614213197969542,0.9765439932318103,0.9944585448392553
NEW THYROID 2 (2),DT,F1,0.9117966072280792,0.9117966072280792,0.915129427819783,0.9537862025171671
NEW THYROID 2 (2),DT,GEOMETRIC MEAN SCORE,0.9595591141353171,0.9595591141353171,0.9755953830891091,0.9944352610031474
NEW THYROID 2 (2),GBC,ROC AUC,0.9614213197969542,0.9945431472081219,0.9986252115059221,1.0
NEW THYROID 2 (2),GBC,F1,0.9117966072280792,0.9117966072280792,0.9117966072280792,0.9633389734912577
NEW THYROID 2 (2),GBC,GEOMETRIC MEAN SCORE,0.9595591141353171,0.9595591141353171,0.9595591141353171,0.9944352610031474
VEHICLE (2),LR,ROC AUC,0.997283969335687,0.9970966628481124,0.9970733216992336,0.9974009781607668
VEHICLE (2),LR,F1,0.9153294064068191,0.9020243799470249,0.9153294064068191,0.9230907167905043
VEHICLE (2),LR,GEOMETRIC MEAN SCORE,0.9559841254139999,0.953714465069353,0.9559841254139999,0.964570918044614
VEHICLE (2),KNN,ROC AUC,0.9407971793500818,0.9324241135821503,0.9407371234530815,0.9544156854987098
VEHICLE (2),KNN,F1,0.7492531597089237,0.7283328927991543,0.7427458585901063,0.781437922097654
VEHICLE (2),KNN,GEOMETRIC MEAN SCORE,0.8132353752827399,0.8866814944895919,0.8924664319372821,0.8739171293835609
VEHICLE (2),DT,ROC AUC,0.9457062513395903,0.9475434096823758,0.9403446319975951,0.945492926490417
VEHICLE (2),DT,F1,0.7527931052299692,0.7329473951173835,0.7284625767150452,0.832268461260405
VEHICLE (2),DT,GEOMETRIC MEAN SCORE,0.8318837293933312,0.9157904944700876,0.8888114844555405,0.919602119039683
VEHICLE (2),GBC,ROC AUC,0.9902588936206214,0.9906802754880097,0.9888534743700277,0.9929287038244112
VEHICLE (2),GBC,F1,0.8520623168596437,0.8466365870736432,0.8474806634488239,0.898545629320398
VEHICLE (2),GBC,GEOMETRIC MEAN SCORE,0.9059649268107739,0.9229357687460698,0.9253153175691751,0.9507793723851075
LIBRAS,LR,ROC AUC,0.9386160714285714,0.9205729166666666,0.9337797619047619,0.9605654761904763
LIBRAS,LR,F1,0.5373737373737373,0.7000482640721345,0.7528860028860028,0.7840627209048261
LIBRAS,LR,GEOMETRIC MEAN SCORE,0.6064930722941141,0.8787982658216962,0.8773819993632951,0.8878788174300349
LIBRAS,KNN,ROC AUC,0.9479166666666666,0.9529389880952381,0.9749813988095238,0.9705171130952381
LIBRAS,KNN,F1,0.7985347985347986,0.8446455505279035,0.820680408915703,0.8605769230769231
LIBRAS,KNN,GEOMETRIC MEAN SCORE,0.8157214112895427,0.9043733101850737,0.9437989092077259,0.9141048168890692
LIBRAS,DT,ROC AUC,0.7196800595238095,0.836309523809524,0.8204985119047619,0.9098772321428571
LIBRAS,DT,F1,0.4664926576691283,0.7095904095904095,0.6808936677357731,0.7132936507936507
LIBRAS,DT,GEOMETRIC MEAN SCORE,0.6830366274969173,0.811239806449696,0.8190874550264136,0.8826201897346848
LIBRAS,GBC,ROC AUC,0.9315476190476191,0.8904389880952381,0.8855096726190477,0.9756324404761905
LIBRAS,GBC,F1,0.6346999405822935,0.7133089133089134,0.7703296703296705,0.8177318295739348
LIBRAS,GBC,GEOMETRIC MEAN SCORE,0.7179931552296137,0.8113550312416393,0.8537835718693159,0.9034927172980496
VEHICLE,LR,ROC AUC,0.9943778918217298,0.9941096228916058,0.9943552163016394,0.994958857769285
VEHICLE,LR,F1,0.9348027547915566,0.9330450578490885,0.939254895021276,0.9413554775574868
VEHICLE,LR,GEOMETRIC MEAN SCORE,0.9569730492433194,0.9647850885665054,0.9635048227546958,0.9675989823414538
VEHICLE,KNN,ROC AUC,0.976376650218465,0.9731313016291538,0.9764197225498361,0.9787988408671305
VEHICLE,KNN,F1,0.8477976225778636,0.8488917074824625,0.8551453017853019,0.8672888142532318
VEHICLE,KNN,GEOMETRIC MEAN SCORE,0.9106478262845419,0.9317094302400479,0.9395794443415176,0.931814209342562
VEHICLE,DT,ROC AUC,0.9380580329110245,0.945588812744422,0.9372200744404828,0.9602650006039213
VEHICLE,DT,F1,0.8404906258434932,0.8490107442659636,0.8613608107630948,0.8741312615234755
VEHICLE,DT,GEOMETRIC MEAN SCORE,0.8984403632873414,0.9171114098545673,0.9259807651175294,0.9329692931930539
VEHICLE,GBC,ROC AUC,0.9926026692162511,0.9926082890079038,0.9928612839132247,0.9945836896257101
VEHICLE,GBC,F1,0.917911347529906,0.931860973778619,0.9271576499636127,0.9407401905989755
VEHICLE,GBC,GEOMETRIC MEAN SCORE,0.9460331577624004,0.9643094953372779,0.960024103133606,0.9704307360694887
YEAST 5,LR,ROC AUC,0.986378112565781,0.986344419843409,0.9862733241881658,0.9874844572262867
YEAST 5,LR,F1,0.0,0.45650541612465645,0.463515637209736,0.544558781359367
YEAST 5,LR,GEOMETRIC MEAN SCORE,0.0,0.96284801814347,0.9639308564170346,0.9739633833019798
YEAST 5,KNN,ROC AUC,0.9895253738287768,0.9894414428507252,0.9890143675394686,0.9911899547554872
YEAST 5,KNN,F1,0.640667115902965,0.6719980270483887,0.6580812666729109,0.7073840485973
YEAST 5,KNN,GEOMETRIC MEAN SCORE,0.7817708959920494,0.952032162753356,0.9674945521323295,0.9826597946226922
YEAST 5,DT,ROC AUC,0.9259489114041843,0.950095863817225,0.9595763541265563,0.978366364234373
YEAST 5,DT,F1,0.7276378765664555,0.6843021996534464,0.7084122701704868,0.774040836102516
YEAST 5,DT,GEOMETRIC MEAN SCORE,0.8390296551101655,0.9482730168497231,0.9516736602259419,0.9602437829184455
YEAST 5,GBC,ROC AUC,0.977045228468746,0.9560977810935695,0.9796828873058656,0.9921070786805288
YEAST 5,GBC,F1,0.7148926508193989,0.725106399833214,0.761533257005165,0.7912504890879053
YEAST 5,GBC,GEOMETRIC MEAN SCORE,0.8297772525917619,0.8644345389173184,0.9074652137906433,0.9271469506567347
HABERMAN (2),LR,ROC AUC,0.7459512060266777,0.7640142373349921,0.7620432649111895,0.7667804271200498
HABERMAN (2),LR,F1,0.112214498510427,0.48763160691340857,0.4891085697607786,0.48350571214696975
HABERMAN (2),LR,GEOMETRIC MEAN SCORE,0.2152391741838199,0.7258239831596454,0.7276412536297625,0.6882842094210799
HABERMAN (2),KNN,ROC AUC,0.6923070011749257,0.6583471559886656,0.7123846153846154,0.7333131522565485
HABERMAN (2),KNN,F1,0.3582291921914563,0.3398804621262053,0.35274240501067344,0.5145708452792057
HABERMAN (2),KNN,GEOMETRIC MEAN SCORE,0.5081503361880962,0.6103365522811995,0.6188860215933163,0.7017869639085603
HABERMAN (2),DT,ROC AUC,0.6569064897366784,0.6851044301610341,0.7413903517865781,0.7354537286612759
HABERMAN (2),DT,F1,0.31691757696127115,0.42276344556338663,0.4296558247462082,0.4713145345220817
HABERMAN (2),DT,GEOMETRIC MEAN SCORE,0.47934412893669887,0.6530895974127657,0.688280334039172,0.6805220543228792
