Dataset,Classifier,Metric,NO OVERSAMPLING,RANDOM OVERSAMPLING,SMOTE,G-SOMO
NEW THYROID 1,KNN,ROC AUC,0.9480831571529245,0.9525017618040874,0.981046511627907,0.9807434813248767
NEW THYROID 1,KNN,F1,0.9,0.9267906976744186,0.939249169435216,0.9529989888776542
NEW THYROID 1,KNN,GEOMETRIC MEAN SCORE,0.9070217219621393,0.9488279924557663,0.9573529352645487,0.9599443337108664
NEW THYROID 1,DT,ROC AUC,0.9656395348837209,0.9630673009161381,0.9804651162790698,0.9774806201550388
NEW THYROID 1,DT,F1,0.8796150245290791,0.92415221987315,0.9598139534883721,0.9357548417204635
NEW THYROID 1,DT,GEOMETRIC MEAN SCORE,0.9403726806311852,0.9614811770751412,0.9803539627112842,0.9734022286243393
NEW THYROID 1,GBC,ROC AUC,0.9981395348837211,0.995045806906272,0.9974418604651163,0.9990521494009866
NEW THYROID 1,GBC,F1,0.9431749241658242,0.9011469716666884,0.9598139534883721,0.9582017577973089
NEW THYROID 1,GBC,GEOMETRIC MEAN SCORE,0.9660394456879425,0.9393301255322332,0.9803539627112842,0.983975783685404
HEART (3),LR,ROC AUC,0.8637836899942163,0.8605349913244651,0.867816078658184,0.8774505494505496
HEART (3),LR,F1,0.6654096109839818,0.655325510091844,0.64878324844369,0.7189126662810873
HEART (3),LR,GEOMETRIC MEAN SCORE,0.7527059253961472,0.8030339451357971,0.7982686003642941,0.8214728332522214
HEART (3),KNN,ROC AUC,0.6867998843262002,0.6676136495083864,0.6731752458068248,0.7083906882591093
HEART (3),KNN,F1,0.27421052631578946,0.4205820401788434,0.421084556812111,0.47021693230632683
HEART (3),KNN,GEOMETRIC MEAN SCORE,0.4262057188747875,0.629448177534622,0.6277463108211375,0.665457625077325
HEART (3),DT,ROC AUC,0.7532394447657607,0.714037015615963,0.7297877385772122,0.8072408906882591
HEART (3),DT,F1,0.53234681277975,0.5557972339551287,0.5670740844152823,0.6182823659940365
HEART (3),DT,GEOMETRIC MEAN SCORE,0.6600742541692153,0.689383941326811,0.7130574268327112,0.7409201576536013
HEART (3),GBC,ROC AUC,0.8146726431463274,0.8284401388085598,0.8618143435511857,0.8518669751301331
HEART (3),GBC,F1,0.5348563736707497,0.6021429568616502,0.5854752927180134,0.6481062149986636
HEART (3),GBC,GEOMETRIC MEAN SCORE,0.6826831148496446,0.7305421130523269,0.7147400940647568,0.7618869223641409
SEGMENTATION (2),LR,ROC AUC,0.9994857667584941,0.9996097337006429,0.9995592286501377,0.999641873278237
SEGMENTATION (2),LR,F1,0.9878211544878212,0.9732816965389546,0.9878211544878212,0.9878211544878212
SEGMENTATION (2),LR,GEOMETRIC MEAN SCORE,0.993378030447554,0.9921131976818727,0.993378030447554,0.993378030447554
SEGMENTATION (2),KNN,ROC AUC,0.9833471074380165,0.9850229568411386,0.9884664830119375,0.9902387511478421
SEGMENTATION (2),KNN,F1,0.9042424242424242,0.9113464916046328,0.9125950730670912,0.9194967547715033
SEGMENTATION (2),KNN,GEOMETRIC MEAN SCORE,0.934011536406243,0.9752298373614072,0.9779866489625122,0.9758902909125835
SEGMENTATION (2),DT,ROC AUC,0.9829545454545455,0.982006427915519,0.9818388429752066,0.9889577594123049
SEGMENTATION (2),DT,F1,0.9625243307728977,0.9475437328902051,0.9513910435503659,0.9587795472354299
SEGMENTATION (2),DT,GEOMETRIC MEAN SCORE,0.9827867858323875,0.9774062416131164,0.9818163611253328,0.9887380416945779
SEGMENTATION (2),GBC,ROC AUC,0.993783287419651,0.9943296602387511,0.9951584022038567,0.9997245179063361
SEGMENTATION (2),GBC,F1,0.9722971685235837,0.9659329411697055,0.9585829189885201,0.9816212368042943
SEGMENTATION (2),GBC,GEOMETRIC MEAN SCORE,0.983414940793446,0.9830649023220381,0.9824409161244634,0.9948186337234787
