Dataset,Classifier,Metric,NO OVERSAMPLING,G-SMOTE,K-MEANS G-SMOTE
PAGE BLOCKS 0 (3),DT,F1,0.6995704448122821,0.6811239964608717,0.7323522727793694
PAGE BLOCKS 0 (3),DT,GEOMETRIC MEAN SCORE,0.7817383671502087,0.9013762405227412,0.8911680805753079
PAGE BLOCKS 0 (3),GBC,ROC AUC,0.986576059235144,0.9877554604108805,0.9873877759225465
PAGE BLOCKS 0 (3),GBC,F1,0.756836922460296,0.7646316676739244,0.7734808517189093
PAGE BLOCKS 0 (3),GBC,GEOMETRIC MEAN SCORE,0.842480046827947,0.9304968188629321,0.923938112769124
GLASS (2),LR,ROC AUC,0.8104473506009818,0.8118545793126799,0.8112567716268834
GLASS (2),LR,F1,0.2572865845951617,0.5360531472433638,0.5377246480105501
GLASS (2),LR,GEOMETRIC MEAN SCORE,0.39883939260764745,0.761727346688877,0.7561583118186804
GLASS (2),KNN,ROC AUC,0.7867519468427291,0.8019034619942442,0.8236493778567802
GLASS (2),KNN,F1,0.5124312979547373,0.5328971536166371,0.5525596894311977
GLASS (2),KNN,GEOMETRIC MEAN SCORE,0.6579637004155788,0.7392325773166848,0.7284031127818443
GLASS (2),DT,ROC AUC,0.8036492720501099,0.8221389876417808,0.8318255882850855
GLASS (2),DT,F1,0.5258904321328417,0.624697578569354,0.673766238619287
GLASS (2),DT,GEOMETRIC MEAN SCORE,0.6634389543126367,0.8021133556255234,0.8119700476501457
GLASS (2),GBC,ROC AUC,0.9230415185373286,0.9199466734382935,0.9351987049263585
GLASS (2),GBC,F1,0.6341205349585238,0.7019929472920854,0.73932795404741
GLASS (2),GBC,GEOMETRIC MEAN SCORE,0.7473629960934844,0.8264325898421055,0.840246100663414
HEART,LR,ROC AUC,0.9003333333333332,0.9026666666666667,0.9034166666666665
HEART,LR,F1,0.8273716487571909,0.8341634491634493,0.8292271115970979
HEART,LR,GEOMETRIC MEAN SCORE,0.8435685342580254,0.8498480282022669,0.8455180410879806
HEART,KNN,ROC AUC,0.6860833333333334,0.6912083333333333,0.6994166666666666
HEART,KNN,F1,0.6017094017094017,0.6197432587492828,0.6193786564594691
HEART,KNN,GEOMETRIC MEAN SCORE,0.6434815743118425,0.6555938893757562,0.6545921124094621
HEART,DT,ROC AUC,0.7621249999999999,0.7850416666666666,0.7971666666666666
HEART,DT,F1,0.741683514718745,0.7349318273975808,0.7616916519694299
HEART,DT,GEOMETRIC MEAN SCORE,0.7641275305758757,0.7599702446024834,0.7811647033015012
HEART,GBC,ROC AUC,0.8680416666666667,0.8754166666666667,0.8807500000000001
HEART,GBC,F1,0.7506721803486924,0.7696174642380604,0.7806888399046473
HEART,GBC,GEOMETRIC MEAN SCORE,0.7775599928807948,0.7929317986801877,0.8037036558397285
IRIS (2),LR,ROC AUC,1.0,1.0,1.0
IRIS (2),LR,F1,1.0,1.0,1.0
IRIS (2),LR,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (2),KNN,ROC AUC,1.0,1.0,1.0
IRIS (2),KNN,F1,1.0,1.0,1.0
IRIS (2),KNN,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (2),DT,ROC AUC,1.0,1.0,1.0
IRIS (2),DT,F1,1.0,1.0,1.0
IRIS (2),DT,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (2),GBC,ROC AUC,1.0,1.0,1.0
IRIS (2),GBC,F1,1.0,1.0,1.0
IRIS (2),GBC,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS,LR,ROC AUC,1.0,1.0,1.0
IRIS,LR,F1,1.0,1.0,1.0
IRIS,LR,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS,KNN,ROC AUC,1.0,1.0,1.0
IRIS,KNN,F1,1.0,1.0,1.0
IRIS,KNN,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS,DT,ROC AUC,1.0,1.0,1.0
IRIS,DT,F1,1.0,1.0,1.0
IRIS,DT,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS,GBC,ROC AUC,1.0,1.0,1.0
IRIS,GBC,F1,1.0,1.0,1.0
IRIS,GBC,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
ECOLI,LR,ROC AUC,0.9342474136600019,0.9358618623198938,0.9371759396492203
ECOLI,LR,F1,0.34282756580893226,0.712753147372582,0.7558833700982706
ECOLI,LR,GEOMETRIC MEAN SCORE,0.4579759734884029,0.8938368915640531,0.9132540918538045
ECOLI,KNN,ROC AUC,0.9480344669907281,0.9429470527634969,0.9494359960140583
ECOLI,KNN,F1,0.8672969187675069,0.791719143904033,0.8674612112112112
ECOLI,KNN,GEOMETRIC MEAN SCORE,0.9269256081098317,0.9223098396133489,0.9401091240076573
ECOLI,DT,ROC AUC,0.8806421604351582,0.9130560477426007,0.9244688954342469
ECOLI,DT,F1,0.7437280161140006,0.8437985878473011,0.8409494004017998
ECOLI,DT,GEOMETRIC MEAN SCORE,0.8441901365356803,0.9133620656435733,0.9207757825233769
ECOLI,GBC,ROC AUC,0.9517951441494852,0.9643712861062057,0.9679572918659812
ECOLI,GBC,F1,0.8023215551576894,0.8559321066674008,0.8806483777721614
ECOLI,GBC,GEOMETRIC MEAN SCORE,0.8773213188217315,0.9167639642335403,0.9373362791478559
YEAST 1 (2),LR,ROC AUC,0.7619087882829017,0.7733928425983138,0.7731501396749139
YEAST 1 (2),LR,F1,0.044976087198309415,0.4473049943015442,0.4644374765763417
YEAST 1 (2),LR,GEOMETRIC MEAN SCORE,0.14711494755490206,0.7033091870468948,0.7076709315025902
YEAST 1 (2),KNN,ROC AUC,0.6982785590915608,0.7260805566986477,0.7255198686337975
YEAST 1 (2),KNN,F1,0.3252097581838219,0.40781110297466233,0.41132054401010587
YEAST 1 (2),KNN,GEOMETRIC MEAN SCORE,0.4954574994815458,0.658943501681698,0.651619531771512
YEAST 1 (2),DT,ROC AUC,0.705022759065829,0.7405381032179748,0.7483014671156326
YEAST 1 (2),DT,F1,0.34343055629604297,0.43965402917419627,0.4602414937350782
YEAST 1 (2),DT,GEOMETRIC MEAN SCORE,0.5043571227395757,0.6825281847470861,0.6998131489969872
YEAST 1 (2),GBC,ROC AUC,0.7944477404821026,0.7967252681253045,0.7943964583647044
YEAST 1 (2),GBC,F1,0.36930203977559606,0.45871791311607124,0.46983238148070194
YEAST 1 (2),GBC,GEOMETRIC MEAN SCORE,0.5176388222812363,0.6913169606667725,0.6906094036560982
IRIS (3),LR,ROC AUC,1.0,1.0,1.0
IRIS (3),LR,F1,1.0,1.0,1.0
IRIS (3),LR,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (3),KNN,ROC AUC,1.0,1.0,1.0
IRIS (3),KNN,F1,1.0,1.0,1.0
IRIS (3),KNN,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (3),DT,ROC AUC,1.0,1.0,1.0
IRIS (3),DT,F1,1.0,1.0,1.0
IRIS (3),DT,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (3),GBC,ROC AUC,1.0,1.0,1.0
IRIS (3),GBC,F1,1.0,1.0,1.0
IRIS (3),GBC,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
LED,LR,ROC AUC,0.9553092658606536,0.9514101542683405,0.9553092658606536
LED,LR,F1,0.7249360421369451,0.5911551676239736,0.7829642767566017
LED,LR,GEOMETRIC MEAN SCORE,0.8122757521002424,0.8768616873638493,0.9009789541610438
LED,KNN,ROC AUC,0.939525639701579,0.9317828024980128,0.939525639701579
LED,KNN,F1,0.6204386238032226,0.5950486888625914,0.6204386238032226
LED,KNN,GEOMETRIC MEAN SCORE,0.7560645117229375,0.8914119437536722,0.7637543627224723
LED,DT,ROC AUC,0.9198730007138587,0.927824848177391,0.9276274447383861
LED,DT,F1,0.7936418359668925,0.7011150103382211,0.7936418359668925
LED,DT,GEOMETRIC MEAN SCORE,0.902178072839246,0.8827528513720422,0.902178072839246
LED,GBC,ROC AUC,0.9470497726207459,0.9481104171135375,0.9523243386027214
LED,GBC,F1,0.7798481428278269,0.7133554640817952,0.7798481428278269
LED,GBC,GEOMETRIC MEAN SCORE,0.8604287479396534,0.8914636554810889,0.8604287479396534
ECOLI (3),LR,ROC AUC,0.9301882861532853,0.9289660321015305,0.9322427791398338
ECOLI (3),LR,F1,0.0,0.5134423946791211,0.5676632750203304
ECOLI (3),LR,GEOMETRIC MEAN SCORE,0.0,0.9145256092933058,0.9227448415243049
ECOLI (3),KNN,ROC AUC,0.9597121204793281,0.9552249004500366,0.9597121204793281
ECOLI (3),KNN,F1,0.839334253786081,0.7452877662692984,0.839334253786081
ECOLI (3),KNN,GEOMETRIC MEAN SCORE,0.8930771460188626,0.9396257713651699,0.9503222621040261
ECOLI (3),DT,ROC AUC,0.8520579963019871,0.9264681991966557,0.9320996702543097
ECOLI (3),DT,F1,0.6856342715977267,0.7811132665783829,0.8253852459832527
ECOLI (3),DT,GEOMETRIC MEAN SCORE,0.7922406345301496,0.9243901620622214,0.9284010173612733
ECOLI (3),GBC,ROC AUC,0.9190151281221361,0.9581800865349916,0.9677490981287955
ECOLI (3),GBC,F1,0.7100537889574434,0.8096929648424664,0.8484100616990983
ECOLI (3),GBC,GEOMETRIC MEAN SCORE,0.7934729298872447,0.9253089340770213,0.9258761373523953
GLASS (3),LR,ROC AUC,0.7905439121756486,0.7935022811519817,0.7927359566581124
GLASS (3),LR,F1,0.0,0.39584556377441193,0.46113853740482835
GLASS (3),LR,GEOMETRIC MEAN SCORE,0.0,0.7158317030066961,0.7631587469895518
GLASS (3),KNN,ROC AUC,0.7457673937838608,0.774896635300827,0.7752619760479043
GLASS (3),KNN,F1,0.43877081002829504,0.46428196239100744,0.45718291922941445
GLASS (3),KNN,GEOMETRIC MEAN SCORE,0.6026027406556497,0.7073163153618431,0.6888662452061018
GLASS (3),DT,ROC AUC,0.6812713857998288,0.7608666595380668,0.7888686911890505
GLASS (3),DT,F1,0.3296348479511565,0.41263852385726285,0.47258936124733936
GLASS (3),DT,GEOMETRIC MEAN SCORE,0.5267194992032895,0.694885287082063,0.7065460183254471
GLASS (3),GBC,ROC AUC,0.8512795836897633,0.8850067721699459,0.8737524950099802
GLASS (3),GBC,F1,0.34970059880239523,0.48266098855446476,0.5993946173586893
GLASS (3),GBC,GEOMETRIC MEAN SCORE,0.5331933719241512,0.6552718501425365,0.7186125435770003
HABERMAN (3),LR,ROC AUC,0.6770370370370371,0.6980246913580247,0.7358024691358025
HABERMAN (3),LR,F1,0.0,0.3431835597352839,0.40055555555555555
HABERMAN (3),LR,GEOMETRIC MEAN SCORE,0.0,0.654623511803028,0.6625672947767681
HABERMAN (3),KNN,ROC AUC,0.6195061728395062,0.6861728395061728,0.681604938271605
HABERMAN (3),KNN,F1,0.17777777777777776,0.28961437113611027,0.3342857142857143
HABERMAN (3),KNN,GEOMETRIC MEAN SCORE,0.2957027525092905,0.5995015357701572,0.5494033209569587
HABERMAN (3),DT,ROC AUC,0.6246913580246913,0.7461728395061729,0.6959259259259261
HABERMAN (3),DT,F1,0.14892514892514894,0.4221727038393705,0.4081501287383641
HABERMAN (3),DT,GEOMETRIC MEAN SCORE,0.3242522204533943,0.7225222898744467,0.6607786432903753
HABERMAN (3),GBC,ROC AUC,0.6762962962962964,0.7239506172839505,0.7060493827160494
HABERMAN (3),GBC,F1,0.18614718614718617,0.43151132817799476,0.387555392103447
HABERMAN (3),GBC,GEOMETRIC MEAN SCORE,0.36658544599898024,0.708638289590124,0.6189145630740971
MANDELON 2 (3),LR,ROC AUC,0.7853308501021103,0.7682730115528662,0.7957614340365583
MANDELON 2 (3),LR,F1,0.11060888519230218,0.12642715804907131,0.13452410740201118
MANDELON 2 (3),LR,GEOMETRIC MEAN SCORE,0.2687505246248263,0.534273493159801,0.46590591138377785
MANDELON 2 (3),KNN,ROC AUC,0.49211898825207634,0.5974663257984361,0.5118625600645619
MANDELON 2 (3),KNN,F1,0.0,0.03176561700615442,0.011498175826762387
MANDELON 2 (3),KNN,GEOMETRIC MEAN SCORE,0.0,0.5647647014056796,0.09113405978686874
MANDELON 2 (3),DT,ROC AUC,0.7720912709385317,0.8893604078683169,0.8249944470255617
MANDELON 2 (3),DT,F1,0.6601709439593397,0.4520661149731618,0.6717188954390318
MANDELON 2 (3),DT,GEOMETRIC MEAN SCORE,0.7493788864314086,0.8732509926678873,0.8346546337555034
MANDELON 2 (3),GBC,ROC AUC,0.846055439583906,0.936873834813144,0.9121293051293139
MANDELON 2 (3),GBC,F1,0.6124863430683442,0.8520187375046366,0.6753022279693892
MANDELON 2 (3),GBC,GEOMETRIC MEAN SCORE,0.748223683868481,0.9057406998852897,0.8076923184839255
NEW THYROID 2 (2),LR,ROC AUC,0.9989001692047377,1.0,1.0
NEW THYROID 2 (2),LR,F1,0.9633389734912577,1.0,0.9816694867456288
NEW THYROID 2 (2),LR,GEOMETRIC MEAN SCORE,0.9651663320558098,1.0,0.9944542396764536
NEW THYROID 2 (2),KNN,ROC AUC,0.9421319796954315,0.9429568527918781,0.9441624365482234
NEW THYROID 2 (2),KNN,F1,0.7846587704455725,0.8687838951798343,0.8954314720812183
NEW THYROID 2 (2),KNN,GEOMETRIC MEAN SCORE,0.8055613670788659,0.9315646430232809,0.932956958166751
NEW THYROID 2 (2),DT,ROC AUC,0.9637901861252115,0.9944585448392554,0.9944585448392556
NEW THYROID 2 (2),DT,F1,0.8887804243134192,0.9592311242057434,0.9590003904724715
NEW THYROID 2 (2),DT,GEOMETRIC MEAN SCORE,0.9624601805921884,0.9958158260214505,0.9944235108779804
NEW THYROID 2 (2),GBC,ROC AUC,0.9665820642978005,1.0,1.0
NEW THYROID 2 (2),GBC,F1,0.9145516074450084,0.9871144084342054,0.9718859820382663
NEW THYROID 2 (2),GBC,GEOMETRIC MEAN SCORE,0.9652637895524349,0.9985981955198768,0.9958253153581036
VEHICLE (2),LR,ROC AUC,0.9939117309386654,0.9938650053436666,0.9955973594351143
VEHICLE (2),LR,F1,0.9143031609956659,0.911680703247463,0.918392983059706
VEHICLE (2),LR,GEOMETRIC MEAN SCORE,0.9518438400380165,0.9741883456650231,0.9749341863002399
VEHICLE (2),KNN,ROC AUC,0.973817279451203,0.9774233262283873,0.973817279451203
VEHICLE (2),KNN,F1,0.739783764778271,0.8159905021811994,0.7922876647163574
VEHICLE (2),KNN,GEOMETRIC MEAN SCORE,0.8070028924448621,0.924755245925304,0.915344686114995
VEHICLE (2),DT,ROC AUC,0.9459042975109282,0.9432089452151879,0.9452838447708375
VEHICLE (2),DT,F1,0.7815597290769222,0.7566107979711578,0.805842047925579
VEHICLE (2),DT,GEOMETRIC MEAN SCORE,0.8671267404750738,0.909840991354478,0.9106296507509325
VEHICLE (2),GBC,ROC AUC,0.9898834868627249,0.9917333982109685,0.9921309626598298
VEHICLE (2),GBC,F1,0.8472184809376431,0.9015347199199857,0.9151407340765074
VEHICLE (2),GBC,GEOMETRIC MEAN SCORE,0.889354563617899,0.9591272536954278,0.9628944078392447
LIBRAS,LR,ROC AUC,0.9211309523809524,0.9445684523809523,0.9428943452380952
LIBRAS,LR,F1,0.35555555555555557,0.7237380976511412,0.7526242820360467
LIBRAS,LR,GEOMETRIC MEAN SCORE,0.4023689270621825,0.9001869987810875,0.8675053676081252
LIBRAS,KNN,ROC AUC,0.8969494047619048,0.9441034226190477,0.9061569940476191
LIBRAS,KNN,F1,0.5185185185185185,0.7222222222222222,0.7093706488443331
LIBRAS,KNN,GEOMETRIC MEAN SCORE,0.6147130449799441,0.8932518822058212,0.8656805238947294
LIBRAS,DT,ROC AUC,0.6187686011904762,0.9061569940476191,0.9333147321428572
LIBRAS,DT,F1,0.34318459318459316,0.7103225348110258,0.7722222222222221
LIBRAS,DT,GEOMETRIC MEAN SCORE,0.5076936894863154,0.8930202749377202,0.9033679755590921
LIBRAS,GBC,ROC AUC,0.9016927083333333,0.9771205357142857,0.976748511904762
LIBRAS,GBC,F1,0.5865800865800865,0.8540413533834587,0.8511192511192511
LIBRAS,GBC,GEOMETRIC MEAN SCORE,0.6696790367337242,0.9262638599869808,0.8927272585977988
VEHICLE,LR,ROC AUC,0.993266733058076,0.9936259013545093,0.9947802603875283
VEHICLE,LR,F1,0.935516765611313,0.9341020114032605,0.9383378421550417
VEHICLE,LR,GEOMETRIC MEAN SCORE,0.9623471265195832,0.9661687765333433,0.9668863260365131
VEHICLE,KNN,ROC AUC,0.9757073809459139,0.9782642440502172,0.9775832968569316
VEHICLE,KNN,F1,0.8791749151528254,0.8840707041264917,0.885476566246622
VEHICLE,KNN,GEOMETRIC MEAN SCORE,0.9250344551981206,0.9436861680459956,0.9434184787204773
VEHICLE,DT,ROC AUC,0.9512627435635838,0.9586895945932756,0.9598985835210212
VEHICLE,DT,F1,0.8514241498974584,0.8799636762353131,0.8755853275755817
VEHICLE,DT,GEOMETRIC MEAN SCORE,0.9120068303623329,0.9440542072576772,0.9409053600824727
VEHICLE,GBC,ROC AUC,0.9941267233439475,0.9963669687503562,0.9955969740453072
VEHICLE,GBC,F1,0.9128059347458802,0.9377616947367403,0.9409694590939826
VEHICLE,GBC,GEOMETRIC MEAN SCORE,0.944774018761453,0.9661728334367417,0.9676037843597238
YEAST 5,LR,ROC AUC,0.9868285521755872,0.9862760316390707,0.9869037591451675
YEAST 5,LR,F1,0.0,0.46060956220402755,0.5358666611070861
YEAST 5,LR,GEOMETRIC MEAN SCORE,0.0,0.9632042305974922,0.9727089871808153
YEAST 5,KNN,ROC AUC,0.9825399499422409,0.9939817878802464,0.9932552384161212
YEAST 5,KNN,F1,0.6877462160481028,0.7185425576618628,0.7394230184625986
YEAST 5,KNN,GEOMETRIC MEAN SCORE,0.8095032347438619,0.9868924006226483,0.9779737043446736
YEAST 5,DT,ROC AUC,0.9424778490405596,0.9856652006321397,0.9789078042773713
YEAST 5,DT,F1,0.785701072881983,0.7122253053698804,0.785701072881983
YEAST 5,DT,GEOMETRIC MEAN SCORE,0.9100172959090653,0.9642862355381117,0.9632116745609463
YEAST 5,GBC,ROC AUC,0.9880635508920548,0.9935764223142087,0.991934303202413
YEAST 5,GBC,F1,0.7245292013588025,0.7767855739400509,0.8095179887355248
YEAST 5,GBC,GEOMETRIC MEAN SCORE,0.8531585526322015,0.9621001813083894,0.9460724786236829
HABERMAN (2),LR,ROC AUC,0.7376131038772548,0.7602948372382334,0.7655517312875804
HABERMAN (2),LR,F1,0.11119496855345913,0.4642059054770078,0.4816074639684371
HABERMAN (2),LR,GEOMETRIC MEAN SCORE,0.21559358259241135,0.7140619791370864,0.7250670535384264
HABERMAN (2),KNN,ROC AUC,0.645262976017693,0.6651962817057158,0.7013958117354343
HABERMAN (2),KNN,F1,0.3011680143755616,0.3416411584118285,0.4914727055218587
HABERMAN (2),KNN,GEOMETRIC MEAN SCORE,0.4772534023437914,0.6206710590367601,0.6947359953297695
HABERMAN (2),DT,ROC AUC,0.6345846983205474,0.718003248324003,0.7356731633146728
HABERMAN (2),DT,F1,0.30342172312273513,0.4325536644745632,0.4653918842604228
HABERMAN (2),DT,GEOMETRIC MEAN SCORE,0.4975037905634704,0.6740016187494817,0.7098108795991924
HABERMAN (2),GBC,ROC AUC,0.6847403414195867,0.7582126615522842,0.7249616421314535
HABERMAN (2),GBC,F1,0.2721100445032918,0.46602260367900883,0.42574994451230097
HABERMAN (2),GBC,GEOMETRIC MEAN SCORE,0.45823266494982684,0.6934689074392342,0.6539136203278444
VOWEL,LR,ROC AUC,0.9849666793043839,0.9906092000324971,0.9916670108187886
VOWEL,LR,F1,0.8014864581301164,0.7560731760751478,0.8014864581301164
VOWEL,LR,GEOMETRIC MEAN SCORE,0.8630754241797179,0.9588781907115533,0.9655783731740949
VOWEL,KNN,ROC AUC,1.0,1.0,1.0
VOWEL,KNN,F1,1.0,0.9972705249883852,1.0
VOWEL,KNN,GEOMETRIC MEAN SCORE,1.0,0.9997213421047707,1.0
VOWEL,DT,ROC AUC,0.9502684471179235,0.9809395747859486,0.9816074866062765
VOWEL,DT,F1,0.8759941230065394,0.9040715104733323,0.9144692465633636
VOWEL,DT,GEOMETRIC MEAN SCORE,0.933075984057232,0.9766078327076158,0.9766141215853847
VOWEL,GBC,ROC AUC,0.9963806536859257,0.9996102054080402,0.9994246115030309
VOWEL,GBC,F1,0.9312817515622892,0.9520998632322542,0.964907969376764
VOWEL,GBC,GEOMETRIC MEAN SCORE,0.961142933362414,0.9896744793186234,0.9905268440254976
EUCALYPTUS (2),LR,ROC AUC,0.8278557166702005,0.896041825006832,0.8899796864118388
EUCALYPTUS (2),LR,F1,0.07637028954358584,0.42069114595408974,0.4292942688046696
EUCALYPTUS (2),LR,GEOMETRIC MEAN SCORE,0.16444281514709994,0.8177291481968664,0.8209774491469729
EUCALYPTUS (2),KNN,ROC AUC,0.6712032666691162,0.7221192690679301,0.6895876793034402
EUCALYPTUS (2),KNN,F1,0.18149640543179196,0.3015722261278004,0.30212512488756915
EUCALYPTUS (2),KNN,GEOMETRIC MEAN SCORE,0.3394159706694305,0.6512448422397886,0.6346719293655514
EUCALYPTUS (2),DT,ROC AUC,0.8811009940362187,0.8500828499147194,0.8811009940362187
EUCALYPTUS (2),DT,F1,0.41461081949599515,0.44243889097743927,0.4858321729244838
EUCALYPTUS (2),DT,GEOMETRIC MEAN SCORE,0.613596032568654,0.789292036909703,0.7735294862206308
EUCALYPTUS (2),GBC,ROC AUC,0.8986853339800869,0.8897438413834884,0.9124396683995512
EUCALYPTUS (2),GBC,F1,0.4718558902686222,0.49612900774491886,0.5329717528021454
EUCALYPTUS (2),GBC,GEOMETRIC MEAN SCORE,0.6324641901869057,0.7451546356213914,0.7182264829128373
YEAST 6,LR,ROC AUC,0.934508114156245,0.9428767097487067,0.9423260401557894
YEAST 6,LR,F1,0.0,0.277652823858931,0.4027735047637527
YEAST 6,LR,GEOMETRIC MEAN SCORE,0.0,0.8753491157803769,0.8913545384496153
YEAST 6,KNN,ROC AUC,0.85161716823354,0.8894957737924016,0.9017380415884753
YEAST 6,KNN,F1,0.4516340970350404,0.4372202830160775,0.5719074064238578
YEAST 6,KNN,GEOMETRIC MEAN SCORE,0.6242511124070348,0.868217808151216,0.8755944226682597
YEAST 6,DT,ROC AUC,0.8077381681660657,0.8890911900221347,0.8803504477523727
YEAST 6,DT,F1,0.4443763783386425,0.4741863010467233,0.5639758287534569
YEAST 6,DT,GEOMETRIC MEAN SCORE,0.6497470049434826,0.8769934695527666,0.8490449381481904
YEAST 6,GBC,ROC AUC,0.8899600475211339,0.946904339239611,0.9480143980740929
YEAST 6,GBC,F1,0.4623325497030986,0.6208491566361477,0.6263085415452039
YEAST 6,GBC,GEOMETRIC MEAN SCORE,0.645309544526516,0.8207514414355254,0.8123801782146254
BREAST TISSUE,LR,ROC AUC,0.8750683620453924,0.8978585589280832,0.8936628383921247
BREAST TISSUE,LR,F1,0.6628930817610063,0.7291048790723481,0.7449504112239962
BREAST TISSUE,LR,GEOMETRIC MEAN SCORE,0.7336226491268174,0.7963122777963134,0.803342693624587
BREAST TISSUE,KNN,ROC AUC,0.763552775499043,0.7967852748154225,0.7973748974569319
BREAST TISSUE,KNN,F1,0.6048016448959844,0.6347526512620851,0.6509143686502176
BREAST TISSUE,KNN,GEOMETRIC MEAN SCORE,0.6950266568174346,0.7166867628254743,0.732056483140828
BREAST TISSUE,DT,ROC AUC,0.8381357670221492,0.8623829299972654,0.8839853363412633
BREAST TISSUE,DT,F1,0.7139470347881037,0.751686123556509,0.7766913605804302
BREAST TISSUE,DT,GEOMETRIC MEAN SCORE,0.7772330508772134,0.8123368335128647,0.8317472397162663
BREAST TISSUE,GBC,ROC AUC,0.8559697156138911,0.8907489062072738,0.8883305988515177
BREAST TISSUE,GBC,F1,0.7078206179928903,0.7427044025157232,0.7411036021372363
BREAST TISSUE,GBC,GEOMETRIC MEAN SCORE,0.7753313403883387,0.8033215460880989,0.8049931817923335
EUCALYPTUS (3),LR,ROC AUC,0.7553090967887239,0.906693928577561,0.8893279909163887
EUCALYPTUS (3),LR,F1,0.0,0.33405496097082155,0.33953342820425436
EUCALYPTUS (3),LR,GEOMETRIC MEAN SCORE,0.0,0.8206206727242996,0.7936033199582404
EUCALYPTUS (3),KNN,ROC AUC,0.6836843726216999,0.7117495811815564,0.6836843726216999
EUCALYPTUS (3),KNN,F1,0.04761904761904762,0.27116114876531544,0.25912659273317484
EUCALYPTUS (3),KNN,GEOMETRIC MEAN SCORE,0.09994696958751786,0.6714540217649383,0.6206599356259965
EUCALYPTUS (3),DT,ROC AUC,0.7684689768296467,0.8359874047740934,0.8431827699330289
EUCALYPTUS (3),DT,F1,0.25274725274725274,0.35028053905234136,0.4147342339608731
EUCALYPTUS (3),DT,GEOMETRIC MEAN SCORE,0.5006319011103804,0.7406148743489627,0.7827024154377764
EUCALYPTUS (3),GBC,ROC AUC,0.8621281553774648,0.8623297675697537,0.8975779749907857
EUCALYPTUS (3),GBC,F1,0.3095951343500363,0.3898181968494468,0.4244274779492841
EUCALYPTUS (3),GBC,GEOMETRIC MEAN SCORE,0.5215139722533463,0.6943599339097553,0.6383339073981957
MANDELON 2,LR,ROC AUC,0.7672341475450283,0.7672193436960275,0.7757364914877868
MANDELON 2,LR,F1,0.2549863405167954,0.2144622956601831,0.2676143742846012
MANDELON 2,LR,GEOMETRIC MEAN SCORE,0.49663436507358694,0.6830257631505519,0.5737561757302784
MANDELON 2,KNN,ROC AUC,0.526345916604984,0.6148926720947447,0.5405576116456946
MANDELON 2,KNN,F1,0.0,0.08927365809388282,0.08139689057120249
MANDELON 2,KNN,GEOMETRIC MEAN SCORE,0.0,0.5747545265789986,0.379267355601342
MANDELON 2,DT,ROC AUC,0.8664199358499877,0.9028275351591414,0.8837725141870219
MANDELON 2,DT,F1,0.7014792877187151,0.7343296568242494,0.7328957960419238
MANDELON 2,DT,GEOMETRIC MEAN SCORE,0.7662837526449201,0.8965277875091393,0.8597821124688456
MANDELON 2,GBC,ROC AUC,0.9157044164816186,0.9494226498889711,0.9419639773007649
MANDELON 2,GBC,F1,0.6988768216838392,0.8824898561407885,0.8580656327612337
MANDELON 2,GBC,GEOMETRIC MEAN SCORE,0.765048959144418,0.9077735884946365,0.8806659337318499
WINE (2),LR,ROC AUC,0.9896510375383614,0.989680507286141,0.9928398674877549
WINE (2),LR,F1,0.8535322607582252,0.8868310875353127,0.9092673758166716
WINE (2),LR,GEOMETRIC MEAN SCORE,0.8929827390380208,0.9350401858006034,0.9441348075477997
WINE (2),KNN,ROC AUC,0.845754323923338,0.8277295083633112,0.8491387720260959
WINE (2),KNN,F1,0.6301875423664984,0.644735762575662,0.6834882814674609
WINE (2),KNN,GEOMETRIC MEAN SCORE,0.7499622268730242,0.782362696345779,0.7806619326981343
WINE (2),DT,ROC AUC,0.9343729040912139,0.9501310895677091,0.9524866369936791
WINE (2),DT,F1,0.9097374099670485,0.9111400214400827,0.9305015865946669
WINE (2),DT,GEOMETRIC MEAN SCORE,0.9310321779735304,0.9495727593170373,0.9440426045825452
WINE (2),GBC,ROC AUC,0.9910686340263806,0.9980438184663536,0.9960876369327074
WINE (2),GBC,F1,0.9229288776135072,0.9715248009797919,0.927085119412125
WINE (2),GBC,GEOMETRIC MEAN SCORE,0.9356606728308362,0.9810152021416767,0.9540034861610365
YEAST 4 (2),LR,ROC AUC,0.902647418328353,0.891868940135224,0.902647418328353
YEAST 4 (2),LR,F1,0.0,0.1891718834047123,0.2374906596249048
YEAST 4 (2),LR,GEOMETRIC MEAN SCORE,0.0,0.8358769978875376,0.870198588346355
YEAST 4 (2),KNN,ROC AUC,0.822143115094064,0.9002313883047407,0.8598157325643501
