Dataset,Oversampler,Classifier,Metric,Score
ECOLI (2),G-SMOTE,LR,mean_test_geometric_mean_score,0.8630170392522385
ECOLI (2),G-SMOTE,KNN,mean_test_roc_auc,0.9425505675364343
ECOLI (2),G-SMOTE,KNN,mean_test_f1,0.7760674486803518
ECOLI (2),G-SMOTE,KNN,mean_test_geometric_mean_score,0.9348138415447373
ECOLI (2),G-SMOTE,DT,mean_test_roc_auc,0.8739902647834411
ECOLI (2),G-SMOTE,DT,mean_test_f1,0.751055056997332
ECOLI (2),G-SMOTE,DT,mean_test_geometric_mean_score,0.8683022549346608
ECOLI (2),G-SMOTE,GBC,mean_test_roc_auc,0.9351292434787495
ECOLI (2),G-SMOTE,GBC,mean_test_f1,0.7475756840782307
ECOLI (2),G-SMOTE,GBC,mean_test_geometric_mean_score,0.8626159241126204
ECOLI (2),K-MEANS G-SMOTE,LR,mean_test_roc_auc,0.910532271109024
ECOLI (2),K-MEANS G-SMOTE,LR,mean_test_f1,0.5728445747800586
ECOLI (2),K-MEANS G-SMOTE,LR,mean_test_geometric_mean_score,0.8887127340600152
ECOLI (2),K-MEANS G-SMOTE,KNN,mean_test_roc_auc,0.948012804689601
ECOLI (2),K-MEANS G-SMOTE,KNN,mean_test_f1,0.8230737004930554
ECOLI (2),K-MEANS G-SMOTE,KNN,mean_test_geometric_mean_score,0.9379820186145745
ECOLI (2),K-MEANS G-SMOTE,DT,mean_test_roc_auc,0.9001483311057328
ECOLI (2),K-MEANS G-SMOTE,DT,mean_test_f1,0.7544868035190615
ECOLI (2),K-MEANS G-SMOTE,DT,mean_test_geometric_mean_score,0.8946221850009306
ECOLI (2),K-MEANS G-SMOTE,GBC,mean_test_roc_auc,0.9438208392033618
ECOLI (2),K-MEANS G-SMOTE,GBC,mean_test_f1,0.7568021226085742
ECOLI (2),K-MEANS G-SMOTE,GBC,mean_test_geometric_mean_score,0.8829846626018939
YEAST 3 (2),NO OVERSAMPLING,LR,mean_test_roc_auc,0.9630468758347298
YEAST 3 (2),NO OVERSAMPLING,LR,mean_test_f1,0.0
YEAST 3 (2),NO OVERSAMPLING,LR,mean_test_geometric_mean_score,0.0
YEAST 3 (2),NO OVERSAMPLING,KNN,mean_test_roc_auc,0.9205141111690429
YEAST 3 (2),NO OVERSAMPLING,KNN,mean_test_f1,0.6286868653851991
YEAST 3 (2),NO OVERSAMPLING,KNN,mean_test_geometric_mean_score,0.7324536030591153
YEAST 3 (2),NO OVERSAMPLING,DT,mean_test_roc_auc,0.9288137967690139
YEAST 3 (2),NO OVERSAMPLING,DT,mean_test_f1,0.6579742412378597
YEAST 3 (2),NO OVERSAMPLING,DT,mean_test_geometric_mean_score,0.8388117837981387
YEAST 3 (2),NO OVERSAMPLING,GBC,mean_test_roc_auc,0.9604120283252136
YEAST 3 (2),NO OVERSAMPLING,GBC,mean_test_f1,0.6793323909829206
YEAST 3 (2),NO OVERSAMPLING,GBC,mean_test_geometric_mean_score,0.8082591919158332
YEAST 3 (2),G-SMOTE,LR,mean_test_roc_auc,0.9643227327963418
YEAST 3 (2),G-SMOTE,LR,mean_test_f1,0.5299819871193918
YEAST 3 (2),G-SMOTE,LR,mean_test_geometric_mean_score,0.8978189438540094
YEAST 3 (2),G-SMOTE,KNN,mean_test_roc_auc,0.9518744551128135
YEAST 3 (2),G-SMOTE,KNN,mean_test_f1,0.6525821596244132
YEAST 3 (2),G-SMOTE,KNN,mean_test_geometric_mean_score,0.9271665652117487
YEAST 3 (2),G-SMOTE,DT,mean_test_roc_auc,0.9430993866876278
YEAST 3 (2),G-SMOTE,DT,mean_test_f1,0.684334701854066
YEAST 3 (2),G-SMOTE,DT,mean_test_geometric_mean_score,0.9311078439036549
YEAST 3 (2),G-SMOTE,GBC,mean_test_roc_auc,0.9675472365850906
YEAST 3 (2),G-SMOTE,GBC,mean_test_f1,0.7090278790397644
